id,group_id,message,voice,per,comment_group,reuse,omit_tag
2289,131206,"Taking her on is the Satsuki Sho champ,\n%h_pop2. This should be a\nshowdown to remember.",1004001|1701301|%h_pop2|1004002,100,0,0,0
2290,131206,"The second favorite and Satsuki Sho champ,\n%h_pop2, can certainly hold\nher own against today's top favorite.",1004003|1701301|%h_pop2|1004004,100,0,0,0
2291,131206,"Now, here's the second favorite. The Satsuki\nSho champ, %h_pop2, is fully\nset on clinching victory.",1004005|1701301|%h_pop2|1004006,100,0,0,0
2292,131206,"Taking her on is the Satsuki Sho champ,\n%h_pop2, who can certainly\nhold her own against the favorite.",1004001|1701301|%h_pop2|1004004,100,0,0,0
2293,131206,"The second favorite and Satsuki Sho champ,\n%h_pop2, is fully set on\nclinching victory.",1004003|1701301|%h_pop2|1004006,100,0,0,0
2294,131206,"Now, here's the second favorite. The Satsuki\nSho champ, %h_pop2, should\ngive us a showdown to remember.",1004005|1701301|%h_pop2|1004002,100,0,0,0
2295,131206,"Taking her on is the Satsuki Sho champ,\n%h_pop2, who is fully set on\nclinching victory.",1004001|1701301|%h_pop2|1004006,100,0,0,0
2296,131206,"The second favorite and Satsuki Sho champ,\n%h_pop2, should give us a\nshowdown to remember.",1004003|1701301|%h_pop2|1004002,100,0,0,0
2297,131206,"Now, here's the second favorite. The Satsuki\nSho champ, %h_pop2, can\ncertainly hold her own against today's top\nfavorite.",1004005|1701301|%h_pop2|1004004,100,0,0,0
2298,131207,"The Satsuki Sho champ,\n%h_pop3, is currently the third\nfavorite. She's the hot pick of late!",%w_0.3|1701301|%h_pop3|1004101|1004102,100,0,0,0
2299,131207,"The Satsuki Sho champ,\n%h_pop3, is the third favorite.\nCan she overcome the odds?!",%w_0.3|1701301|%h_pop3|1004103|1004104,100,0,0,0
2301,131207,"The Satsuki Sho champ,\n%h_pop3, is currently the third\nfavorite. Can she overcome the odds?!",%w_0.3|1701301|%h_pop3|1004101|1004104,100,0,0,0
2302,131207,"The Satsuki Sho champ,\n%h_pop3, is the third favorite.\nHer superior ability is undeniable!",%w_0.3|1701301|%h_pop3|1004103|1004106,100,0,0,0
2304,131207,"The Satsuki Sho champ,\n%h_pop3, is currently the third\nfavorite. Her superior ability is undeniable!",%w_0.3|1701301|%h_pop3|1004101|1004106,100,0,0,0
2305,131207,"The Satsuki Sho champ,\n%h_pop3, is the third favorite.\nShe's the hot pick of late!",%w_0.3|1701301|%h_pop3|1004103|1004102,100,0,0,0
2307,131208,"All eyes are on the Satsuki Sho champ,\n%h_player, running in\n%p_waku_ban.",1088201|1701301|%h_player|%p_waku_ban,100,0,0,0
2308,131210,"The current favorite is the undefeated Satsuki\nSho champ, %h_pop1.",1002701|1700101|1701301|%h_pop1,100,0,0,0
2309,131210,"The most popular athlete in this race is the\nundefeated Satsuki Sho champ,\n%h_pop1. She's the favorite to\nwin.",1002801|1700101|1701301|%h_pop1|1002802,100,0,0,0
2310,131210,"Now, introducing the favorite to win. It's the\nundefeated Satsuki Sho champ,\n%h_pop1.",1002901|1700101|1701301|%h_pop1,100,0,0,0
2311,131210,"You guessed it! The favorite is the undefeated\nSatsuki Sho champ, %h_pop1.",1003001|1700101|1701301|%h_pop1,100,0,0,0
2312,131212,"The second favorite is the undefeated Satsuki\nSho champ, %h_pop2.",1003101|1700101|1701301|%h_pop2,100,0,0,0
2313,131212,"Now, introducing the second favorite. It's the\nundefeated Satsuki Sho champ,\n%h_pop2.",1003201|1700101|1701301|%h_pop2,100,0,0,0
2314,131212,"With more than enough skill to rival the top\npick, today's second favorite is the undefeated\nSatsuki Sho champ, %h_pop2.",1003301|1700101|1701301|%h_pop2,100,0,0,0
2315,131212,"She might not be satisfied with this ranking,\nbut the second favorite is the undefeated\nSatsuki Sho champ, %h_pop2.",%w_0.1|1003401|1700101|1701301|%h_pop2,100,0,0,0
2316,131213,"Now, introducing the second favorite. It's the\nundefeated Satsuki Sho champ,\n%h_pop2.",1003201|1700101|1701301|%h_pop2,100,0,0,0
2317,131213,"She might not be satisfied with this ranking,\nbut the second favorite is the undefeated\nSatsuki Sho champ, %h_pop2.",%w_0.1|1003401|1700101|1701301|%h_pop2,100,0,0,0
2318,131214,"The third favorite is the undefeated Satsuki\nSho champ, %h_pop3.",%w_0.3|1003501|1700101|1701301|%h_pop3,100,0,0,0
2319,131214,"For the third favorite, we have the undefeated\nSatsuki Sho champ, %h_pop3.",%w_0.3|1003601|1700101|1701301|%h_pop3,100,0,0,0
2320,131214,"With her sights firmly set on the top spots, the\nthird favorite is the undefeated Satsuki Sho\nchamp, %h_pop3.",%w_0.3|1003701|1700101|1701301|%h_pop3,100,0,0,0
2321,131214,"With the popularity and the skills to back it\nup, it's the undefeated Satsuki Sho champ,\n%h_pop3, today's third\nfavorite.",%w_0.3|1003801|1700101|1701301|%h_pop3|1003802,100,0,0,0
2322,131215,"Now, here's the undisputed star of the show.\nIt's the undefeated Satsuki Sho champ,\n%h_pop1. She's the favorite to\nwin.",1003901|1700101|1701301|%h_pop1|1002802,100,0,0,0
2323,131215,"Waiting for the start with an air of dignity is\nthe undefeated Satsuki Sho champ and today's\nfavorite, %h_pop1.",%w_0.1|1003903|1700101|1701301|%h_pop1|%w_0.02|1002802,100,0,0,0
2324,131215,"Carrying the hopes of all the fans crowding the\nstands, the favorite for today is the undefeated\nSatsuki Sho champ, %h_pop1.",1003905|1700101|1701301|%h_pop1|1002802,100,0,0,0
2331,131216,"Taking her on is the undefeated Satsuki Sho\nchamp, %h_pop2. This should\nbe a showdown to remember.",1004001|1700101|1701301|%h_pop2|1004002,100,0,0,0
2332,131216,"The second favorite and undefeated Satsuki\nSho champ, %h_pop2, can\ncertainly hold her own against today's top\nfavorite.",1004003|1700101|1701301|%h_pop2|1004004,100,0,0,0
2333,131216,"Now, here's the second favorite. The\nundefeated Satsuki Sho champ,\n%h_pop2, is fully set on\nclinching victory.",1004005|1700101|1701301|%h_pop2|1004006,100,0,0,0
2334,131216,"Taking her on is the undefeated Satsuki Sho\nchamp, %h_pop2, who can\ncertainly hold her own against the favorite.",1004001|1700101|1701301|%h_pop2|1004004,100,0,0,0
2335,131216,"The second favorite and undefeated Satsuki\nSho champ, %h_pop2, is fully\nset on clinching victory.",1004003|1700101|1701301|%h_pop2|1004006,100,0,0,0
2336,131216,"Now, here's the second favorite. The\nundefeated Satsuki Sho champ,\n%h_pop2, should give us a\nshowdown to remember.",1004005|1700101|1701301|%h_pop2|1004002,100,0,0,0
2337,131216,"Taking her on is the undefeated Satsuki Sho\nchamp, %h_pop2, who is fully\nset on clinching victory.",1004001|1700101|1701301|%h_pop2|1004006,100,0,0,0
2338,131216,"The second favorite and undefeated Satsuki\nSho champ, %h_pop2, should\ngive us a showdown to remember.",1004003|1700101|1701301|%h_pop2|1004002,100,0,0,0
2339,131216,"Now, here's the second favorite. The\nundefeated Satsuki Sho champ,\n%h_pop2, can certainly hold\nher own against today's top favorite.",1004005|1700101|1701301|%h_pop2|1004004,100,0,0,0
2340,131217,"The undefeated Satsuki Sho champ,\n%h_pop3, is currently the third\nfavorite. She's the hot pick of late!",%w_0.3|1700101|1701301|%h_pop3|1004101|1004102,100,0,0,0
2341,131217,"The undefeated Satsuki Sho champ,\n%h_pop3, is the third favorite.\nCan she overcome the odds?!",%w_0.3|1700101|1701301|%h_pop3|1004103|1004104,100,0,0,0
2343,131217,"The undefeated Satsuki Sho champ,\n%h_pop3, is currently the third\nfavorite. Can she overcome the odds?!",%w_0.3|1700101|1701301|%h_pop3|1004101|1004104,100,0,0,0
2344,131217,"The undefeated Satsuki Sho champ,\n%h_pop3, is the third favorite.\nHer superior ability is undeniable!",%w_0.3|1700101|1701301|%h_pop3|1004103|1004106,100,0,0,0
2346,131217,"The undefeated Satsuki Sho champ,\n%h_pop3, is currently the third\nfavorite. Her superior ability is undeniable!",%w_0.3|1700101|1701301|%h_pop3|1004101|1004106,100,0,0,0
2347,131217,"The undefeated Satsuki Sho champ,\n%h_pop3, is the third favorite.\nShe's the hot pick of late!",%w_0.3|1700101|1701301|%h_pop3|1004103|1004102,100,0,0,0
2349,131218,"All eyes are on the undefeated Satsuki Sho\nchamp, %h_player, running in\n%p_waku_ban.",1088201|1700101|1701301|%h_player|%p_waku_ban,100,0,0,0
2350,131300,"The current favorite is the Kikuka Sho\nconqueror, %h_pop1.",1002701|1701401|%h_pop1,100,0,0,0
2351,131300,"The most popular athlete in this race is the\nKikuka Sho conqueror,\n%h_pop1. She's the favorite to\nwin.",1002801|1701401|%h_pop1|1002802,100,0,0,0
2352,131300,"Now, introducing the favorite to win. It's the\nKikuka Sho conqueror,\n%h_pop1.",1002901|1701401|%h_pop1,100,0,0,0
2353,131300,"You guessed it! The favorite is the Kikuka Sho\nconqueror, %h_pop1.",1003001|1701401|%h_pop1,100,0,0,0
2354,131302,"The second favorite is the Kikuka Sho\nconqueror, %h_pop2.",1003101|1701401|%h_pop2,100,0,0,0
2355,131302,"Now, introducing the second favorite. It's the\nKikuka Sho conqueror,\n%h_pop2.",1003201|1701401|%h_pop2,100,0,0,0
2356,131302,"With more than enough skill to rival the top\npick, today's second favorite is the Kikuka Sho\nconqueror, %h_pop2.",1003301|1701401|%h_pop2,100,0,0,0
2357,131302,"She might not be satisfied with this ranking,\nbut the second favorite is the Kikuka Sho\nconqueror, %h_pop2.",%w_0.1|1003401|1701401|%h_pop2,100,0,0,0
2358,131303,"Now, introducing the second favorite. It's the\nKikuka Sho conqueror,\n%h_pop2.",1003201|1701401|%h_pop2,100,0,0,0
2359,131303,"She might not be satisfied with this ranking,\nbut the second favorite is the Kikuka Sho\nconqueror, %h_pop2.",%w_0.1|1003401|1701401|%h_pop2,100,0,0,0
2360,131304,"The third favorite is the Kikuka Sho conqueror,\n%h_pop3.",%w_0.3|1003501|1701401|%h_pop3,100,0,0,0
2361,131304,"For the third favorite, we have the Kikuka Sho\nconqueror, %h_pop3.",%w_0.3|1003601|1701401|%h_pop3,100,0,0,0
2362,131304,"With her sights firmly set on the top spots, the\nthird favorite is the Kikuka Sho conqueror,\n%h_pop3.",%w_0.3|1003701|1701401|%h_pop3,100,0,0,0
2363,131304,"With the popularity and the skills to back it\nup, it's the Kikuka Sho conqueror,\n%h_pop3, today's third\nfavorite.",%w_0.3|1003801|1701401|%h_pop3|1003802,100,0,0,0
2364,131305,"Now, here's the undisputed star of the show.\nIt's the Kikuka Sho conqueror,\n%h_pop1. She's the favorite to\nwin.",1003901|1701401|%h_pop1|%w_0.01|1002802,100,0,0,0
2365,131305,"Waiting for the start with an air of dignity is\nthe Kikuka Sho conqueror and today's favorite,\n%h_pop1.",%w_0.1|1003903|1701401|%h_pop1|1002802,100,0,0,0
2366,131305,"Carrying the hopes of all the fans crowding the\nstands, the favorite for today is the Kikuka Sho\nconqueror, %h_pop1.",1003905|1701401|%h_pop1|1002802,100,0,0,0
2373,131306,"Taking her on is the Kikuka Sho conqueror,\n%h_pop2. This should be a\nshowdown to remember.",1004001|1701401|%h_pop2|1004002,100,0,0,0
2374,131306,"The second favorite and Kikuka Sho\nconqueror, %h_pop2, can\ncertainly hold her own against today's top\nfavorite.",1004003|1701401|%h_pop2|1004004,100,0,0,0
2375,131306,"Now, here's the second favorite. The Kikuka\nSho conqueror, %h_pop2, is\nfully set on clinching victory.",1004005|1701401|%h_pop2|1004006,100,0,0,0
2376,131306,"Taking her on is the Kikuka Sho conqueror,\n%h_pop2, who can certainly\nhold her own against the favorite.",1004001|1701401|%h_pop2|1004004,100,0,0,0
2377,131306,"The second favorite and Kikuka Sho\nconqueror, %h_pop2, is fully\nset on clinching victory.",1004003|1701401|%h_pop2|1004006,100,0,0,0
2378,131306,"Now, here's the second favorite. The Kikuka\nSho conqueror, %h_pop2,\nshould give us a showdown to remember.",1004005|1701401|%h_pop2|1004002,100,0,0,0
2379,131306,"Taking her on is the Kikuka Sho conqueror,\n%h_pop2, who is fully set on\nclinching victory.",1004001|1701401|%h_pop2|1004006,100,0,0,0
2380,131306,"The second favorite and Kikuka Sho\nconqueror, %h_pop2, should\ngive us a showdown to remember.",1004003|1701401|%h_pop2|1004002,100,0,0,0
2381,131306,"Now, here's the second favorite. The Kikuka\nSho conqueror, %h_pop2, can\ncertainly hold her own against today's top\nfavorite.",1004005|1701401|%h_pop2|1004004,100,0,0,0
2382,131307,"The Kikuka Sho conqueror,\n%h_pop3, is currently the third\nfavorite. She's the hot pick of late!",%w_0.3|1701401|%h_pop3|1004101|1004102,100,0,0,0
2383,131307,"The Kikuka Sho conqueror,\n%h_pop3, is the third favorite.\nCan she overcome the odds?!",%w_0.3|1701401|%h_pop3|1004103|1004104,100,0,0,0
2385,131307,"The Kikuka Sho conqueror,\n%h_pop3, is currently the third\nfavorite. Can she overcome the odds?!",%w_0.3|1701401|%h_pop3|1004101|1004104,100,0,0,0
2386,131307,"The Kikuka Sho conqueror,\n%h_pop3, is the third favorite.\nHer superior ability is undeniable!",%w_0.3|1701401|%h_pop3|1004103|1004106,100,0,0,0
2388,131307,"The Kikuka Sho conqueror,\n%h_pop3, is currently the third\nfavorite. Her superior ability is undeniable!",%w_0.3|1701401|%h_pop3|1004101|1004106,100,0,0,0
2389,131307,"The Kikuka Sho conqueror,\n%h_pop3, is the third favorite.\nShe's the hot pick of late!",%w_0.3|1701401|%h_pop3|1004103|1004102,100,0,0,0
2391,131308,"All eyes are on the Kikuka Sho conqueror,\n%h_player, running in\n%p_waku_ban.",1088201|1701401|%h_player|%p_waku_ban,100,0,0,0
2392,131310,"The current favorite is the undefeated Kikuka\nSho conqueror, %h_pop1.",1002701|1700101|1701401|%h_pop1,100,0,0,0
2393,131310,"The most popular athlete in this race is the\nundefeated Kikuka Sho conqueror,\n%h_pop1. She's the favorite to\nwin.",1002801|1700101|1701401|%h_pop1|1002802,100,0,0,0
2394,131310,"Now, introducing the favorite to win. It's the\nundefeated Kikuka Sho conqueror,\n%h_pop1.",1002901|1700101|1701401|%h_pop1,100,0,0,0
2395,131310,"You guessed it! The favorite is the undefeated\nKikuka Sho conqueror,\n%h_pop1.",1003001|1700101|1701401|%h_pop1,100,0,0,0
2396,131312,"The second favorite is the undefeated Kikuka\nSho conqueror, %h_pop2.",1003101|1700101|1701401|%h_pop2,100,0,0,0
2397,131312,"Now, introducing the second favorite. It's the\nundefeated Kikuka Sho conqueror,\n%h_pop2.",1003201|1700101|1701401|%h_pop2,100,0,0,0
2398,131312,"With more than enough skill to rival the top\npick, today's second favorite is the undefeated\nKikuka Sho conqueror,\n%h_pop2.",1003301|1700101|1701401|%h_pop2,100,0,0,0
2399,131312,"She might not be satisfied with this ranking,\nbut the second favorite is the undefeated\nKikuka Sho conqueror,\n%h_pop2.",%w_0.1|1003401|1700101|1701401|%h_pop2,100,0,0,0
2400,131313,"Now, introducing the second favorite. It's the\nundefeated Kikuka Sho conqueror,\n%h_pop2.",1003201|1700101|1701401|%h_pop2,100,0,0,0
2401,131313,"She might not be satisfied with this ranking,\nbut the second favorite is the undefeated\nKikuka Sho conqueror,\n%h_pop2.",%w_0.1|1003401|1700101|1701401|%h_pop2,100,0,0,0
2402,131314,"The third favorite is the undefeated Kikuka\nSho conqueror, %h_pop3.",%w_0.3|1003501|1700101|1701401|%h_pop3,100,0,0,0
2403,131314,"For the third favorite, we have the undefeated\nKikuka Sho conqueror,\n%h_pop3.",%w_0.3|1003601|1700101|1701401|%h_pop3,100,0,0,0
2404,131314,"With her sights firmly set on the top spots, the\nthird favorite is the undefeated Kikuka Sho\nconqueror, %h_pop3.",%w_0.3|1003701|1700101|1701401|%h_pop3,100,0,0,0
2405,131314,"With the popularity and the skills to back it\nup, it's the undefeated Kikuka Sho conqueror,\n%h_pop3, today's third\nfavorite.",%w_0.3|1003801|1700101|1701401|%h_pop3|1003802,100,0,0,0
2406,131315,"Now, here's the undisputed star of the show.\nIt's the undefeated Kikuka Sho conqueror,\n%h_pop1. She's the favorite to\nwin.",1003901|1700101|1701401|%h_pop1|1002802,100,0,0,0
2407,131315,"Waiting for the start with an air of dignity is\nthe undefeated Kikuka Sho conqueror and\ntoday's favorite, %h_pop1.",%w_0.1|1003903|1700101|1701401|%h_pop1|1002802,100,0,0,0
2408,131315,"Carrying the hopes of all the fans crowding the\nstands, the favorite for today is the undefeated\nKikuka Sho conqueror,\n%h_pop1.",1003905|1700101|1701401|%h_pop1|1002802,100,0,0,0
2415,131316,"Taking her on is the undefeated Kikuka Sho\nconqueror, %h_pop2. This\nshould be a showdown to remember.",1004001|1700101|1701401|%h_pop2|1004002,100,0,0,0
2416,131316,"The second favorite and undefeated Kikuka\nSho conqueror, %h_pop2, can\ncertainly hold her own against today's top\nfavorite.",1004003|1700101|1701401|%h_pop2|1004004,100,0,0,0
2417,131316,"Now, here's the second favorite. The\nundefeated Kikuka Sho conqueror,\n%h_pop2, is fully set on\nclinching victory.",1004005|1700101|1701401|%h_pop2|1004006,100,0,0,0
2418,131316,"Taking her on is the undefeated Kikuka Sho\nconqueror, %h_pop2, who can\ncertainly hold her own against the favorite.",1004001|1700101|1701401|%h_pop2|1004004,100,0,0,0
2419,131316,"The second favorite and undefeated Kikuka\nSho conqueror, %h_pop2, is\nfully set on clinching victory.",1004003|1700101|1701401|%h_pop2|1004006,100,0,0,0
2420,131316,"Now, here's the second favorite. The\nundefeated Kikuka Sho conqueror,\n%h_pop2, should give us a\nshowdown to remember.",1004005|1700101|1701401|%h_pop2|1004002,100,0,0,0
2421,131316,"Taking her on is the undefeated Kikuka Sho\nconqueror, %h_pop2, who is\nfully set on clinching victory.",1004001|1700101|1701401|%h_pop2|1004006,100,0,0,0
2422,131316,"The second favorite and undefeated Kikuka\nSho conqueror, %h_pop2,\nshould give us a showdown to remember.",1004003|1700101|1701401|%h_pop2|1004002,100,0,0,0
2423,131316,"Now, here's the second favorite. The\nundefeated Kikuka Sho conqueror,\n%h_pop2, can certainly hold\nher own against today's top favorite.",1004005|1700101|1701401|%h_pop2|1004004,100,0,0,0
2424,131317,"The undefeated Kikuka Sho conqueror,\n%h_pop3, is currently the third\nfavorite. She's the hot pick of late!",%w_0.3|1700101|1701401|%h_pop3|1004101|1004102,100,0,0,0
2425,131317,"The undefeated Kikuka Sho conqueror,\n%h_pop3, is the third favorite.\nCan she overcome the odds?!",%w_0.3|1700101|1701401|%h_pop3|1004103|1004104,100,0,0,0
2427,131317,"The undefeated Kikuka Sho conqueror,\n%h_pop3, is currently the third\nfavorite. Can she overcome the odds?!",%w_0.3|1700101|1701401|%h_pop3|1004101|1004104,100,0,0,0
2428,131317,"The undefeated Kikuka Sho conqueror,\n%h_pop3, is the third favorite.\nHer superior ability is undeniable!",%w_0.3|1700101|1701401|%h_pop3|1004103|1004106,100,0,0,0
2430,131317,"The undefeated Kikuka Sho conqueror,\n%h_pop3, is currently the third\nfavorite. Her superior ability is undeniable!",%w_0.3|1700101|1701401|%h_pop3|1004101|1004106,100,0,0,0
2431,131317,"The undefeated Kikuka Sho conqueror,\n%h_pop3, is the third favorite.\nShe's the hot pick of late!",%w_0.3|1700101|1701401|%h_pop3|1004103|1004102,100,0,0,0
2433,131318,"All eyes are on the undefeated Kikuka Sho\nconqueror, %h_player, running in\n%p_waku_ban.",1088201|1700101|1701401|%h_player|%p_waku_ban,100,0,0,0
2434,131400,"The current favorite is the Japanese Oaks\nchampion, %h_pop1.",1002701|1701501|%h_pop1,100,0,0,0
2435,131400,"The most popular athlete in this race is the\nJapanese Oaks champion,\n%h_pop1. She's the favorite to\nwin.",1002801|1701501|%h_pop1|1002802,100,0,0,0
2436,131400,"Now, introducing the favorite to win. It's the\nJapanese Oaks champion,\n%h_pop1.",1002901|1701501|%h_pop1,100,0,0,0
2437,131400,"You guessed it! The favorite is the Japanese\nOaks champion, %h_pop1.",1003001|1701501|%h_pop1,100,0,0,0
2438,131402,"The second favorite is the Japanese Oaks\nchampion, %h_pop2.",1003101|1701501|%h_pop2,100,0,0,0
2439,131402,"Now, introducing the second favorite. It's the\nJapanese Oaks champion,\n%h_pop2.",1003201|1701501|%h_pop2,100,0,0,0
2440,131402,"With more than enough skill to rival the top\npick, today's second favorite is the Japanese\nOaks champion, %h_pop2.",1003301|1701501|%h_pop2,100,0,0,0
2441,131402,"She might not be satisfied with this ranking,\nbut the second favorite is the Japanese Oaks\nchampion, %h_pop2.",%w_0.1|1003401|1701501|%h_pop2,100,0,0,0
2442,131403,"Now, introducing the second favorite. It's the\nJapanese Oaks champion,\n%h_pop2.",1003201|1701501|%h_pop2,100,0,0,0
2443,131403,"She might not be satisfied with this ranking,\nbut the second favorite is the Japanese Oaks\nchampion, %h_pop2.",%w_0.1|1003401|1701501|%h_pop2,100,0,0,0
2444,131404,"The third favorite is the Japanese Oaks\nchampion, %h_pop3.",%w_0.3|1003501|1701501|%h_pop3,100,0,0,0
2445,131404,"For the third favorite, we have the Japanese\nOaks champion, %h_pop3.",%w_0.3|1003601|1701501|%h_pop3,100,0,0,0
2446,131404,"With her sights firmly set on the top spots, the\nthird favorite is the Japanese Oaks champion,\n%h_pop3.",%w_0.3|1003701|1701501|%h_pop3,100,0,0,0
2447,131404,"With the popularity and the skills to back it\nup, it's the Japanese Oaks champion,\n%h_pop3, today's third\nfavorite.",%w_0.3|1003801|1701501|%h_pop3|1003802,100,0,0,0
2448,131405,"Now, here's the undisputed star of the show.\nIt's the Japanese Oaks champion,\n%h_pop1. She's the favorite to\nwin.",1003901|1701501|%h_pop1|1002802,100,0,0,0
2449,131405,"Waiting for the start with an air of dignity is\nthe Japanese Oaks champion and today's\nfavorite, %h_pop1.",%w_0.1|1003903|1701501|%h_pop1|1002802,100,0,0,0
2450,131405,"Carrying the hopes of all the fans crowding the\nstands, the favorite for today is the Japanese\nOaks champion, %h_pop1.",1003905|1701501|%h_pop1|1002802,100,0,0,0
2457,131406,"Taking her on is the Japanese Oaks champion,\n%h_pop2. This should be a\nshowdown to remember.",1004001|1701501|%h_pop2|1004002,100,0,0,0
2458,131406,"The second favorite and Japanese Oaks\nchampion, %h_pop2, can\ncertainly hold her own against today's top\nfavorite.",1004003|1701501|%h_pop2|1004004,100,0,0,0
2459,131406,"Now, here's the second favorite. The Japanese\nOaks champion, %h_pop2, is\nfully set on clinching victory.",1004005|1701501|%h_pop2|1004006,100,0,0,0
2460,131406,"Taking her on is the Japanese Oaks champion,\n%h_pop2, who can certainly\nhold her own against the favorite.",1004001|1701501|%h_pop2|1004004,100,0,0,0
2461,131406,"The second favorite and Japanese Oaks\nchampion, %h_pop2, is fully\nset on clinching victory.",1004003|1701501|%h_pop2|1004006,100,0,0,0
2462,131406,"Now, here's the second favorite. The Japanese\nOaks champion, %h_pop2,\nshould give us a showdown to remember.",1004005|1701501|%h_pop2|1004002,100,0,0,0
2463,131406,"Taking her on is the Japanese Oaks champion,\n%h_pop2, who is fully set on\nclinching victory.",1004001|1701501|%h_pop2|1004006,100,0,0,0
2464,131406,"The second favorite and Japanese Oaks\nchampion, %h_pop2, should\ngive us a showdown to remember.",1004003|1701501|%h_pop2|1004002,100,0,0,0
2465,131406,"Now, here's the second favorite. The Japanese\nOaks champion, %h_pop2, can\ncertainly hold her own against today's top\nfavorite.",1004005|1701501|%h_pop2|1004004,100,0,0,0
2466,131407,"The Japanese Oaks champion,\n%h_pop3, is currently the third\nfavorite. She's the hot pick of late!",%w_0.3|1701501|%h_pop3|1004101|1004102,100,0,0,0
2467,131407,"The Japanese Oaks champion,\n%h_pop3, is the third favorite.\nCan she overcome the odds?!",%w_0.3|1701501|%h_pop3|1004103|1004104,100,0,0,0
2469,131407,"The Japanese Oaks champion,\n%h_pop3, is currently the third\nfavorite. Can she overcome the odds?!",%w_0.3|1701501|%h_pop3|1004101|1004104,100,0,0,0
2470,131407,"The Japanese Oaks champion,\n%h_pop3, is the third favorite.\nHer superior ability is undeniable!",%w_0.3|1701501|%h_pop3|1004103|1004106,100,0,0,0
2472,131407,"The Japanese Oaks champion,\n%h_pop3, is currently the third\nfavorite. Her superior ability is undeniable!",%w_0.3|1701501|%h_pop3|1004101|1004106,100,0,0,0
2473,131407,"The Japanese Oaks champion,\n%h_pop3, is the third favorite.\nShe's the hot pick of late!",%w_0.3|1701501|%h_pop3|1004103|1004102,100,0,0,0
2475,131408,"All eyes are on the Japanese Oaks champion,\n%h_player, running in\n%p_waku_ban.",1088201|1701501|%h_player|%p_waku_ban,100,0,0,0
2476,131410,"The current favorite is the undefeated\nJapanese Oaks champion,\n%h_pop1.",1002701|1700101|1701501|%h_pop1,100,0,0,0
2477,131410,"The most popular athlete in this race is the\nundefeated Japanese Oaks champion,\n%h_pop1. She's the favorite to\nwin.",1002801|1700101|1701501|%h_pop1|1002802,100,0,0,0
2478,131410,"Now, introducing the favorite to win. It's the\nundefeated Japanese Oaks champion,\n%h_pop1.",1002901|1700101|1701501|%h_pop1,100,0,0,0
2479,131410,"You guessed it! The favorite is the undefeated\nJapanese Oaks champion,\n%h_pop1.",1003001|1700101|1701501|%h_pop1,100,0,0,0
2480,131412,"The second favorite is the undefeated\nJapanese Oaks champion,\n%h_pop2.",1003101|1700101|1701501|%h_pop2,100,0,0,0
2481,131412,"Now, introducing the second favorite. It's the\nundefeated Japanese Oaks champion,\n%h_pop2.",1003201|1700101|1701501|%h_pop2,100,0,0,0
2482,131412,"With more than enough skill to rival the top\npick, today's second favorite is the undefeated\nJapanese Oaks champion,\n%h_pop2.",1003301|1700101|1701501|%h_pop2,100,0,0,0
2483,131412,"She might not be satisfied with this ranking,\nbut the second favorite is the undefeated\nJapanese Oaks champion,\n%h_pop2.",%w_0.1|1003401|1700101|1701501|%h_pop2,100,0,0,0
2484,131413,"Now, introducing the second favorite. It's the\nundefeated Japanese Oaks champion,\n%h_pop2.",1003201|1700101|1701501|%h_pop2,100,0,0,0
2485,131413,"She might not be satisfied with this ranking,\nbut the second favorite is the undefeated\nJapanese Oaks champion,\n%h_pop2.",%w_0.1|1003401|1700101|1701501|%h_pop2,100,0,0,0
2486,131414,"The third favorite is the undefeated Japanese\nOaks champion, %h_pop3.",%w_0.3|1003501|1700101|1701501|%h_pop3,100,0,0,0
2487,131414,"For the third favorite, we have the undefeated\nJapanese Oaks champion,\n%h_pop3.",%w_0.3|1003601|1700101|1701501|%h_pop3,100,0,0,0
2488,131414,"With her sights firmly set on the top spots, the\nthird favorite is the undefeated Japanese Oaks\nchampion, %h_pop3.",%w_0.3|1003701|1700101|1701501|%h_pop3,100,0,0,0
2489,131414,"With the popularity and the skills to back it\nup, it's the undefeated Japanese Oaks\nchampion, %h_pop3, today's\nthird favorite.",%w_0.3|1003801|1700101|1701501|%h_pop3|1003802,100,0,0,0
2490,131415,"Now, here's the undisputed star of the show.\nIt's the undefeated Japanese Oaks champion,\n%h_pop1. She's the favorite to\nwin.",1003901|1700101|1701501|%h_pop1|1002802,100,0,0,0
2491,131415,"Waiting for the start with an air of dignity is\nthe undefeated Japanese Oaks champion and\ntoday's favorite, %h_pop1.",%w_0.1|1003903|1700101|1701501|%h_pop1|1002802,100,0,0,0
2492,131415,"Carrying the hopes of all the fans crowding the\nstands, the favorite for today is the undefeated\nJapanese Oaks champion,\n%h_pop1.",1003905|1700101|1701501|%h_pop1|1002802,100,0,0,0
2499,131416,"Taking her on is the undefeated Japanese\nOaks champion, %h_pop2. This\nshould be a showdown to remember.",1004001|1700101|1701501|%h_pop2|1004002,100,0,0,0
2500,131416,"The second favorite and undefeated Japanese\nOaks champion, %h_pop2, can\ncertainly hold her own against today's top\nfavorite.",1004003|1700101|1701501|%h_pop2|1004004,100,0,0,0
2501,131416,"Now, here's the second favorite. The\nundefeated Japanese Oaks champion,\n%h_pop2, is fully set on\nclinching victory.",1004005|1700101|1701501|%h_pop2|1004006,100,0,0,0
