id,score_group_id,score_type,data,disp_order,bonus_score,reward_coin
1769,59,5,1000,7,3000,300
1770,59,5,1201,8,2000,300
1771,59,8,6,9,1500,300
1772,59,6,203592,10,400,100
1773,59,6,200592,11,400,100
1774,59,6,203662,12,400,100
1775,59,6,202552,13,400,100
1776,59,6,203652,14,400,100
1777,59,6,200512,15,400,100
1778,59,6,210362,16,400,100
1779,59,6,203591,17,1200,200
1780,59,6,200591,18,1200,200
1781,59,6,203661,19,1200,200
1782,59,6,202551,20,1200,200
1783,59,6,203651,21,1200,200
1784,59,6,200511,22,1200,200
1785,59,6,210361,23,1200,200
1786,59,109,1,24,40,0
1787,59,109,2,25,50,0
1788,59,109,3,26,60,0
1789,59,109,4,27,70,0
1790,59,109,5,28,80,0
1791,59,109,6,29,90,0
1792,59,109,7,30,100,0
1793,59,109,8,31,100,0
1794,60,1,1000,1,3000,300
1795,60,1,1201,2,2000,300
1796,60,2,1000,3,3000,300
1797,60,2,1201,4,2000,300
1798,60,3,1000,3,3000,300
1799,60,3,1201,4,2000,300
1800,60,4,1000,5,3000,300
1801,60,4,1201,6,2000,300
1802,60,5,1000,7,3000,300
1803,60,5,1201,8,2000,300
1804,60,8,6,9,1500,300
1805,60,6,202882,10,400,100
1806,60,6,202932,11,400,100
1807,60,6,203662,12,400,100
1808,60,6,202552,13,400,100
1809,60,6,203652,14,400,100
1810,60,6,200512,15,400,100
1811,60,6,210362,16,400,100
1812,60,6,202881,17,1200,200
1813,60,6,202931,18,1200,200
1814,60,6,203661,19,1200,200
1815,60,6,202551,20,1200,200
1816,60,6,203651,21,1200,200
1817,60,6,200511,22,1200,200
1818,60,6,210361,23,1200,200
1819,60,110,1,24,40,0
1820,60,110,2,25,50,0
1821,60,110,3,26,60,0
1822,60,110,4,27,70,0
1823,60,110,5,28,80,0
1824,60,110,6,29,90,0
1825,60,110,7,30,100,0
1826,60,110,8,31,100,0
1827,61,1,1000,1,3000,300
1828,61,1,1201,2,2000,300
1829,61,2,1000,3,3000,300
1830,61,2,1201,4,2000,300
1831,61,3,1000,3,3000,300
1832,61,3,1201,4,2000,300
1833,61,4,1000,5,3000,300
1834,61,4,1201,6,2000,300
1835,61,5,1000,7,3000,300
1836,61,5,1201,8,2000,300
1837,61,8,6,9,1500,300
1838,61,6,201611,10,400,100
1839,61,6,200462,11,400,100
1840,61,6,203142,12,400,100
1841,61,6,201651,13,400,100
1842,61,6,202552,14,400,100
1843,61,6,203652,15,400,100
1844,61,6,200512,16,400,100
1845,61,6,210362,17,400,100
1846,61,6,201612,18,1200,250
1847,61,6,200461,19,1200,250
1848,61,6,203141,20,1200,250
1849,61,6,201652,21,1200,250
1850,61,6,202551,22,1200,250
1851,61,6,203651,23,1200,250
1852,61,6,200511,24,1200,250
1853,61,6,210361,25,1200,250
1854,61,7,100,26,100,100
1855,61,7,200,27,70,0
1856,61,7,300,28,50,0
1857,61,7,400,29,20,0
1858,62,1,1000,1,3000,300
1859,62,1,1201,2,2000,300
1860,62,2,1000,3,3000,300
1861,62,2,1201,4,2000,300
1862,62,3,1000,3,3000,300
1863,62,3,1201,4,2000,300
1864,62,4,1000,5,3000,300
1865,62,4,1201,6,2000,300
1866,62,5,1000,7,3000,300
1867,62,5,1201,8,2000,300
1868,62,8,1,9,400,100
1869,62,8,2,10,1200,250
1870,62,8,6,11,1500,300
1871,62,7,100,12,100,100
1872,62,7,200,13,70,0
1873,62,7,300,14,50,0
1874,62,7,400,15,20,0
1875,63,1,1000,1,3000,300
1876,63,1,1201,2,2000,300
1877,63,2,1000,3,3000,300
1878,63,2,1201,4,2000,300
1879,63,3,1000,5,3000,300
1880,63,3,1201,6,2000,300
1881,63,4,1000,7,3000,300
1882,63,4,1201,8,2000,300
1883,63,5,1000,9,3000,300
1884,63,5,1201,10,2000,300
1885,63,8,6,11,1500,300
1886,63,6,202402,12,400,100
1887,63,6,203912,13,400,100
1888,63,6,202042,14,400,100
1889,63,6,201661,15,400,100
1890,63,6,202802,16,400,100
1891,63,6,202792,17,400,100
1892,63,6,210372,18,400,100
1893,63,6,202401,19,1200,200
1894,63,6,203911,20,1200,200
1895,63,6,202041,21,1200,200
1896,63,6,201662,22,1200,200
1897,63,6,202801,23,1200,200
1898,63,6,202791,24,1200,200
1899,63,6,210371,25,1200,200
1900,63,101,1,30,40,0
1901,63,101,2,31,50,0
1902,63,101,3,32,60,0
1903,63,101,4,33,70,0
1904,63,101,5,34,80,0
1905,63,101,6,35,90,0
1906,63,101,7,36,100,0
1907,63,101,8,37,100,0
1908,64,1,1000,1,3000,300
1909,64,1,1201,2,2000,300
1910,64,2,1000,3,3000,300
1911,64,2,1201,4,2000,300
1912,64,3,1000,5,3000,300
1913,64,3,1201,6,2000,300
1914,64,4,1000,7,3000,300
1915,64,4,1201,8,2000,300
1916,64,5,1000,9,3000,300
1917,64,5,1201,10,2000,300
1918,64,8,6,11,1500,300
1919,64,6,202672,12,400,100
1920,64,6,202742,13,400,100
1921,64,6,202402,14,400,100
1922,64,6,201661,15,400,100
1923,64,6,202802,16,400,100
1924,64,6,202792,17,400,100
1925,64,6,210372,18,400,100
1926,64,6,202671,19,1200,200
1927,64,6,202741,20,1200,200
1928,64,6,202401,21,1200,200
1929,64,6,201662,22,1200,200
1930,64,6,202801,23,1200,200
1931,64,6,202791,24,1200,200
1932,64,6,210371,25,1200,200
1933,64,102,1,30,40,0
1934,64,102,2,31,50,0
1935,64,102,3,32,60,0
1936,64,102,4,33,70,0
1937,64,102,5,34,80,0
1938,64,102,6,35,90,0
1939,64,102,7,36,100,0
1940,64,102,8,37,100,0
1941,65,1,1000,1,3000,300
1942,65,1,1201,2,2000,300
1943,65,2,1000,3,3000,300
1944,65,2,1201,4,2000,300
1945,65,3,1000,5,3000,300
1946,65,3,1201,6,2000,300
1947,65,4,1000,7,3000,300
1948,65,4,1201,8,2000,300
1949,65,5,1000,9,3000,300
1950,65,5,1201,10,2000,300
1951,65,8,6,11,1500,300
1952,65,6,203442,12,400,100
1953,65,6,203362,13,400,100
1954,65,6,203862,14,400,100
1955,65,6,201661,15,400,100
1956,65,6,202802,16,400,100
1957,65,6,202792,17,400,100
1958,65,6,210372,18,400,100
1959,65,6,203441,19,1200,200
1960,65,6,203361,20,1200,200
1961,65,6,203861,21,1200,200
1962,65,6,201662,22,1200,200
1963,65,6,202801,23,1200,200
1964,65,6,202791,24,1200,200
1965,65,6,210371,25,1200,200
1966,65,103,1,30,40,0
1967,65,103,2,31,50,0
1968,65,103,3,32,60,0
1969,65,103,4,33,70,0
1970,65,103,5,34,80,0
1971,65,103,6,35,90,0
1972,65,103,7,36,100,0
1973,65,103,8,37,100,0
1974,66,1,1000,1,3000,300
1975,66,1,1201,2,2000,300
1976,66,2,1000,3,3000,300
1977,66,2,1201,4,2000,300
1978,66,3,1000,5,3000,300
1979,66,3,1201,6,2000,300
1980,66,4,1000,7,3000,300
1981,66,4,1201,8,2000,300
1982,66,5,1000,9,3000,300
1983,66,5,1201,10,2000,300
1984,66,8,6,11,1500,300
1985,66,6,204002,12,400,100
1986,66,6,202372,13,400,100
1987,66,6,203732,14,400,100
1988,66,6,201661,15,400,100
1989,66,6,202802,16,400,100
1990,66,6,202792,17,400,100
1991,66,6,210372,18,400,100
1992,66,6,204001,19,1200,200
1993,66,6,202371,20,1200,200
1994,66,6,203731,21,1200,200
1995,66,6,201662,22,1200,200
1996,66,6,202801,23,1200,200
1997,66,6,202791,24,1200,200
1998,66,6,210371,25,1200,200
1999,66,104,1,30,40,0
2000,66,104,2,31,50,0
2001,66,104,3,32,60,0
2002,66,104,4,33,70,0
2003,66,104,5,34,80,0
2004,66,104,6,35,90,0
2005,66,104,7,36,100,0
2006,66,104,8,37,100,0
2007,67,1,1000,1,3000,300
2008,67,1,1201,2,2000,300
2009,67,2,1000,3,3000,300
2010,67,2,1201,4,2000,300
2011,67,3,1000,5,3000,300
2012,67,3,1201,6,2000,300
2013,67,4,1000,7,3000,300
2014,67,4,1201,8,2000,300
2015,67,5,1000,9,3000,300
2016,67,5,1201,10,2000,300
2017,67,8,6,11,1500,300
2018,67,6,200432,12,400,100
2019,67,6,202952,13,400,100
2020,67,6,203093,14,400,100
2021,67,6,203092,14,400,100
2022,67,6,201661,15,400,100
2023,67,6,202802,16,400,100
2024,67,6,202792,17,400,100
2025,67,6,210372,18,400,100
2026,67,6,200431,19,1200,200
2027,67,6,202951,20,1200,200
2028,67,6,203091,21,1200,200
2029,67,6,201662,22,1200,200
2030,67,6,202801,23,1200,200
2031,67,6,202791,24,1200,200
2032,67,6,210371,25,1200,200
2033,67,106,1,30,40,0
2034,67,106,2,31,50,0
2035,67,106,3,32,60,0
2036,67,106,4,33,70,0
2037,67,106,5,34,80,0
2038,67,106,6,35,90,0
2039,67,106,7,36,100,0
2040,67,106,8,37,100,0
2041,68,1,1000,1,3000,300
2042,68,1,1201,2,2000,300
2043,68,2,1000,3,3000,300
2044,68,2,1201,4,2000,300
2045,68,3,1000,5,3000,300
2046,68,3,1201,6,2000,300
2047,68,4,1000,7,3000,300
2048,68,4,1201,8,2000,300
2049,68,5,1000,9,3000,300
2050,68,5,1201,10,2000,300
2051,68,8,6,11,1500,300
2052,68,6,204002,12,400,100
2053,68,6,203852,13,400,100
2054,68,6,200512,14,400,100
2055,68,6,202722,15,400,100
2056,68,6,201661,16,400,100
2057,68,6,202802,17,400,100
2058,68,6,202792,18,400,100
2059,68,6,210372,19,400,100
2060,68,6,204001,20,1200,250
2061,68,6,203851,21,1200,250
2062,68,6,200511,22,1200,250
2063,68,6,202721,23,1200,250
2064,68,6,201662,24,1200,250
2065,68,6,202801,25,1200,250
2066,68,6,202791,26,1200,250
2067,68,6,210371,27,1200,250
2068,68,7,100,29,100,100
2069,68,7,200,30,70,0
2070,68,7,300,31,50,0
2071,68,7,400,32,20,0
2072,69,1,1000,1,3000,300
2073,69,1,1201,2,2000,300
2074,69,2,1000,3,3000,300
2075,69,2,1201,4,2000,300
2076,69,3,1000,5,3000,300
2077,69,3,1201,6,2000,300
2078,69,4,1000,7,3000,300
2079,69,4,1201,8,2000,300
2080,69,5,1000,9,3000,300
2081,69,5,1201,10,2000,300
2082,69,8,1,11,400,100
2083,69,8,2,12,1200,250
2084,69,8,6,13,1500,300
2085,69,7,100,14,100,100
2086,69,7,200,15,70,0
2087,69,7,300,16,50,0
2088,69,7,400,17,20,0
2089,70,1,1000,1,3000,300
2090,70,1,1201,2,2000,300
2091,70,1,2001,3,1000,300
2092,70,2,1000,4,3000,300
2093,70,2,1201,5,2000,300
2094,70,3,1000,6,3000,300
2095,70,3,1201,7,2000,300
2096,70,4,1000,8,3000,300
2097,70,4,1201,9,2000,300
2098,70,5,1000,10,3000,300
2099,70,5,1201,11,2000,300
2100,70,8,6,12,1500,300
2101,70,6,203012,13,400,100
2102,70,6,203912,14,400,100
2103,70,6,202042,15,400,100
2104,70,6,201651,16,400,100
2105,70,6,203502,17,400,100
2106,70,6,200512,18,400,100
2107,70,6,210382,19,400,100
2108,70,6,203011,20,1200,200
2109,70,6,203911,21,1200,200
2110,70,6,202041,22,1200,200
2111,70,6,201652,23,1200,200
2112,70,6,203501,24,1200,200
2113,70,6,200511,25,1200,200
2114,70,6,210381,26,1200,200
2115,70,101,1,30,40,0
2116,70,101,2,31,50,0
2117,70,101,3,32,60,0
2118,70,101,4,33,70,0
2119,70,101,5,34,80,0
2120,70,101,6,35,90,0
2121,70,101,7,36,100,0
2122,70,101,8,37,100,0
2123,71,1,1000,1,3000,300
2124,71,1,1201,2,2000,300
2125,71,1,2001,3,1000,300
2126,71,2,1000,4,3000,300
2127,71,2,1201,5,2000,300
2128,71,3,1000,6,3000,300
2129,71,3,1201,7,2000,300
2130,71,4,1000,8,3000,300
2131,71,4,1201,9,2000,300
2132,71,5,1000,10,3000,300
2133,71,5,1201,11,2000,300
2134,71,8,6,12,1500,300
2135,71,6,202402,13,400,100
2136,71,6,201042,14,400,100
2137,71,6,201041,15,400,100
2138,71,6,202672,16,400,100
2139,71,6,201651,17,400,100
2140,71,6,203502,18,400,100
2141,71,6,200512,19,400,100
2142,71,6,210382,20,400,100
2143,71,6,202401,21,1200,200
2144,71,6,201043,22,1200,200
2145,71,6,202671,23,1200,200
2146,71,6,201652,24,1200,200
2147,71,6,203501,25,1200,200
2148,71,6,200511,26,1200,200
2149,71,6,210381,27,1200,200
2150,71,102,1,30,40,0
2151,71,102,2,31,50,0
2152,71,102,3,32,60,0
2153,71,102,4,33,70,0
2154,71,102,5,34,80,0
2155,71,102,6,35,90,0
2156,71,102,7,36,100,0
2157,71,102,8,37,100,0
2158,72,1,1000,1,3000,300
2159,72,1,1201,2,2000,300
2160,72,1,2001,3,1000,300
2161,72,2,1000,4,3000,300
2162,72,2,1201,5,2000,300
2163,72,3,1000,6,3000,300
2164,72,3,1201,7,2000,300
2165,72,4,1000,8,3000,300
2166,72,4,1201,9,2000,300
2167,72,5,1000,10,3000,300
2168,72,5,1201,11,2000,300
2169,72,8,6,12,1500,300
2170,72,6,202602,13,400,100
2171,72,6,201102,14,400,100
2172,72,6,201101,15,400,100
2173,72,6,204042,16,400,100
2174,72,6,201651,17,400,100
2175,72,6,203502,18,400,100
2176,72,6,200512,19,400,100
2177,72,6,210382,20,400,100
2178,72,6,202601,21,1200,200
2179,72,6,201103,22,1200,200
2180,72,6,204041,23,1200,200
2181,72,6,201652,24,1200,200
2182,72,6,203501,25,1200,200
2183,72,6,200511,26,1200,200
2184,72,6,210381,27,1200,200
2185,72,103,1,30,40,0
2186,72,103,2,31,50,0
2187,72,103,3,32,60,0
2188,72,103,4,33,70,0
2189,72,103,5,34,80,0
2190,72,103,6,35,90,0
2191,72,103,7,36,100,0
2192,72,103,8,37,100,0
2193,73,1,1000,1,3000,300
2194,73,1,1201,2,2000,300
2195,73,1,2001,3,1000,300
2196,73,2,1000,4,3000,300
2197,73,2,1201,5,2000,300
2198,73,3,1000,6,3000,300
2199,73,3,1201,7,2000,300
2200,73,4,1000,8,3000,300
2201,73,4,1201,9,2000,300
2202,73,5,1000,10,3000,300
2203,73,5,1201,11,2000,300
2204,73,8,6,12,1500,300
2205,73,6,203662,13,400,100
2206,73,6,202792,14,400,100
2207,73,6,202012,15,400,100
2208,73,6,201651,16,400,100
2209,73,6,203502,17,400,100
2210,73,6,200512,18,400,100
2211,73,6,210382,19,400,100
2212,73,6,203661,20,1200,200
2213,73,6,202791,21,1200,200
2214,73,6,202011,22,1200,200
2215,73,6,201652,23,1200,200
2216,73,6,203501,24,1200,200
2217,73,6,200511,25,1200,200
2218,73,6,210381,26,1200,200
2219,73,104,1,30,40,0
2220,73,104,2,31,50,0
2221,73,104,3,32,60,0
2222,73,104,4,33,70,0
2223,73,104,5,34,80,0
2224,73,104,6,35,90,0
2225,73,104,7,36,100,0
2226,73,104,8,37,100,0
2227,74,1,1000,1,3000,300
2228,74,1,1201,2,2000,300
2229,74,1,2001,3,1000,300
2230,74,2,1000,4,3000,300
2231,74,2,1201,5,2000,300
2232,74,3,1000,6,3000,300
2233,74,3,1201,7,2000,300
2234,74,4,1000,8,3000,300
2235,74,4,1201,9,2000,300
2236,74,5,1000,10,3000,300
2237,74,5,1201,11,2000,300
2238,74,8,6,12,1500,300
2239,74,6,203093,13,400,100
2240,74,6,203092,14,400,100
2241,74,6,204192,15,400,100
2242,74,6,202832,16,400,100
2243,74,6,201651,17,400,100
2244,74,6,203502,18,400,100
2245,74,6,200512,19,400,100
2246,74,6,210382,20,400,100
2247,74,6,203091,21,1200,200
2248,74,6,204191,22,1200,200
2249,74,6,202831,23,1200,200
2250,74,6,201652,24,1200,200
2251,74,6,203501,25,1200,200
2252,74,6,200511,26,1200,200
2253,74,6,210381,27,1200,200
2254,74,106,1,30,40,0
2255,74,106,2,31,50,0
2256,74,106,3,32,60,0
2257,74,106,4,33,70,0
2258,74,106,5,34,80,0
2259,74,106,6,35,90,0
2260,74,106,7,36,100,0
2261,74,106,8,37,100,0
2262,75,1,1000,1,3000,300
2263,75,1,1201,2,2000,300
2264,75,1,2001,3,1000,300
2265,75,2,1000,4,3000,300
2266,75,2,1201,5,2000,300
2267,75,3,1000,6,3000,300
2268,75,3,1201,7,2000,300
2269,75,4,1000,8,3000,300
2270,75,4,1201,9,2000,300
2271,75,5,1000,10,3000,300
2272,75,5,1201,11,2000,300
2273,75,8,6,12,1500,300
2274,75,6,204182,13,400,100
2275,75,6,201661,14,400,100
2276,75,6,201611,15,400,100
2277,75,6,202722,16,400,100
2278,75,6,201651,17,400,100
2279,75,6,203502,18,400,100
2280,75,6,200512,19,400,100
2281,75,6,210382,20,400,100
2282,75,6,204181,21,1200,250
2283,75,6,201662,22,1200,250
2284,75,6,201612,23,1200,250
2285,75,6,202721,24,1200,250
2286,75,6,201652,25,1200,250
2287,75,6,203501,26,1200,250
2288,75,6,200511,27,1200,250
2289,75,6,210381,28,1200,250
2290,75,7,100,29,100,100
2291,75,7,200,30,70,0
2292,75,7,300,31,50,0
2293,75,7,400,32,20,0
2294,76,1,1000,1,3000,300
2295,76,1,1201,2,2000,300
2296,76,1,2001,3,1000,300
2297,76,2,1000,4,3000,300
2298,76,2,1201,5,2000,300
2299,76,3,1000,6,3000,300
2300,76,3,1201,7,2000,300
2301,76,4,1000,8,3000,300
2302,76,4,1201,9,2000,300
2303,76,5,1000,10,3000,300
2304,76,5,1201,11,2000,300
2305,76,8,1,12,400,100
2306,76,8,2,13,1200,250
2307,76,8,6,14,1500,300
2308,76,7,100,15,100,100
2309,76,7,200,16,70,0
2310,76,7,300,17,50,0
2311,76,7,400,18,20,0
2312,77,1,1000,1,3000,300
2313,77,1,1201,2,2000,300
2314,77,1,2001,3,1000,300
2315,77,2,1000,4,3000,300
2316,77,2,1201,5,2000,300
2317,77,3,1000,6,3000,300
2318,77,3,1201,7,2000,300
2319,77,4,1000,8,3000,300
2320,77,4,1201,9,2000,300
2321,77,5,1000,10,3000,300
2322,77,5,1201,11,2000,300
2323,77,8,6,12,1500,300
2324,77,6,203872,13,400,100
2325,77,6,204312,14,400,100
2326,77,6,203912,15,400,100
2327,77,6,201661,16,400,100
2328,77,6,202792,17,400,100
2329,77,6,203502,18,400,100
2330,77,6,210392,19,400,100
2331,77,6,203871,20,1200,200
2332,77,6,204311,21,1200,200
2333,77,6,203911,22,1200,200
2334,77,6,201662,23,1200,200
2335,77,6,202791,24,1200,200
2336,77,6,203501,25,1200,200
2337,77,6,210391,26,1200,200
2338,77,101,1,30,40,0
2339,77,101,2,31,50,0
2340,77,101,3,32,60,0
2341,77,101,4,33,70,0
2342,77,101,5,34,80,0
2343,77,101,6,35,90,0
2344,77,101,7,36,100,0
2345,77,101,8,37,100,0
2346,78,1,1000,1,3000,300
2347,78,1,1201,2,2000,300
2348,78,1,2001,3,1000,300
2349,78,2,1000,4,3000,300
2350,78,2,1201,5,2000,300
2351,78,3,1000,6,3000,300
2352,78,3,1201,7,2000,300
2353,78,4,1000,8,3000,300
2354,78,4,1201,9,2000,300
2355,78,5,1000,10,3000,300
2356,78,5,1201,11,2000,300
2357,78,8,6,12,1500,300
2358,78,6,201052,13,400,100
2359,78,6,204172,14,400,100
2360,78,6,202532,15,400,100
2361,78,6,201661,16,400,100
2362,78,6,202792,17,400,100
2363,78,6,203502,18,400,100
2364,78,6,210392,19,400,100
2365,78,6,201051,20,1200,200
2366,78,6,204171,21,1200,200
2367,78,6,202531,22,1200,200
2368,78,6,201662,23,1200,200
2369,78,6,202791,24,1200,200
2370,78,6,203501,25,1200,200
2371,78,6,210391,26,1200,200
2372,78,102,1,30,40,0
2373,78,102,2,31,50,0
2374,78,102,3,32,60,0
2375,78,102,4,33,70,0
2376,78,102,5,34,80,0
2377,78,102,6,35,90,0
2378,78,102,7,36,100,0
2379,78,102,8,37,100,0
2380,79,1,1000,1,3000,300
2381,79,1,1201,2,2000,300
2382,79,1,2001,3,1000,300
2383,79,2,1000,4,3000,300
2384,79,2,1201,5,2000,300
2385,79,3,1000,6,3000,300
2386,79,3,1201,7,2000,300
2387,79,4,1000,8,3000,300
2388,79,4,1201,9,2000,300
2389,79,5,1000,10,3000,300
2390,79,5,1201,11,2000,300
2391,79,8,6,12,1500,300
2392,79,6,204032,13,400,100
2393,79,6,202602,14,400,100
2394,79,6,203652,15,400,100
2395,79,6,201661,16,400,100
2396,79,6,202792,17,400,100
2397,79,6,203502,18,400,100
2398,79,6,210392,19,400,100
2399,79,6,204031,20,1200,200
2400,79,6,202601,21,1200,200
2401,79,6,203651,22,1200,200
2402,79,6,201662,23,1200,200
2403,79,6,202791,24,1200,200
2404,79,6,203501,25,1200,200
2405,79,6,210391,26,1200,200
2406,79,103,1,30,40,0
2407,79,103,2,31,50,0
2408,79,103,3,32,60,0
2409,79,103,4,33,70,0
2410,79,103,5,34,80,0
2411,79,103,6,35,90,0
2412,79,103,7,36,100,0
2413,79,103,8,37,100,0
2414,80,1,1000,1,3000,300
2415,80,1,1201,2,2000,300
2416,80,1,2001,3,1000,300
2417,80,2,1000,4,3000,300
2418,80,2,1201,5,2000,300
2419,80,3,1000,6,3000,300
2420,80,3,1201,7,2000,300
2421,80,4,1000,8,3000,300
2422,80,4,1201,9,2000,300
2423,80,5,1000,10,3000,300
2424,80,5,1201,11,2000,300
2425,80,8,6,12,1500,300
2426,80,6,203562,13,400,100
2427,80,6,200332,14,400,100
2428,80,6,204392,15,400,100
2429,80,6,201661,16,400,100
2430,80,6,202792,17,400,100
2431,80,6,203502,18,400,100
2432,80,6,210392,19,400,100
2433,80,6,203561,20,1200,200
2434,80,6,200331,21,1200,200
2435,80,6,204391,22,1200,200
2436,80,6,201662,23,1200,200
2437,80,6,202791,24,1200,200
2438,80,6,203501,25,1200,200
2439,80,6,210391,26,1200,200
2440,80,104,1,30,40,0
2441,80,104,2,31,50,0
2442,80,104,3,32,60,0
2443,80,104,4,33,70,0
2444,80,104,5,34,80,0
2445,80,104,6,35,90,0
2446,80,104,7,36,100,0
2447,80,104,8,37,100,0
2448,81,1,1000,1,3000,300
2449,81,1,1201,2,2000,300
2450,81,1,2001,3,1000,300
2451,81,2,1000,4,3000,300
2452,81,2,1201,5,2000,300
2453,81,3,1000,6,3000,300
2454,81,3,1201,7,2000,300
2455,81,4,1000,8,3000,300
2456,81,4,1201,9,2000,300
2457,81,5,1000,10,3000,300
2458,81,5,1201,11,2000,300
2459,81,8,6,12,1500,300
2460,81,6,203612,13,400,100
2461,81,6,203093,14,400,100
2462,81,6,203092,15,400,100
2463,81,6,202832,16,400,100
2464,81,6,201661,17,400,100
2465,81,6,202792,18,400,100
2466,81,6,203502,19,400,100
2467,81,6,210392,20,400,100
2468,81,6,203611,21,1200,200
2469,81,6,203091,22,1200,200
2470,81,6,202831,23,1200,200
2471,81,6,201662,24,1200,200
2472,81,6,202791,25,1200,200
2473,81,6,203501,26,1200,200
2474,81,6,210391,27,1200,200
2475,81,106,1,30,40,0
2476,81,106,2,31,50,0
2477,81,106,3,32,60,0
2478,81,106,4,33,70,0
2479,81,106,5,34,80,0
2480,81,106,6,35,90,0
2481,81,106,7,36,100,0
2482,81,106,8,37,100,0
2483,82,1,1000,1,3000,300
2484,82,1,1201,2,2000,300
2485,82,1,2001,3,1000,300
2486,82,2,1000,4,3000,300
2487,82,2,1201,5,2000,300
2488,82,3,1000,6,3000,300
2489,82,3,1201,7,2000,300
2490,82,4,1000,8,3000,300
2491,82,4,1201,9,2000,300
2492,82,5,1000,10,3000,300
2493,82,5,1201,11,2000,300
2494,82,8,6,12,1500,300
2495,82,6,204182,13,400,100
2496,82,6,201611,14,400,100
2497,82,6,203852,15,400,100
2498,82,6,201651,16,400,100
2499,82,6,201661,17,400,100
2500,82,6,202792,18,400,100
2501,82,6,203502,19,400,100
2502,82,6,210392,20,400,100
2503,82,6,204181,21,1200,250
2504,82,6,201612,22,1200,250
2505,82,6,203851,23,1200,250
2506,82,6,201652,24,1200,250
2507,82,6,201662,25,1200,250
2508,82,6,202791,26,1200,250
2509,82,6,203501,27,1200,250
2510,82,6,210391,28,1200,250
2511,82,7,100,29,100,100
2512,82,7,200,30,70,0
2513,82,7,300,31,50,0
2514,82,7,400,32,20,0
2515,83,1,1000,1,3000,300
2516,83,1,1201,2,2000,300
2517,83,1,2001,3,1000,300
2518,83,2,1000,4,3000,300
2519,83,2,1201,5,2000,300
2520,83,3,1000,6,3000,300
2521,83,3,1201,7,2000,300
2522,83,4,1000,8,3000,300
2523,83,4,1201,9,2000,300
2524,83,5,1000,10,3000,300
2525,83,5,1201,11,2000,300
2526,83,8,1,12,400,100
2527,83,8,2,13,1200,250
2528,83,8,6,14,1500,300
2529,83,7,100,15,100,100
2530,83,7,200,16,70,0
2531,83,7,300,17,50,0
2532,83,7,400,18,20,0
