id,story_event_id,chara_id,rarity,support_card_id,limit_0,limit_1,limit_2,limit_3,limit_4,start_date,end_date
854,1050,1018,3,30282,30,32,35,40,45,1766718000,1767841199
855,1050,1022,3,30283,30,32,35,40,45,1766718000,1767841199
856,1050,1018,3,30106,10,13,16,20,25,1766718000,1767841199
857,1050,1018,3,30124,10,13,16,20,25,1766718000,1767841199
858,1050,1018,3,30159,10,13,16,20,25,1766718000,1767841199
859,1050,1022,3,30010,10,13,16,20,25,1766718000,1767841199
860,1050,1022,3,30167,10,13,16,20,25,1766718000,1767841199
861,1050,1022,3,30214,10,13,16,20,25,1766718000,1767841199
862,1050,1063,3,30063,10,13,16,20,25,1766718000,1767841199
863,1050,1063,3,30099,10,13,16,20,25,1766718000,1767841199
864,1050,1063,3,30143,10,13,16,20,25,1766718000,1767841199
865,1050,1063,3,30238,10,13,16,20,25,1766718000,1767841199
866,1050,1076,3,30125,10,13,16,20,25,1766718000,1767841199
867,1050,1076,3,30142,10,13,16,20,25,1766718000,1767841199
868,1050,1018,2,20004,7,9,12,15,18,1766718000,1767841199
869,1050,1022,2,20037,7,9,12,15,18,1766718000,1767841199
870,1050,1063,2,20025,7,9,12,15,18,1766718000,1767841199
871,1050,1076,2,20080,7,9,12,15,18,1766718000,1767841199
872,1050,1124,2,20082,7,9,12,15,18,1766718000,1767841199
873,1050,1018,1,10025,3,5,7,10,12,1766718000,1767841199
874,1050,1022,1,10028,3,5,7,10,12,1766718000,1767841199
875,1050,1063,1,10053,3,5,7,10,12,1766718000,1767841199
876,1050,1076,1,10085,3,5,7,10,12,1766718000,1767841199
877,1050,1124,1,10111,3,5,7,10,12,1766718000,1767841199
878,1050,1124,3,30284,20,23,26,30,35,1766718000,1767841199
879,1051,1056,3,30286,30,32,35,40,45,1769742000,1771037999
880,1051,1105,3,30287,30,32,35,40,45,1769742000,1771037999
881,1051,1010,3,30053,10,13,16,20,25,1769742000,1771037999
882,1051,1010,3,30218,10,13,16,20,25,1769742000,1771037999
883,1051,1102,3,30173,10,13,16,20,25,1769742000,1771037999
884,1051,1102,3,30191,10,13,16,20,25,1769742000,1771037999
885,1051,1002,3,30002,10,13,16,20,25,1769742000,1771037999
886,1051,1002,3,30062,10,13,16,20,25,1769742000,1771037999
887,1051,1002,3,30076,10,13,16,20,25,1769742000,1771037999
888,1051,1002,3,30252,10,13,16,20,25,1769742000,1771037999
889,1051,1056,3,30078,10,13,16,20,25,1769742000,1771037999
890,1051,1056,3,30225,10,13,16,20,25,1769742000,1771037999
891,1051,1105,3,30198,10,13,16,20,25,1769742000,1771037999
892,1051,1010,2,20067,7,9,12,15,18,1769742000,1771037999
893,1051,1002,2,20063,7,9,12,15,18,1769742000,1771037999
894,1051,1056,2,20016,7,9,12,15,18,1769742000,1771037999
895,1051,1056,2,20078,7,9,12,15,18,1769742000,1771037999
896,1051,1010,1,10008,3,5,7,10,12,1769742000,1771037999
897,1051,1102,1,10098,3,5,7,10,12,1769742000,1771037999
898,1051,1002,1,10002,3,5,7,10,12,1769742000,1771037999
899,1051,1056,1,10044,3,5,7,10,12,1769742000,1771037999
900,1051,1105,1,10106,3,5,7,10,12,1769742000,1771037999
901,1051,1002,3,30288,20,23,26,30,35,1769742000,1771037999
902,1052,1075,3,30293,30,32,35,40,45,1774839600,1775789999
903,1052,1112,3,30294,30,32,35,40,45,1774839600,1775789999
904,1052,1041,3,0,10,13,16,20,25,1774839600,1775789999
905,1052,1082,3,0,10,13,16,20,25,1774839600,1775789999
906,1052,1075,3,0,10,13,16,20,25,1774839600,1775789999
907,1052,1112,3,0,10,13,16,20,25,1774839600,1775789999
908,1052,1134,3,0,10,13,16,20,25,1774839600,1775789999
909,1052,1041,2,0,7,9,12,15,18,1774839600,1775789999
910,1052,1082,2,0,7,9,12,15,18,1774839600,1775789999
911,1052,1112,2,0,7,9,12,15,18,1774839600,1775789999
912,1052,1134,2,0,7,9,12,15,18,1774839600,1775789999
913,1052,1041,1,0,3,5,7,10,12,1774839600,1775789999
914,1052,1082,1,0,3,5,7,10,12,1774839600,1775789999
915,1052,1075,1,0,3,5,7,10,12,1774839600,1775789999
916,1052,1112,1,0,3,5,7,10,12,1774839600,1775789999
917,1052,1134,1,0,3,5,7,10,12,1774839600,1775789999
918,1052,1134,3,30295,20,23,26,30,35,1774839600,1775789999
919,1053,1019,3,30297,30,32,35,40,45,1777518000,1778468399
920,1053,1107,3,30298,30,32,35,40,45,1777518000,1778468399
921,1053,1094,3,0,10,13,16,20,25,1777518000,1778468399
922,1053,1005,3,0,10,13,16,20,25,1777518000,1778468399
923,1053,1019,3,0,10,13,16,20,25,1777518000,1778468399
924,1053,1032,3,0,10,13,16,20,25,1777518000,1778468399
925,1053,1107,3,0,10,13,16,20,25,1777518000,1778468399
926,1053,1094,2,0,7,9,12,15,18,1777518000,1778468399
927,1053,1005,2,0,7,9,12,15,18,1777518000,1778468399
928,1053,1019,2,0,7,9,12,15,18,1777518000,1778468399
929,1053,1107,2,0,7,9,12,15,18,1777518000,1778468399
930,1053,1032,2,0,7,9,12,15,18,1777518000,1778468399
931,1053,1094,1,0,3,5,7,10,12,1777518000,1778468399
932,1053,1005,1,0,3,5,7,10,12,1777518000,1778468399
933,1053,1019,1,0,3,5,7,10,12,1777518000,1778468399
934,1053,1107,1,0,3,5,7,10,12,1777518000,1778468399
935,1053,1032,1,0,3,5,7,10,12,1777518000,1778468399
936,1053,1032,3,30299,20,23,26,30,35,1777518000,1778468399
937,1054,1131,3,30301,30,32,35,40,45,1780023600,1781492399
938,1054,1067,3,30302,30,32,35,40,45,1780023600,1781492399
939,1054,1116,3,0,10,13,16,20,25,1780023600,1781492399
940,1054,1025,3,0,10,13,16,20,25,1780023600,1781492399
941,1054,1131,3,0,10,13,16,20,25,1780023600,1781492399
942,1054,1067,3,0,10,13,16,20,25,1780023600,1781492399
943,1054,1128,3,0,10,13,16,20,25,1780023600,1781492399
944,1054,1025,2,0,7,9,12,15,18,1780023600,1781492399
945,1054,1067,2,0,7,9,12,15,18,1780023600,1781492399
946,1054,1116,1,0,3,5,7,10,12,1780023600,1781492399
947,1054,1025,1,0,3,5,7,10,12,1780023600,1781492399
948,1054,1131,1,0,3,5,7,10,12,1780023600,1781492399
949,1054,1067,1,0,3,5,7,10,12,1780023600,1781492399
950,1054,1128,1,0,3,5,7,10,12,1780023600,1781492399
951,1054,1128,3,30303,20,23,26,30,35,1780023600,1781492399
