id,label,body_motion,body_motion_type,body_motion_play_type,body_motion_scene_type,scene_sub_folder,chara_type_target,add_layer_index,is_mirror,facial_motion,chara_face_type,transition_time,ear_motion,is_enable_randome_ear,tail_motion,tail_motion_type,is_enable_randome_tail,use_tail_in_body_motion,prop_id,prop_motion,prop_motion_scene_type,prop_attach_node_name_type,prop_id_2,prop_motion_2,prop_motion_scene_type_2,prop_attach_node_name_type_2,is_prop_require_motion_end
900501,OnsenChoice02,fight01,3,2,0,,1,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
900502,OnsenChoice03,gatts04,3,2,0,,1,0,0,,WaraiD,0,,1,,0,1,0,0,,0,0,0,,0,0,0
900503,OnsenTired01,tired01,3,2,0,,1,0,0,,OdorokiB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
900504,OnsenTired02,tired02,3,2,0,,1,0,0,,KusyoA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
900505,OnsenTired03,tired03,3,2,0,,1,0,0,,KusyoB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
900600,BCTeamReview01,005_01,3,1,9,,0,0,0,005_01,,0,,1,,0,1,0,0,,0,0,0,,0,0,0
900601,BCTeamReview02,joy05,3,2,0,,0,0,0,joy05,,0,joy05,0,,0,1,0,0,,0,0,0,,0,0,0
900700,RamenMiniFinal01,udekumi05,3,2,0,,0,0,0,,KiriC,0,,0,,0,0,0,0,,0,0,0,,0,0,0
900701,RamenMiniFinal02,fight01,3,2,0,,0,0,0,,WaraiC,0,,0,,0,0,0,0,,0,0,0,,0,0,0
900702,RamenMiniFinal03,mot03,2,2,0,,0,0,0,,WaraiA,0,,0,,0,0,0,0,,0,0,0,,0,0,0
900703,RamenMiniFinal04,gatts04,3,2,0,,0,0,0,,WaraiA,0,,0,,0,0,0,0,,0,0,0,,0,0,0
900704,RamenMiniFinal05,kuchiate04,3,2,0,,0,0,0,,WaraiA,0,,0,,0,0,0,0,,0,0,0,,0,0,0
900705,RamenMiniFinal06,idea01,3,2,0,,0,0,0,,WaraiC,0,,0,,0,0,0,0,,0,0,0,,0,0,0
900706,RamenMaking01,007_01_chara,3,2,9,,0,0,0,007_01_chara,,0,007_01_chara,0,,0,0,0,0,,0,0,0,,0,0,0
900707,RamenMaking02,007_01_chr1022,3,2,9,,0,0,0,007_01_chr1022,,0,007_01_chr1022,0,,0,0,0,0,,0,0,0,,0,0,0
900708,RamenMaking03,007_01_chr1077,3,2,9,,0,0,0,007_01_chr1077,,0,007_01_chr1077,0,,0,0,0,118308,,0,2,0,,0,0,0
900709,RamenMaking04,007_01_chr1120,3,2,9,,0,0,0,007_01_chr1120,,0,007_01_chr1120,0,,0,0,0,403100,,0,1,0,,0,0,0
900710,RamenMaking05_01,007_01_chr1058_01,3,2,9,,0,0,0,007_01_chr1058_01,,0,007_01_chr1058_01,0,,0,0,0,401500,,0,2,0,,0,0,0
900711,RamenMaking05_02,007_01_chr1058_02,3,2,9,,0,0,0,007_01_chr1058_02,,0,007_01_chr1058_02,0,,0,0,0,401500,,0,2,0,,0,0,0
900712,RamenMaking05_03,007_01_chr1058_03,3,2,9,,0,0,0,007_01_chr1058_03,,0,007_01_chr1058_03,0,,0,0,0,401500,,0,2,0,,0,0,0
900713,RamenMaking06,007_01_chr1060,3,2,9,,0,0,0,007_01_chr1060,,0,007_01_chr1060,0,,0,0,0,401900,,0,1,0,,0,0,0
