id,support_card_id,chara_id,race_dress_id,live_dress_id,tag_support_card_id,speed,stamina,pow,guts,wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,speed_limit,stamina_limit,pow_limit,guts_limit,wiz_limit
922,30288,1002,101,101,10002,151,134,127,150,138,4,7,7,3,7,5,3,1,7,1,720,700,700,700,750
923,30289,1138,101,101,10140,139,145,135,130,151,1,7,7,1,5,7,6,4,1,7,720,700,700,700,750
924,30291,1143,101,101,10143,140,130,150,130,150,1,6,7,6,1,7,7,3,7,7,750,700,720,700,700
925,30292,1140,101,101,10144,147,144,145,137,127,1,7,7,1,4,7,7,2,4,7,750,700,720,700,700
926,30293,1075,101,101,10120,145,126,152,142,135,2,7,7,2,1,4,7,2,7,1,710,700,710,750,700
927,30294,1112,101,101,10121,151,118,147,145,139,6,7,3,1,4,7,2,1,7,4,710,700,710,750,700
928,30295,1134,101,101,10126,156,145,143,116,140,1,6,7,6,3,7,6,1,7,1,700,720,750,700,700
929,30296,1087,101,101,10087,149,123,147,148,133,7,6,1,1,7,7,1,1,7,1,710,700,710,750,700
930,30297,1019,101,101,10026,135,141,133,150,141,2,7,7,1,1,7,7,6,7,7,700,720,750,700,700
931,30298,1107,101,101,10095,155,140,131,152,122,1,2,7,6,7,6,2,1,7,1,750,700,720,700,700
932,30299,1032,101,101,10036,142,135,135,138,150,1,4,7,6,3,7,6,2,7,1,710,700,710,750,700
933,30300,1069,101,101,10062,142,137,130,147,144,1,7,7,2,6,7,2,1,7,1,700,750,700,720,700
934,30301,1131,101,101,10124,156,124,155,139,126,7,7,5,1,2,7,7,6,7,1,700,720,750,700,700
935,30302,1067,101,101,10056,141,137,145,130,147,2,4,7,7,1,4,7,6,7,1,750,700,720,700,700
936,30303,1128,101,101,10116,147,139,158,115,141,1,4,7,6,1,7,7,4,7,1,700,750,700,720,700
937,30304,1058,101,101,10045,143,145,135,146,131,1,2,7,7,2,7,6,3,7,3,700,750,700,720,700
