id,npc_group_id,chara_id,mob_id,race_dress_id,speed,stamina,pow,guts,wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,skill_set_id
585,102201,1,8347,12,1555,1370,1214,1059,1200,1,1,7,7,5,6,7,6,7,1,34020303
586,102201,1,8529,12,1534,1043,1245,1213,1385,7,7,4,1,5,6,7,6,1,7,34020103
587,102201,1,8584,11,1541,998,1105,1156,1525,2,7,7,3,5,6,7,6,1,7,34020203
588,102202,1110,0,111001,705,666,747,720,762,1,7,7,3,3,7,6,6,7,1,34111082
589,102202,1109,0,110901,747,687,732,747,687,7,7,6,1,3,7,5,1,7,1,34110982
590,102202,1,8008,12,719,329,546,512,738,7,7,4,1,6,7,6,5,7,1,34010102
591,102202,1,8290,12,707,496,496,435,659,2,7,7,3,4,5,6,7,7,1,34010204
592,102202,1,8347,12,725,641,532,482,496,1,1,7,7,5,6,7,6,7,1,34010303
593,102202,1,8529,12,714,273,561,468,723,7,7,4,1,5,6,7,6,1,7,34010103
594,102202,1,8584,11,713,422,495,469,683,2,7,7,3,5,6,7,6,1,7,34010203
595,102301,1072,0,107250,1373,1410,1243,1429,1322,1,6,7,3,2,6,7,1,7,3,34107281
596,102301,1045,0,104550,1112,1433,1240,1392,1511,1,1,7,7,4,7,6,1,7,1,34104581
597,102301,1,8386,8,1448,686,1531,1344,1209,7,7,4,1,7,6,5,4,7,1,34020101
598,102301,1,8212,12,1554,1125,1217,1024,1429,2,7,7,3,5,6,7,6,7,1,34020203
599,102301,1,8374,11,1573,1301,1343,986,1168,1,1,7,7,4,5,6,7,7,1,34020304
600,102301,1,8518,11,1544,690,1227,1102,1584,7,7,4,1,6,7,6,5,1,7,34020102
601,102301,1,8570,12,1541,898,1317,1053,1476,2,7,7,3,7,6,5,4,1,7,34020201
602,102302,1072,0,107250,729,765,660,759,702,1,6,7,3,2,6,7,1,7,3,34107282
603,102302,1045,0,104550,570,735,636,765,721,1,1,7,7,4,7,6,1,7,1,34104582
604,102302,1,8386,8,669,317,707,621,563,7,7,4,1,7,6,5,4,7,1,34010101
605,102302,1,8212,12,756,512,484,415,663,2,7,7,3,5,6,7,6,7,1,34010203
606,102302,1,8374,11,702,581,599,440,521,1,1,7,7,4,5,6,7,7,1,34010304
607,102302,1,8518,11,702,294,558,501,720,7,7,4,1,6,7,6,5,1,7,34010102
608,102302,1,8570,12,739,403,492,472,670,2,7,7,3,7,6,5,4,1,7,34010201
