id,upgrade_type,description_id,num,sub_num,timing_type,count_type
11130102,1,111301111,1,2,1,1
11130103,1,111301111,2,1,2,1
11130104,1,111301111,2,2,2,1
11130105,1,111301111,3,1,1,1
11130106,1,111301111,3,2,1,1
11130107,1,111301211,1,1,2,1
11130108,1,111301211,1,2,1,1
11140101,1,111401111,1,1,1,1
11140102,1,111401111,1,2,1,1
11140103,1,111401111,2,1,1,1
11140104,1,111401211,1,1,2,1
11150101,1,111501111,1,1,2,1
11150102,1,111501111,2,1,1,1
11150103,1,111501111,2,2,1,1
11150104,1,111501211,1,1,1,1
11150105,1,111501211,1,2,1,1
11150106,1,111501221,1,1,2,2
11150107,1,111501221,1,2,1,1
11150108,1,111501221,2,1,1,1
11150109,1,111501221,2,2,1,1
11160101,1,111601111,1,1,1,1
11160102,1,111601111,2,1,1,1
11160103,1,111601111,2,2,1,1
11160104,1,111601211,1,1,1,1
11160105,1,111601211,1,2,1,1
11160106,1,111601211,2,1,1,1
11160107,1,111601211,2,2,1,1
11160108,1,111601221,1,1,2,2
11160109,1,111601221,1,2,1,1
11160201,1,111602111,1,1,1,1
11160202,1,111602111,2,1,1,1
11160203,1,111602211,1,1,2,1
11160204,1,111602211,1,2,1,1
11160205,1,111602211,2,1,1,1
11170101,1,111701111,1,1,2,1
11170102,1,111701111,2,1,1,1
11170103,1,111701111,2,2,1,1
11170104,1,111701211,1,1,2,2
11170105,1,111701211,1,2,2,1
11170106,1,111701211,2,1,1,1
11170107,1,111701121,1,1,1,1
11170108,1,111701121,2,1,1,1
11180101,1,111801111,1,1,1,1
11180102,1,111801111,2,1,1,1
11180103,1,111801211,1,1,1,1
11180104,1,111801211,1,2,1,1
11180105,1,111801211,2,1,1,1
11190101,1,111901111,1,1,2,2
11190102,1,111901111,1,2,1,1
11190103,1,111901111,2,1,1,1
11190104,1,111901111,2,2,1,1
11190105,1,111901211,1,1,1,1
11190201,1,111902111,1,1,2,1
11190202,1,111902111,2,1,1,1
11190203,1,111902111,2,2,1,1
11190204,1,111902211,1,1,2,2
11190205,1,111902211,1,2,1,1
11190206,1,111902211,2,1,1,1
11200101,1,112001111,1,1,1,1
11200102,1,112001111,1,2,1,1
11200103,1,112001211,1,1,2,2
11200104,1,112001211,1,2,1,1
11200105,1,112001211,2,1,1,1
11200106,1,112001211,2,2,1,1
11200107,1,112001121,1,1,1,1
11200108,1,112001121,2,1,1,1
11210101,1,112101111,1,1,1,1
11210102,1,112101111,1,2,1,1
11210103,1,112101211,1,1,1,1
11210104,1,112101211,1,2,1,1
11210105,1,112101211,2,1,1,1
11210106,1,112101211,2,2,1,1
11240101,1,112401111,1,1,1,1
11240102,1,112401111,1,2,1,1
11240103,1,112401111,2,1,1,1
11240104,1,112401211,1,1,2,2
11240105,1,112401211,1,2,2,1
11240106,1,112401211,2,1,1,1
11240201,1,112402111,1,1,1,1
11240202,1,112402111,1,2,1,1
11240203,1,112402111,2,1,1,1
11240204,1,112402211,1,1,2,1
11240205,1,112402211,1,2,1,1
11240206,1,112402211,2,1,2,1
11270101,1,112701111,1,1,1,1
11270102,1,112701211,1,1,1,1
11270103,1,112701211,1,2,1,1
11270104,1,112701211,2,1,1,1
11270105,1,112701211,2,2,1,1
11290101,1,112901111,1,1,1,1
11290102,1,112901111,2,1,1,1
11290103,1,112901211,1,1,1,1
11290104,1,112901211,2,1,1,1
11290105,1,112901221,1,1,2,2
11290106,1,112901221,1,2,1,1
11290107,1,112901221,2,1,1,1
11290108,1,112901221,2,2,1,1
11300101,1,113001111,1,1,1,1
11300102,1,113001111,2,1,2,1
11300103,1,113001211,1,1,1,1
11300104,1,113001211,2,1,1,1
11310101,1,113101111,1,1,2,1
11310102,1,113101111,1,2,1,1
11310103,1,113101211,1,1,2,1
11310104,1,113101211,1,2,1,1
11310105,1,113101211,2,1,1,1
11310106,1,113101211,3,1,1,1
11320101,1,113201111,1,1,1,1
11320102,1,113201111,1,2,1,1
11320103,1,113201111,2,1,1,1
11320104,1,113201211,1,1,2,2
11320105,1,113201211,1,2,2,1
11320106,1,113201211,2,1,1,1
11320201,1,113202111,1,1,2,1
11320202,1,113202111,2,1,2,1
11320203,1,113202211,1,1,1,1
11320204,1,113202211,1,2,1,1
11320205,1,113202211,2,1,1,1
11330101,1,113301111,1,1,1,1
11330102,1,113301111,1,2,1,1
11330103,1,113301111,2,1,1,1
11330104,1,113301111,2,2,1,1
11330105,1,113301211,1,1,2,1
11330106,1,113301211,1,2,2,1
11330107,1,113301211,2,1,1,1
11330108,1,113301211,2,2,1,1
11340101,1,113401111,1,1,1,1
11340102,1,113401111,2,1,1,1
11340103,1,113401211,1,1,1,1
11340104,1,113401211,2,1,1,1
11350101,1,113501111,1,1,2,1
11350102,1,113501111,2,1,1,1
11350103,1,113501111,2,2,1,1
11350104,1,113501211,1,1,1,1
11350105,1,113501211,2,1,1,1
11350106,1,113501221,1,1,2,2
11350107,1,113501221,1,2,1,1
11350108,1,113501221,2,1,1,1
11360101,1,113601111,1,1,1,1
11360102,1,113601111,2,1,1,1
11360103,1,113601211,1,1,1,1
11360104,1,113601211,2,1,1,1
11360105,1,113601211,2,2,1,1
11370101,1,113701111,1,1,1,1
11370102,1,113701111,2,1,1,1
11370103,1,113701211,1,1,1,1
11370104,1,113701211,2,1,1,1
11430101,1,114301111,1,1,1,1
11430102,1,114301111,2,1,1,1
11430103,1,114301211,1,1,1,1
11430104,1,114301211,1,2,1,1
11430105,1,114301211,2,1,1,1
40701101,2,407011,1,1,2,2
40702101,2,407021,1,1,2,2
40703101,2,407031,1,1,2,2
40704101,2,407041,1,1,1,1
40704102,2,407041,2,1,2,2
40705101,2,407051,1,1,1,1
40705102,2,407051,2,1,2,2
40706101,2,407061,1,1,1,1
40706102,2,407061,2,1,2,2
40707101,2,407071,1,1,1,1
40707102,2,407071,2,1,2,2
40801101,2,408011,1,1,2,2
40802101,2,408021,1,1,1,1
40802102,2,408021,1,2,1,1
40802103,2,408021,2,1,2,2
40803101,2,408031,1,1,2,2
40804101,2,408041,1,1,1,1
40804102,2,408041,2,1,2,2
40805101,2,408051,1,1,1,1
40805102,2,408051,2,1,2,2
40806101,2,408061,1,1,2,2
40901101,2,409011,1,1,1,1
40901102,2,409011,2,1,2,2
40902101,2,409021,1,1,2,2
40903101,2,409031,1,1,1,1
40903102,2,409031,2,1,2,2
40904101,2,409041,1,1,2,2
40905101,2,409051,1,1,1,1
40905102,2,409051,1,2,1,1
40905103,2,409051,2,1,2,2
40906101,2,409061,1,1,2,2
41001101,2,410011,1,1,2,1
41002101,2,410021,1,1,2,1
41003101,2,410031,2,1,2,1
41004101,2,410041,1,1,1,1
41004102,2,410041,2,1,2,1
41005101,2,410051,1,1,1,1
41005102,2,410051,1,2,1,1
41005103,2,410051,2,1,2,1
41006101,2,410061,1,1,1,1
41006102,2,410061,2,1,2,1
41101101,2,411011,1,1,1,1
41101102,2,411011,1,2,1,1
41101103,2,411011,2,1,2,2
41102101,2,411021,1,1,1,1
41102102,2,411021,1,2,1,1
41102103,2,411021,2,1,2,2
41103101,2,411031,1,1,2,2
41104101,2,411041,1,1,2,2
41105101,2,411051,1,1,1,1
41105102,2,411051,2,1,2,2
41106101,2,411061,1,1,1,1
41106102,2,411061,2,1,2,2
41201101,2,412011,1,1,2,2
41202101,2,412021,1,1,1,1
41202102,2,412021,2,1,2,2
41203101,2,412031,1,1,1,1
41203102,2,412031,2,1,2,2
41204101,2,412041,1,1,2,2
41205101,2,412051,1,1,1,1
41205102,2,412051,1,2,1,1
41205103,2,412051,2,1,2,2
41301101,2,413011,1,1,2,2
41302101,2,413021,1,1,2,2
41303101,2,413031,1,1,1,1
41303102,2,413031,2,1,2,2
41304101,2,413041,1,1,2,2
41305101,2,413051,1,1,1,1
41305102,2,413051,1,2,1,1
41305103,2,413051,2,1,2,2
41401101,2,414011,1,1,2,2
41402101,2,414021,1,1,2,2
41403101,2,414031,1,1,1,1
41403102,2,414031,1,2,1,1
41403103,2,414031,2,1,2,2
41404101,2,414041,2,1,2,2
41405101,2,414051,1,1,1,1
41405102,2,414051,2,1,2,2
41406101,2,414061,1,1,1,1
41406102,2,414061,2,1,2,2
90135101,3,901351,1,1,3,2
90135102,3,901351,2,1,3,2
91109101,3,911091,1,1,3,2
91109102,3,911091,2,1,3,2
