factor_id,factor_group_id,rarity,grade,factor_type,effect_group_id,succession_search_hidden,start_date,end_date
2033903,20339,3,1,4,43,0,1483196400,2524575600
2034001,20340,1,1,4,41,0,1483196400,2524575600
2034002,20340,2,1,4,42,0,1483196400,2524575600
2034003,20340,3,1,4,43,0,1483196400,2524575600
2034101,20341,1,1,4,41,0,1483196400,2524575600
2034102,20341,2,1,4,42,0,1483196400,2524575600
2034103,20341,3,1,4,43,0,1483196400,2524575600
2034201,20342,1,1,4,41,0,1483196400,2524575600
2034202,20342,2,1,4,42,0,1483196400,2524575600
2034203,20342,3,1,4,43,0,1483196400,2524575600
2034301,20343,1,1,4,41,0,1483196400,2524575600
2034302,20343,2,1,4,42,0,1483196400,2524575600
2034303,20343,3,1,4,43,0,1483196400,2524575600
2034401,20344,1,1,4,41,0,1483196400,2524575600
2034402,20344,2,1,4,42,0,1483196400,2524575600
2034403,20344,3,1,4,43,0,1483196400,2524575600
2034501,20345,1,1,4,41,0,1483196400,2524575600
2034502,20345,2,1,4,42,0,1483196400,2524575600
2034503,20345,3,1,4,43,0,1483196400,2524575600
2034601,20346,1,1,4,41,0,1483196400,2524575600
2034602,20346,2,1,4,42,0,1483196400,2524575600
2034603,20346,3,1,4,43,0,1483196400,2524575600
2034701,20347,1,1,4,41,0,1483196400,2524575600
2034702,20347,2,1,4,42,0,1483196400,2524575600
2034703,20347,3,1,4,43,0,1483196400,2524575600
2034801,20348,1,1,4,41,0,1483196400,2524575600
2034802,20348,2,1,4,42,0,1483196400,2524575600
2034803,20348,3,1,4,43,0,1483196400,2524575600
2034901,20349,1,1,4,41,0,1483196400,2524575600
2034902,20349,2,1,4,42,0,1483196400,2524575600
2034903,20349,3,1,4,43,0,1483196400,2524575600
2035001,20350,1,1,4,41,0,1483196400,2524575600
2035002,20350,2,1,4,42,0,1483196400,2524575600
2035003,20350,3,1,4,43,0,1483196400,2524575600
2035101,20351,1,1,4,41,0,1483196400,2524575600
2035102,20351,2,1,4,42,0,1483196400,2524575600
2035103,20351,3,1,4,43,0,1483196400,2524575600
2035201,20352,1,1,4,41,0,1483196400,2524575600
2035202,20352,2,1,4,42,0,1483196400,2524575600
2035203,20352,3,1,4,43,0,1483196400,2524575600
2035301,20353,1,1,4,41,0,1483196400,2524575600
2035302,20353,2,1,4,42,0,1483196400,2524575600
2035303,20353,3,1,4,43,0,1483196400,2524575600
2035401,20354,1,1,4,41,0,1483196400,2524575600
2035402,20354,2,1,4,42,0,1483196400,2524575600
2035403,20354,3,1,4,43,0,1483196400,2524575600
2035501,20355,1,1,4,41,0,1483196400,2524575600
2035502,20355,2,1,4,42,0,1483196400,2524575600
2035503,20355,3,1,4,43,0,1483196400,2524575600
2035601,20356,1,1,4,41,0,1483196400,2524575600
2035602,20356,2,1,4,42,0,1483196400,2524575600
2035603,20356,3,1,4,43,0,1483196400,2524575600
2035701,20357,1,1,4,41,0,1483196400,2524575600
2035702,20357,2,1,4,42,0,1483196400,2524575600
2035703,20357,3,1,4,43,0,1483196400,2524575600
2035801,20358,1,1,4,41,0,1483196400,2524575600
2035802,20358,2,1,4,42,0,1483196400,2524575600
2035803,20358,3,1,4,43,0,1483196400,2524575600
2035901,20359,1,1,4,41,0,1483196400,2524575600
2035902,20359,2,1,4,42,0,1483196400,2524575600
2035903,20359,3,1,4,43,0,1483196400,2524575600
2036001,20360,1,1,4,41,0,1483196400,2524575600
2036002,20360,2,1,4,42,0,1483196400,2524575600
2036003,20360,3,1,4,43,0,1483196400,2524575600
2036101,20361,1,1,4,41,0,1483196400,2524575600
2036102,20361,2,1,4,42,0,1483196400,2524575600
2036103,20361,3,1,4,43,0,1483196400,2524575600
2036201,20362,1,1,4,41,0,1483196400,2524575600
2036202,20362,2,1,4,42,0,1483196400,2524575600
2036203,20362,3,1,4,43,0,1483196400,2524575600
2036301,20363,1,1,4,41,0,1483196400,2524575600
2036302,20363,2,1,4,42,0,1483196400,2524575600
2036303,20363,3,1,4,43,0,1483196400,2524575600
2036401,20364,1,1,4,41,0,1483196400,2524575600
2036402,20364,2,1,4,42,0,1483196400,2524575600
2036403,20364,3,1,4,43,0,1483196400,2524575600
2036501,20365,1,1,4,41,0,1483196400,2524575600
2036502,20365,2,1,4,42,0,1483196400,2524575600
2036503,20365,3,1,4,43,0,1483196400,2524575600
2036601,20366,1,1,4,41,0,1483196400,2524575600
2036602,20366,2,1,4,42,0,1483196400,2524575600
2036603,20366,3,1,4,43,0,1483196400,2524575600
2036701,20367,1,1,4,41,0,1483196400,2524575600
2036702,20367,2,1,4,42,0,1483196400,2524575600
2036703,20367,3,1,4,43,0,1483196400,2524575600
2036801,20368,1,1,4,41,0,1483196400,2524575600
2036802,20368,2,1,4,42,0,1483196400,2524575600
2036803,20368,3,1,4,43,0,1483196400,2524575600
2037001,20370,1,1,4,41,0,1483196400,2524575600
2037002,20370,2,1,4,42,0,1483196400,2524575600
2037003,20370,3,1,4,43,0,1483196400,2524575600
2037101,20371,1,1,4,41,0,1483196400,2524575600
2037102,20371,2,1,4,42,0,1483196400,2524575600
2037103,20371,3,1,4,43,0,1483196400,2524575600
2037301,20373,1,1,4,41,0,1483196400,2524575600
2037302,20373,2,1,4,42,0,1483196400,2524575600
2037303,20373,3,1,4,43,0,1483196400,2524575600
2037401,20374,1,1,4,41,0,1483196400,2524575600
2037402,20374,2,1,4,42,0,1483196400,2524575600
2037403,20374,3,1,4,43,0,1483196400,2524575600
2037501,20375,1,1,4,41,0,1483196400,2524575600
2037502,20375,2,1,4,42,0,1483196400,2524575600
2037503,20375,3,1,4,43,0,1483196400,2524575600
2037601,20376,1,1,4,41,0,1483196400,2524575600
2037602,20376,2,1,4,42,0,1483196400,2524575600
2037603,20376,3,1,4,43,0,1483196400,2524575600
2037701,20377,1,1,4,41,0,1483196400,2524575600
2037702,20377,2,1,4,42,0,1483196400,2524575600
2037703,20377,3,1,4,43,0,1483196400,2524575600
2037801,20378,1,1,4,41,0,1483196400,2524575600
2037802,20378,2,1,4,42,0,1483196400,2524575600
2037803,20378,3,1,4,43,0,1483196400,2524575600
2037901,20379,1,1,4,41,0,1483196400,2524575600
2037902,20379,2,1,4,42,0,1483196400,2524575600
2037903,20379,3,1,4,43,0,1483196400,2524575600
2038001,20380,1,1,4,41,0,1483196400,2524575600
2038002,20380,2,1,4,42,0,1483196400,2524575600
2038003,20380,3,1,4,43,0,1483196400,2524575600
2038101,20381,1,1,4,41,0,1483196400,2524575600
2038102,20381,2,1,4,42,0,1483196400,2524575600
2038103,20381,3,1,4,43,0,1483196400,2524575600
2038201,20382,1,1,4,41,0,1483196400,2524575600
2038202,20382,2,1,4,42,0,1483196400,2524575600
2038203,20382,3,1,4,43,0,1483196400,2524575600
2038301,20383,1,1,4,41,0,1483196400,2524575600
2038302,20383,2,1,4,42,0,1483196400,2524575600
2038303,20383,3,1,4,43,0,1483196400,2524575600
2038401,20384,1,1,4,41,0,1483196400,2524575600
2038402,20384,2,1,4,42,0,1483196400,2524575600
2038403,20384,3,1,4,43,0,1483196400,2524575600
2038501,20385,1,1,4,41,0,1483196400,2524575600
2038502,20385,2,1,4,42,0,1483196400,2524575600
2038503,20385,3,1,4,43,0,1483196400,2524575600
2038601,20386,1,1,4,41,0,1483196400,2524575600
2038602,20386,2,1,4,42,0,1483196400,2524575600
2038603,20386,3,1,4,43,0,1483196400,2524575600
2038701,20387,1,1,4,41,0,1483196400,2524575600
2038702,20387,2,1,4,42,0,1483196400,2524575600
2038703,20387,3,1,4,43,0,1483196400,2524575600
2038801,20388,1,1,4,41,0,1483196400,2524575600
2038802,20388,2,1,4,42,0,1483196400,2524575600
2038803,20388,3,1,4,43,0,1483196400,2524575600
2038901,20389,1,1,4,41,0,1483196400,2524575600
2038902,20389,2,1,4,42,0,1483196400,2524575600
2038903,20389,3,1,4,43,0,1483196400,2524575600
2039001,20390,1,1,4,41,0,1483196400,2524575600
2039002,20390,2,1,4,42,0,1483196400,2524575600
2039003,20390,3,1,4,43,0,1483196400,2524575600
2039101,20391,1,1,4,41,0,1483196400,2524575600
2039102,20391,2,1,4,42,0,1483196400,2524575600
2039103,20391,3,1,4,43,0,1483196400,2524575600
2039201,20392,1,1,4,41,0,1483196400,2524575600
2039202,20392,2,1,4,42,0,1483196400,2524575600
2039203,20392,3,1,4,43,0,1483196400,2524575600
2039301,20393,1,1,4,41,0,1483196400,2524575600
2039302,20393,2,1,4,42,0,1483196400,2524575600
2039303,20393,3,1,4,43,0,1483196400,2524575600
2039401,20394,1,1,4,41,0,1483196400,2524575600
2039402,20394,2,1,4,42,0,1483196400,2524575600
2039403,20394,3,1,4,43,0,1483196400,2524575600
2039501,20395,1,1,4,41,0,1483196400,2524575600
2039502,20395,2,1,4,42,0,1483196400,2524575600
2039503,20395,3,1,4,43,0,1483196400,2524575600
2039601,20396,1,1,4,41,0,1483196400,2524575600
2039602,20396,2,1,4,42,0,1483196400,2524575600
2039603,20396,3,1,4,43,0,1483196400,2524575600
2039701,20397,1,1,4,41,0,1483196400,2524575600
2039702,20397,2,1,4,42,0,1483196400,2524575600
2039703,20397,3,1,4,43,0,1483196400,2524575600
2039801,20398,1,1,4,41,0,1483196400,2524575600
2039802,20398,2,1,4,42,0,1483196400,2524575600
2039803,20398,3,1,4,43,0,1483196400,2524575600
2039901,20399,1,1,4,41,0,1483196400,2524575600
2039902,20399,2,1,4,42,0,1483196400,2524575600
2039903,20399,3,1,4,43,0,1483196400,2524575600
2040001,20400,1,1,4,41,0,1483196400,2524575600
2040002,20400,2,1,4,42,0,1483196400,2524575600
2040003,20400,3,1,4,43,0,1483196400,2524575600
2040101,20401,1,1,4,41,0,1483196400,2524575600
2040102,20401,2,1,4,42,0,1483196400,2524575600
2040103,20401,3,1,4,43,0,1483196400,2524575600
2040201,20402,1,1,4,41,0,1483196400,2524575600
2040202,20402,2,1,4,42,0,1483196400,2524575600
2040203,20402,3,1,4,43,0,1483196400,2524575600
2040301,20403,1,1,4,41,0,1483196400,2524575600
2040302,20403,2,1,4,42,0,1483196400,2524575600
2040303,20403,3,1,4,43,0,1483196400,2524575600
2040401,20404,1,1,4,41,0,1483196400,2524575600
2040402,20404,2,1,4,42,0,1483196400,2524575600
2040403,20404,3,1,4,43,0,1483196400,2524575600
2040501,20405,1,1,4,41,0,1483196400,2524575600
2040502,20405,2,1,4,42,0,1483196400,2524575600
2040503,20405,3,1,4,43,0,1483196400,2524575600
2040601,20406,1,1,4,41,0,1483196400,2524575600
2040602,20406,2,1,4,42,0,1483196400,2524575600
2040603,20406,3,1,4,43,0,1483196400,2524575600
2040701,20407,1,1,4,41,0,1483196400,2524575600
2040702,20407,2,1,4,42,0,1483196400,2524575600
2040703,20407,3,1,4,43,0,1483196400,2524575600
2040801,20408,1,1,4,41,0,1483196400,2524575600
2040802,20408,2,1,4,42,0,1483196400,2524575600
2040803,20408,3,1,4,43,0,1483196400,2524575600
2040901,20409,1,1,4,41,0,1483196400,2524575600
2040902,20409,2,1,4,42,0,1483196400,2524575600
2040903,20409,3,1,4,43,0,1483196400,2524575600
2041001,20410,1,1,4,41,0,1483196400,2524575600
2041002,20410,2,1,4,42,0,1483196400,2524575600
2041003,20410,3,1,4,43,0,1483196400,2524575600
2041101,20411,1,1,4,41,0,1483196400,2524575600
2041102,20411,2,1,4,42,0,1483196400,2524575600
2041103,20411,3,1,4,43,0,1483196400,2524575600
2041201,20412,1,1,4,41,0,1483196400,2524575600
2041202,20412,2,1,4,42,0,1483196400,2524575600
2041203,20412,3,1,4,43,0,1483196400,2524575600
2041301,20413,1,1,4,41,0,1483196400,2524575600
2041302,20413,2,1,4,42,0,1483196400,2524575600
2041303,20413,3,1,4,43,0,1483196400,2524575600
2041401,20414,1,1,4,41,0,1483196400,2524575600
2041402,20414,2,1,4,42,0,1483196400,2524575600
2041403,20414,3,1,4,43,0,1483196400,2524575600
2041501,20415,1,1,4,41,0,1483196400,2524575600
2041502,20415,2,1,4,42,0,1483196400,2524575600
2041503,20415,3,1,4,43,0,1483196400,2524575600
2041601,20416,1,1,4,41,0,1483196400,2524575600
2041602,20416,2,1,4,42,0,1483196400,2524575600
2041603,20416,3,1,4,43,0,1483196400,2524575600
2041701,20417,1,1,4,41,0,1483196400,2524575600
2041702,20417,2,1,4,42,0,1483196400,2524575600
2041703,20417,3,1,4,43,0,1483196400,2524575600
2041801,20418,1,1,4,41,0,1483196400,2524575600
2041802,20418,2,1,4,42,0,1483196400,2524575600
2041803,20418,3,1,4,43,0,1483196400,2524575600
2041901,20419,1,1,4,41,0,1483196400,2524575600
2041902,20419,2,1,4,42,0,1483196400,2524575600
2041903,20419,3,1,4,43,0,1483196400,2524575600
2042001,20420,1,1,4,41,0,1483196400,2524575600
2042002,20420,2,1,4,42,0,1483196400,2524575600
2042003,20420,3,1,4,43,0,1483196400,2524575600
2042101,20421,1,1,4,41,0,1483196400,2524575600
2042102,20421,2,1,4,42,0,1483196400,2524575600
2042103,20421,3,1,4,43,0,1483196400,2524575600
2042201,20422,1,1,4,41,0,1483196400,2524575600
2042202,20422,2,1,4,42,0,1483196400,2524575600
2042203,20422,3,1,4,43,0,1483196400,2524575600
2042301,20423,1,1,4,41,0,1483196400,2524575600
2042302,20423,2,1,4,42,0,1483196400,2524575600
2042303,20423,3,1,4,43,0,1483196400,2524575600
2042401,20424,1,1,4,41,0,1483196400,2524575600
2042402,20424,2,1,4,42,0,1483196400,2524575600
2042403,20424,3,1,4,43,0,1483196400,2524575600
2042701,20427,1,1,4,41,0,1483196400,2524575600
2042702,20427,2,1,4,42,0,1483196400,2524575600
2042703,20427,3,1,4,43,0,1483196400,2524575600
2042801,20428,1,1,4,41,0,1483196400,2524575600
2042802,20428,2,1,4,42,0,1483196400,2524575600
2042803,20428,3,1,4,43,0,1483196400,2524575600
2042901,20429,1,1,4,41,0,1483196400,2524575600
2042902,20429,2,1,4,42,0,1483196400,2524575600
2042903,20429,3,1,4,43,0,1483196400,2524575600
2043001,20430,1,1,4,41,0,1483196400,2524575600
2043002,20430,2,1,4,42,0,1483196400,2524575600
2043003,20430,3,1,4,43,0,1483196400,2524575600
2043101,20431,1,1,4,41,0,1483196400,2524575600
2043102,20431,2,1,4,42,0,1483196400,2524575600
2043103,20431,3,1,4,43,0,1483196400,2524575600
2043201,20432,1,1,4,41,0,1483196400,2524575600
2043202,20432,2,1,4,42,0,1483196400,2524575600
2043203,20432,3,1,4,43,0,1483196400,2524575600
2043301,20433,1,1,4,41,0,1483196400,2524575600
2043302,20433,2,1,4,42,0,1483196400,2524575600
2043303,20433,3,1,4,43,0,1483196400,2524575600
2043401,20434,1,1,4,41,0,1483196400,2524575600
2043402,20434,2,1,4,42,0,1483196400,2524575600
2043403,20434,3,1,4,43,0,1483196400,2524575600
2043501,20435,1,1,4,41,0,1483196400,2524575600
2043502,20435,2,1,4,42,0,1483196400,2524575600
2043503,20435,3,1,4,43,0,1483196400,2524575600
2043601,20436,1,1,4,41,0,1483196400,2524575600
2043602,20436,2,1,4,42,0,1483196400,2524575600
2043603,20436,3,1,4,43,0,1483196400,2524575600
2043701,20437,1,1,4,41,0,1483196400,2524575600
2043702,20437,2,1,4,42,0,1483196400,2524575600
2043703,20437,3,1,4,43,0,1483196400,2524575600
2043801,20438,1,1,4,41,0,1483196400,2524575600
2043802,20438,2,1,4,42,0,1483196400,2524575600
2043803,20438,3,1,4,43,0,1483196400,2524575600
2043901,20439,1,1,4,41,0,1483196400,2524575600
2043902,20439,2,1,4,42,0,1483196400,2524575600
2043903,20439,3,1,4,43,0,1483196400,2524575600
2044101,20441,1,1,4,41,0,1483196400,2524575600
2044102,20441,2,1,4,42,0,1483196400,2524575600
2044103,20441,3,1,4,43,0,1483196400,2524575600
2044301,20443,1,1,4,41,0,1483196400,2524575600
2044302,20443,2,1,4,42,0,1483196400,2524575600
2044303,20443,3,1,4,43,0,1483196400,2524575600
2044401,20444,1,1,4,41,0,1483196400,2524575600
2044402,20444,2,1,4,42,0,1483196400,2524575600
2044403,20444,3,1,4,43,0,1483196400,2524575600
2044601,20446,1,1,4,41,0,1483196400,2524575600
2044602,20446,2,1,4,42,0,1483196400,2524575600
2044603,20446,3,1,4,43,0,1483196400,2524575600
2044701,20447,1,1,4,41,0,1483196400,2524575600
2044702,20447,2,1,4,42,0,1483196400,2524575600
2044703,20447,3,1,4,43,0,1483196400,2524575600
2100101,21001,1,1,4,41,0,1483196400,2524575600
2100102,21001,2,1,4,42,0,1483196400,2524575600
2100103,21001,3,1,4,43,0,1483196400,2524575600
2100201,21002,1,1,4,41,0,1483196400,2524575600
2100202,21002,2,1,4,42,0,1483196400,2524575600
2100203,21002,3,1,4,43,0,1483196400,2524575600
2100301,21003,1,1,4,41,0,1483196400,2524575600
2100302,21003,2,1,4,42,0,1483196400,2524575600
2100303,21003,3,1,4,43,0,1483196400,2524575600
2100401,21004,1,1,4,41,0,1483196400,2524575600
2100402,21004,2,1,4,42,0,1483196400,2524575600
2100403,21004,3,1,4,43,0,1483196400,2524575600
2100501,21005,1,1,4,41,0,1483196400,2524575600
2100502,21005,2,1,4,42,0,1483196400,2524575600
2100503,21005,3,1,4,43,0,1483196400,2524575600
2100601,21006,1,1,4,41,0,1483196400,2524575600
2100602,21006,2,1,4,42,0,1483196400,2524575600
2100603,21006,3,1,4,43,0,1483196400,2524575600
2100701,21007,1,1,4,41,0,1483196400,2524575600
2100702,21007,2,1,4,42,0,1483196400,2524575600
2100703,21007,3,1,4,43,0,1483196400,2524575600
2100801,21008,1,1,4,41,0,1483196400,2524575600
2100802,21008,2,1,4,42,0,1483196400,2524575600
2100803,21008,3,1,4,43,0,1483196400,2524575600
2100901,21009,1,1,4,41,0,1483196400,2524575600
2100902,21009,2,1,4,42,0,1483196400,2524575600
2100903,21009,3,1,4,43,0,1483196400,2524575600
2101001,21010,1,1,4,41,0,1483196400,2524575600
2101002,21010,2,1,4,42,0,1483196400,2524575600
2101003,21010,3,1,4,43,0,1483196400,2524575600
2101101,21011,1,1,4,41,0,1483196400,2524575600
2101102,21011,2,1,4,42,0,1483196400,2524575600
2101103,21011,3,1,4,43,0,1483196400,2524575600
2101201,21012,1,1,4,41,0,1483196400,2524575600
2101202,21012,2,1,4,42,0,1483196400,2524575600
2101203,21012,3,1,4,43,0,1483196400,2524575600
2101301,21013,1,1,4,41,0,1483196400,2524575600
2101302,21013,2,1,4,42,0,1483196400,2524575600
2101303,21013,3,1,4,43,0,1483196400,2524575600
2101401,21014,1,1,4,41,0,1483196400,2524575600
2101402,21014,2,1,4,42,0,1483196400,2524575600
2101403,21014,3,1,4,43,0,1483196400,2524575600
2101501,21015,1,1,4,41,0,1483196400,2524575600
2101502,21015,2,1,4,42,0,1483196400,2524575600
2101503,21015,3,1,4,43,0,1483196400,2524575600
2101601,21016,1,1,4,41,0,1483196400,2524575600
2101602,21016,2,1,4,42,0,1483196400,2524575600
2101603,21016,3,1,4,43,0,1483196400,2524575600
2101701,21017,1,1,4,41,0,1483196400,2524575600
2101702,21017,2,1,4,42,0,1483196400,2524575600
2101703,21017,3,1,4,43,0,1483196400,2524575600
2101801,21018,1,1,4,41,0,1483196400,2524575600
2101802,21018,2,1,4,42,0,1483196400,2524575600
2101803,21018,3,1,4,43,0,1483196400,2524575600
2101901,21019,1,1,4,41,0,1483196400,2524575600
2101902,21019,2,1,4,42,0,1483196400,2524575600
2101903,21019,3,1,4,43,0,1483196400,2524575600
2102001,21020,1,1,4,41,0,1483196400,2524575600
2102002,21020,2,1,4,42,0,1483196400,2524575600
2102003,21020,3,1,4,43,0,1483196400,2524575600
2102101,21021,1,1,4,41,0,1483196400,2524575600
2102102,21021,2,1,4,42,0,1483196400,2524575600
2102103,21021,3,1,4,43,0,1483196400,2524575600
2102201,21022,1,1,4,41,0,1483196400,2524575600
2102202,21022,2,1,4,42,0,1483196400,2524575600
2102203,21022,3,1,4,43,0,1483196400,2524575600
2102301,21023,1,1,4,41,0,1483196400,2524575600
2102302,21023,2,1,4,42,0,1483196400,2524575600
2102303,21023,3,1,4,43,0,1483196400,2524575600
2102401,21024,1,1,4,41,0,1483196400,2524575600
2102402,21024,2,1,4,42,0,1483196400,2524575600
2102403,21024,3,1,4,43,0,1483196400,2524575600
2102501,21025,1,1,4,41,0,1483196400,2524575600
2102502,21025,2,1,4,42,0,1483196400,2524575600
2102503,21025,3,1,4,43,0,1483196400,2524575600
2102601,21026,1,1,4,41,0,1677207600,2524575600
2102602,21026,2,1,4,42,0,1677207600,2524575600
2102603,21026,3,1,4,43,0,1677207600,2524575600
2102701,21027,1,1,4,41,0,1677207600,2524575600
2102702,21027,2,1,4,42,0,1677207600,2524575600
2102703,21027,3,1,4,43,0,1677207600,2524575600
2102801,21028,1,1,4,41,0,1677207600,2524575600
2102802,21028,2,1,4,42,0,1677207600,2524575600
2102803,21028,3,1,4,43,0,1677207600,2524575600
2102901,21029,1,1,4,41,0,1483196400,2524575600
2102902,21029,2,1,4,42,0,1483196400,2524575600
2102903,21029,3,1,4,43,0,1483196400,2524575600
2103001,21030,1,1,4,41,0,1483196400,2524575600
2103002,21030,2,1,4,42,0,1483196400,2524575600
2103003,21030,3,1,4,43,0,1483196400,2524575600
2103201,21032,1,1,4,41,0,1483196400,2524575600
2103202,21032,2,1,4,42,0,1483196400,2524575600
2103203,21032,3,1,4,43,0,1483196400,2524575600
2103401,21034,1,1,4,41,0,1483196400,2524575600
2103402,21034,2,1,4,42,0,1483196400,2524575600
2103403,21034,3,1,4,43,0,1483196400,2524575600
2103501,21035,1,1,4,41,0,1483196400,2524575600
2103502,21035,2,1,4,42,0,1483196400,2524575600
2103503,21035,3,1,4,43,0,1483196400,2524575600
2103601,21036,1,1,4,41,0,1483196400,2524575600
2103602,21036,2,1,4,42,0,1483196400,2524575600
2103603,21036,3,1,4,43,0,1483196400,2524575600
2103701,21037,1,1,4,41,0,1483196400,2524575600
2103702,21037,2,1,4,42,0,1483196400,2524575600
2103703,21037,3,1,4,43,0,1483196400,2524575600
2103801,21038,1,1,4,41,0,1483196400,2524575600
2103802,21038,2,1,4,42,0,1483196400,2524575600
2103803,21038,3,1,4,43,0,1483196400,2524575600
2103901,21039,1,1,4,41,0,1483196400,2524575600
2103902,21039,2,1,4,42,0,1483196400,2524575600
2103903,21039,3,1,4,43,0,1483196400,2524575600
3000101,30001,1,1,6,51,0,1483196400,2524575600
3000102,30001,2,1,6,52,0,1483196400,2524575600
3000103,30001,3,1,6,53,0,1483196400,2524575600
3000201,30002,1,1,6,51,0,1483196400,2524575600
3000202,30002,2,1,6,52,0,1483196400,2524575600
3000203,30002,3,1,6,53,0,1483196400,2524575600
3000301,30003,1,1,6,51,0,1483196400,2524575600
3000302,30003,2,1,6,52,0,1483196400,2524575600
3000303,30003,3,1,6,53,0,1483196400,2524575600
3000401,30004,1,1,6,51,0,1483196400,2524575600
3000402,30004,2,1,6,52,0,1483196400,2524575600
3000403,30004,3,1,6,53,0,1483196400,2524575600
3000501,30005,1,1,6,51,0,1483196400,2524575600
3000502,30005,2,1,6,52,0,1483196400,2524575600
3000503,30005,3,1,6,53,0,1483196400,2524575600
3000601,30006,1,1,6,51,0,1483196400,2524575600
3000602,30006,2,1,6,52,0,1483196400,2524575600
3000603,30006,3,1,6,53,0,1483196400,2524575600
3100101,31001,1,1,6,41,0,1483196400,2524575600
3100102,31001,2,1,6,42,0,1483196400,2524575600
3100103,31001,3,1,6,43,0,1483196400,2524575600
3100201,31002,1,1,6,41,0,1483196400,2524575600
3100202,31002,2,1,6,42,0,1483196400,2524575600
3100203,31002,3,1,6,43,0,1483196400,2524575600
3100301,31003,1,1,6,41,0,1483196400,2524575600
3100302,31003,2,1,6,42,0,1483196400,2524575600
3100303,31003,3,1,6,43,0,1483196400,2524575600
3100401,31004,1,1,6,41,0,1483196400,2524575600
3100402,31004,2,1,6,42,0,1483196400,2524575600
3100403,31004,3,1,6,43,0,1483196400,2524575600
3100501,31005,1,1,6,41,0,1483196400,2524575600
3100502,31005,2,1,6,42,0,1483196400,2524575600
3100503,31005,3,1,6,43,0,1483196400,2524575600
3100601,31006,1,1,6,41,0,1483196400,2524575600
3100602,31006,2,1,6,42,0,1483196400,2524575600
3100603,31006,3,1,6,43,0,1483196400,2524575600
3100701,31007,1,1,6,51,0,1483196400,2524575600
3100702,31007,2,1,6,52,0,1483196400,2524575600
3100703,31007,3,1,6,53,0,1483196400,2524575600
3100801,31008,1,1,6,51,0,1483196400,2524575600
3100802,31008,2,1,6,52,0,1483196400,2524575600
3100803,31008,3,1,6,53,0,1483196400,2524575600
3100901,31009,1,1,6,51,0,1483196400,2524575600
3100902,31009,2,1,6,52,0,1483196400,2524575600
3100903,31009,3,1,6,53,0,1483196400,2524575600
3101001,31010,1,1,6,51,0,1483196400,2524575600
3101002,31010,2,1,6,52,0,1483196400,2524575600
3101003,31010,3,1,6,53,0,1483196400,2524575600
3101101,31011,1,1,6,51,0,1483196400,2524575600
3101102,31011,2,1,6,52,0,1483196400,2524575600
3101103,31011,3,1,6,53,0,1483196400,2524575600
3101201,31012,1,1,6,51,0,1483196400,2524575600
3101202,31012,2,1,6,52,0,1483196400,2524575600
3101203,31012,3,1,6,53,0,1483196400,2524575600
3101301,31013,1,1,6,51,0,1483196400,2524575600
3101302,31013,2,1,6,52,0,1483196400,2524575600
3101303,31013,3,1,6,53,0,1483196400,2524575600
3101403,31014,3,1,4,43,1,1483196400,2524575600
3101501,31015,1,1,6,51,0,1483196400,2524575600
3101502,31015,2,1,6,52,0,1483196400,2524575600
3101503,31015,3,1,6,53,0,1483196400,2524575600
3101601,31016,1,1,6,51,0,1483196400,2524575600
3101602,31016,2,1,6,52,0,1483196400,2524575600
3101603,31016,3,1,6,53,0,1483196400,2524575600
3101701,31017,1,1,6,51,0,1483196400,2524575600
3101702,31017,2,1,6,52,0,1483196400,2524575600
3101703,31017,3,1,6,53,0,1483196400,2524575600
3101801,31018,1,1,6,51,0,1483196400,2524575600
3101802,31018,2,1,6,52,0,1483196400,2524575600
3101803,31018,3,1,6,53,0,1483196400,2524575600
3101901,31019,1,1,6,51,0,1483196400,2524575600
3101902,31019,2,1,6,52,0,1483196400,2524575600
3101903,31019,3,1,6,53,0,1483196400,2524575600
3102003,31020,3,1,4,43,1,1483196400,2524575600
3102101,31021,1,1,6,61,0,1483196400,2524575600
3102102,31021,2,1,6,62,0,1483196400,2524575600
3102103,31021,3,1,6,63,0,1483196400,2524575600
3102201,31022,1,1,6,61,0,1483196400,2524575600
3102202,31022,2,1,6,62,0,1483196400,2524575600
3102203,31022,3,1,6,63,0,1483196400,2524575600
3102301,31023,1,1,6,61,0,1483196400,2524575600
3102302,31023,2,1,6,62,0,1483196400,2524575600
3102303,31023,3,1,6,63,0,1483196400,2524575600
3102401,31024,1,1,6,61,0,1483196400,2524575600
3102402,31024,2,1,6,62,0,1483196400,2524575600
3102403,31024,3,1,6,63,0,1483196400,2524575600
3102501,31025,1,1,6,61,0,1483196400,2524575600
3102502,31025,2,1,6,62,0,1483196400,2524575600
3102503,31025,3,1,6,63,0,1483196400,2524575600
3102601,31026,1,1,6,61,0,1483196400,2524575600
3102602,31026,2,1,6,62,0,1483196400,2524575600
3102603,31026,3,1,6,63,0,1483196400,2524575600
3102701,31027,1,1,6,61,0,1483196400,2524575600
3102702,31027,2,1,6,62,0,1483196400,2524575600
3102703,31027,3,1,6,63,0,1483196400,2524575600
3102801,31028,1,1,6,61,0,1483196400,2524575600
3102802,31028,2,1,6,62,0,1483196400,2524575600
3102803,31028,3,1,6,63,0,1483196400,2524575600
3102901,31029,1,1,6,61,0,1483196400,2524575600
3102902,31029,2,1,6,62,0,1483196400,2524575600
3102903,31029,3,1,6,63,0,1483196400,2524575600
