id,banner_id,banner_image_id,type,group_id,transition,priority,condition_value,dialog_image_id,start_date,end_date
598,130280,130280,1,1,30280,9,0,0,2024/10/01 12:00:00,2024/11/01 11:59:59
599,150107,150107,1,1,50107,9,0,0,2024/10/01 12:00:00,2024/11/01 11:59:59
600,517,517,6,5,100151,5,0,0,2024/10/29 12:00:00,2024/11/28 11:59:59
602,520007,520007,8,8,520007,2,0,0,2024/10/10 12:00:00,2024/10/11 11:59:59
603,130282,130282,1,1,30282,9,0,0,2024/10/11 12:00:00,2024/10/29 11:59:59
604,130283,130283,1,1,30283,9,0,0,2024/10/11 12:00:00,2024/10/29 11:59:59
605,130286,130286,1,1,30286,9,0,0,2024/11/01 12:00:00,2024/12/02 11:59:59
606,150113,150113,1,1,50113,9,0,0,2024/11/01 12:00:00,2024/12/02 11:59:59
607,130284,130284,1,1,30284,9,0,0,2024/10/29 12:00:00,2024/11/18 11:59:59
608,130285,130285,1,1,30285,9,0,0,2024/10/29 12:00:00,2024/11/18 11:59:59
609,150108,150108,1,2,50108,11,0,0,2024/10/20 20:00:00,2024/10/26 11:59:59
610,540009,540001,8,8,540009,2,0,0,2024/11/07 12:00:00,2024/11/08 11:59:59
611,150109,150109,1,2,50109,10,0,0,2024/10/29 12:00:00,2024/11/28 11:59:59
612,150110,150110,1,2,50110,10,0,0,2024/10/29 12:00:00,2024/11/28 11:59:59
613,150111,150111,1,2,50111,10,0,0,2024/10/29 12:00:00,2024/11/28 11:59:59
614,150112,150112,1,2,50112,10,0,0,2024/10/29 12:00:00,2024/11/28 11:59:59
615,150115,150115,1,2,50115,10,0,0,2024/10/29 12:00:00,2024/11/28 11:59:59
616,550004,550001,8,8,550004,2,0,0,2024/11/27 22:00:00,2024/11/28 11:59:59
617,150114,150114,1,2,50114,11,0,0,2024/11/17 17:00:00,2024/11/23 11:59:59
618,500040,500040,7,7,40,4,1040,0,2024/11/27 22:00:00,2024/11/28 11:59:59
619,130288,130288,1,1,30288,9,0,0,2024/11/08 12:00:00,2024/11/18 11:59:59
620,130289,130289,1,1,30289,9,0,0,2024/11/08 12:00:00,2024/11/18 11:59:59
621,530007,530004,8,8,530007,2,0,0,2024/12/10 12:00:00,2024/12/11 11:59:59
622,130290,130290,1,1,30290,9,0,0,2024/11/18 12:00:00,2024/11/28 11:59:59
623,130291,130291,1,1,30291,9,0,0,2024/11/18 12:00:00,2024/11/28 11:59:59
624,901000,901000,9,11,9999,8,2,901000,2024/11/17 5:00:00,2024/11/17 15:30:00
625,901001,901001,9,11,9999,8,2,901001,2024/12/15 5:00:00,2024/12/15 16:59:59
626,130292,130292,1,1,30292,9,0,0,2024/11/28 12:00:00,2024/12/10 11:59:59
627,130293,130293,1,1,30293,9,0,0,2024/11/28 12:00:00,2024/12/10 11:59:59
628,150120,150120,1,2,50120,11,0,0,2024/11/17 17:00:00,2024/11/23 11:59:59
629,130294,130294,1,1,30294,9,0,0,2024/12/02 12:00:00,2025/01/06 11:59:59
630,150117,150117,1,1,50117,9,0,0,2024/12/02 12:00:00,2025/01/06 11:59:59
631,150116,150116,1,2,50116,10,0,0,2024/11/28 12:00:00,2024/12/10 11:59:59
632,519,519,6,6,100153,2,0,0,2024/12/10 12:00:00,2024/12/27 11:59:59
633,521,521,6,6,100155,2,0,0,2025/01/10 12:00:00,2025/02/02 4:59:59
634,500041,500041,7,7,41,4,1041,0,2024/12/26 12:00:00,2024/12/27 11:59:59
635,130302,130302,1,13,30302,9,0,0,2025/01/06 12:00:00,2025/02/03 11:59:59
636,150125,150125,1,13,50125,9,0,0,2025/01/06 12:00:00,2025/02/03 11:59:59
637,901002,901001,9,11,9999,8,2,901002,2024/12/15 17:00:00,2024/12/15 18:30:00
638,130296,130296,1,1,30296,9,0,0,2024/12/10 12:00:00,2024/12/19 11:59:59
639,130297,130297,1,1,30297,9,0,0,2024/12/10 12:00:00,2024/12/19 11:59:59
640,150118,150118,1,2,50118,11,0,0,2024/12/15 20:00:00,2024/12/21 11:59:59
641,150119,150119,1,2,50119,11,0,0,2024/12/15 20:00:00,2024/12/21 11:59:59
642,130298,130298,1,1,30298,9,0,0,2024/12/19 12:00:00,2024/12/27 11:59:59
643,130299,130299,1,1,30299,9,0,0,2024/12/19 12:00:00,2024/12/27 11:59:59
644,520,520,6,6,100154,2,0,0,2024/12/27 12:00:00,2025/01/10 11:59:59
645,540010,540001,8,8,540010,2,0,0,2025/01/09 12:00:00,2025/01/10 11:59:59
646,130300,130300,1,1,30300,10,0,0,2024/12/27 12:00:00,2025/01/10 11:59:59
647,130301,130301,1,1,30301,10,0,0,2024/12/27 12:00:00,2025/01/10 11:59:59
648,150121,150121,1,2,50121,11,0,0,2025/01/01 12:00:00,2025/02/28 11:59:59
649,150122,150122,1,2,50122,11,0,0,2025/01/01 12:00:00,2025/02/28 11:59:59
650,150123,150123,1,2,50123,11,0,0,2025/01/01 12:00:00,2025/02/28 11:59:59
651,150124,150124,1,2,50124,11,0,0,2025/01/01 12:00:00,2025/02/28 11:59:59
652,500042,500042,7,7,42,4,1042,0,2025/01/30 12:00:00,2025/01/31 11:59:59
653,150128,150128,1,2,50128,11,0,0,2025/01/01 12:00:00,2025/01/31 11:59:59
654,150129,150129,1,2,50129,11,0,0,2025/01/01 12:00:00,2025/01/31 11:59:59
655,130304,130304,1,1,30304,10,0,0,2025/01/10 12:00:00,2025/01/20 11:59:59
656,130305,130305,1,1,30305,10,0,0,2025/01/10 12:00:00,2025/01/20 11:59:59
657,900068,900032,9,11,9999,8,2,900068,2025/01/29 5:00:00,2025/01/29 19:59:59
658,900069,900032,9,11,9999,8,2,900068,2025/01/29 20:00:00,2025/01/29 21:29:59
659,900070,900032,9,11,9999,8,2,900070,2025/02/22 5:00:00,2025/02/22 19:59:59
660,900071,900032,9,11,9999,8,2,900071,2025/02/22 20:00:00,2025/02/22 21:29:59
661,900072,900032,9,11,9999,8,2,900072,2025/03/29 5:00:00,2025/03/29 19:59:59
662,900073,900032,9,11,9999,8,2,900072,2025/03/29 20:00:00,2025/03/29 21:29:59
663,900074,900032,9,11,9999,8,2,900074,2025/04/27 5:00:00,2025/04/27 19:59:59
664,900075,900032,9,11,9999,8,2,900074,2025/04/27 20:00:00,2025/04/27 21:29:59
665,900076,900032,9,11,9999,8,2,900076,2025/05/28 5:00:00,2025/05/28 19:59:59
666,900077,900032,9,11,9999,8,2,900076,2025/05/28 20:00:00,2025/05/28 21:29:59
667,900078,900032,9,11,9999,8,2,900078,2025/06/25 5:00:00,2025/06/25 19:59:59
668,900079,900032,9,11,9999,8,2,900078,2025/06/25 20:00:00,2025/06/25 21:29:59
669,130306,130306,1,1,30306,10,0,0,2025/01/20 12:00:00,2025/01/31 11:59:59
670,130307,130307,1,1,30307,10,0,0,2025/01/20 12:00:00,2025/01/31 11:59:59
671,522,522,6,6,100157,2,0,0,2025/02/17 12:00:00,2025/02/24 4:59:59
672,130308,130308,1,1,30308,10,0,0,2025/01/31 12:00:00,2025/02/14 11:59:59
673,130309,130309,1,1,30309,10,0,0,2025/01/31 12:00:00,2025/02/14 11:59:59
674,130310,130310,1,13,30310,9,0,0,2025/02/03 12:00:00,2025/03/03 11:59:59
675,150131,150131,1,13,50131,9,0,0,2025/02/03 12:00:00,2025/03/03 11:59:59
676,523,523,6,9,100156,2,0,0,2025/02/14 12:00:00,2025/02/24 4:59:59
677,570001,570001,6,8,570001,2,0,0,2025/02/23 12:00:00,2025/02/24 11:59:59
678,130312,130312,1,1,30312,10,0,0,2025/02/14 12:00:00,2025/02/24 11:59:59
679,130313,130313,1,1,30313,10,0,0,2025/02/14 12:00:00,2025/02/24 11:59:59
680,130314,130314,1,1,30314,10,0,0,2025/02/24 12:00:00,2025/03/21 11:59:59
681,130315,130315,1,1,30315,10,0,0,2025/02/24 12:00:00,2025/03/21 11:59:59
682,600033,600033,6,10,100158,5,0,0,2025/02/14 12:00:00,2025/02/24 11:59:59
683,600034,600034,6,10,100159,5,0,0,2025/02/24 12:00:00,2025/03/11 11:59:59
684,600035,600035,6,10,100160,5,0,0,2025/03/11 12:00:00,2025/03/21 11:59:59
685,600036,600036,6,10,100161,5,0,0,2025/03/21 12:00:00,2025/04/01 4:59:59
686,150145,150145,13,2,50145,11,0,0,2025/02/24 12:00:00,2025/03/31 11:59:59
687,150150,150150,13,2,50150,11,0,0,2025/02/24 12:00:00,2025/03/31 11:59:59
688,150132,150132,12,2,50132,10,0,0,2025/02/24 12:00:00,2025/03/31 11:59:59
689,150140,150140,12,2,50140,10,0,0,2025/02/24 12:00:00,2025/03/31 11:59:59
690,130316,130316,1,13,30316,9,0,0,2025/03/03 12:00:00,2025/04/01 11:59:59
691,150155,150155,1,13,50155,9,0,0,2025/03/03 12:00:00,2025/04/01 11:59:59
692,540011,540001,8,8,540011,2,0,0,2025/03/10 12:00:00,2025/03/11 11:59:59
693,524,524,6,6,100163,2,0,0,2025/03/24 12:00:00,2025/04/29 12:00:00
694,525,525,6,6,100164,2,0,0,2025/04/28 12:00:00,2025/05/26 4:59:59
695,526,526,6,6,100165,2,0,0,2025/05/26 12:00:00,2025/07/03 4:59:59
696,901003,901003,9,11,9999,8,2,901003,2025/02/25 5:00:00,2025/03/09 4:59:59
697,901004,901003,9,11,9999,8,2,901003,2025/03/09 5:00:00,2025/03/10 23:59:59
698,550005,550001,8,8,550005,2,0,0,2025/03/30 12:00:00,2025/03/31 11:59:59
699,500043,500043,7,7,43,4,1043,0,2025/03/30 12:00:00,2025/03/31 11:59:59
700,130318,130318,1,1,30318,10,0,0,2025/03/11 12:00:00,2025/03/21 11:59:59
701,130319,130319,1,1,30319,10,0,0,2025/03/11 12:00:00,2025/03/21 11:59:59
702,130320,130320,1,1,30320,10,0,0,2025/03/21 12:00:00,2025/03/31 11:59:59
703,130321,130321,1,1,30321,10,0,0,2025/03/21 12:00:00,2025/03/31 11:59:59
704,530008,530008,8,8,530008,2,0,0,2025/04/09 12:00:00,2025/04/10 11:59:59
705,130324,130324,1,13,30324,9,0,0,2025/04/01 12:00:00,2025/05/01 11:59:59
706,150159,150159,1,13,50159,9,0,0,2025/04/01 12:00:00,2025/05/01 11:59:59
707,527,527,6,6,100166,3,0,0,2025/04/07 12:00:00,2025/07/07 4:59:59
708,130322,130322,1,1,30322,10,0,0,2025/03/31 12:00:00,2025/04/10 11:59:59
709,130323,130323,1,1,30323,10,0,0,2025/03/31 12:00:00,2025/04/10 11:59:59
710,500044,500044,7,7,44,4,1044,0,2025/04/29 12:00:00,2025/04/30 11:59:59
711,130328,130328,1,1,30328,10,0,0,2025/04/21 12:00:00,2025/04/30 11:59:59
712,130329,130329,1,1,30329,10,0,0,2025/04/21 12:00:00,2025/04/30 11:59:59
713,130326,130326,1,1,30326,10,0,0,2025/04/10 12:00:00,2025/04/21 11:59:59
714,130327,130327,1,1,30327,10,0,0,2025/04/10 12:00:00,2025/04/21 11:59:59
715,528,528,6,5,100167,5,0,0,2025/04/30 12:00:00,2025/05/21 11:59:59
716,901005,901005,9,11,9999,8,2,901005,2025/04/30 12:00:00,2025/05/02 11:59:59
717,901006,901005,9,11,9999,8,2,901006,2025/05/02 12:00:00,2025/05/04 11:59:59
718,901007,901005,9,11,9999,8,2,901007,2025/05/04 12:00:00,2025/05/06 11:59:59
719,901008,901005,9,11,9999,8,2,901008,2025/05/06 12:00:00,2025/05/08 11:59:59
720,540012,540001,8,8,540012,2,0,0,2025/05/11 12:00:00,2025/05/12 11:59:59
721,130330,130330,1,1,30330,11,0,0,2025/04/30 12:00:00,2025/05/12 11:59:59
722,130331,130331,1,1,30331,11,0,0,2025/04/30 12:00:00,2025/05/12 11:59:59
723,150160,150160,1,2,50160,10,0,0,2025/04/30 12:00:00,2025/05/21 11:59:59
724,130334,130334,1,13,30334,9,0,0,2025/05/01 12:00:00,2025/06/02 11:59:59
725,150161,150161,1,13,50161,9,0,0,2025/05/01 12:00:00,2025/06/02 11:59:59
726,130332,130332,1,1,30332,11,0,0,2025/04/30 12:00:00,2025/05/21 11:59:59
727,130336,130336,1,1,30336,11,0,0,2025/05/12 12:00:00,2025/05/21 11:59:59
728,130337,130337,1,1,30337,11,0,0,2025/05/12 12:00:00,2025/05/21 11:59:59
729,130340,130340,1,1,30340,10,0,0,2025/05/21 12:00:00,2025/05/30 11:59:59
730,130341,130341,1,1,30341,10,0,0,2025/05/21 12:00:00,2025/05/30 11:59:59
731,130344,130344,1,13,30344,9,0,0,2025/06/02 12:00:00,2025/07/01 11:59:59
732,150166,150166,1,13,50166,9,0,0,2025/06/02 12:00:00,2025/07/01 11:59:59
733,500045,500045,7,7,45,4,1045,0,2025/05/29 12:00:00,2025/05/30 11:59:59
734,130342,130342,1,1,30342,10,0,0,2025/05/30 12:00:00,2025/06/13 11:59:59
735,130343,130343,1,1,30343,10,0,0,2025/05/30 12:00:00,2025/06/13 11:59:59
736,150162,150162,1,2,50162,11,0,0,2025/05/24 21:00:00,2025/05/30 11:59:59
737,150163,150163,1,2,50163,11,0,0,2025/05/24 21:00:00,2025/05/30 11:59:59
738,150164,150164,1,2,50164,11,0,0,2025/05/25 21:00:00,2025/05/30 11:59:59
739,150165,150165,1,2,50165,11,0,0,2025/05/25 21:00:00,2025/05/30 11:59:59
740,901009,901009,9,11,9999,8,2,901009,2025/05/24 5:00:00,2025/05/24 20:00:00
741,901010,901009,9,11,9999,8,2,901010,2025/05/25 5:00:00,2025/05/25 20:00:00
742,529,529,6,5,100168,5,0,0,2025/06/27 12:00:00,2025/07/31 11:59:59
743,540013,540001,8,8,540013,2,0,0,2025/07/10 12:00:00,2025/07/11 11:59:59
744,130346,130346,1,1,30346,10,0,0,2025/06/13 12:00:00,2025/07/11 11:59:59
745,130347,130347,1,1,30347,10,0,0,2025/06/13 12:00:00,2025/06/27 11:59:59
746,570002,570001,6,8,570002,2,0,0,2025/06/26 12:00:00,2025/06/27 11:59:59
747,130350,130350,1,13,30350,9,0,0,2025/07/01 12:00:00,2025/08/01 11:59:59
748,150171,150171,1,13,50171,9,0,0,2025/07/01 12:00:00,2025/08/01 11:59:59
749,130348,130348,1,1,30348,10,0,0,2025/06/27 12:00:00,2025/07/22 11:59:59
750,130349,130349,1,1,30349,10,0,0,2025/06/27 12:00:00,2025/07/22 11:59:59
751,150167,150167,1,2,50167,11,0,0,2025/06/27 12:00:00,2025/07/31 11:59:59
752,150168,150168,1,2,50168,11,0,0,2025/06/27 12:00:00,2025/07/31 11:59:59
753,150169,150169,1,2,50169,11,0,0,2025/06/27 12:00:00,2025/07/31 11:59:59
754,550006,550001,8,8,550006,2,0,0,2025/07/30 22:00:00,2025/07/31 11:59:59
755,500046,500046,7,7,46,4,1046,0,2025/07/30 22:00:00,2025/07/31 11:59:59
756,901011,901011,9,11,9999,8,2,901011,2025/06/28 5:00:00,2025/07/24 4:59:59
757,901012,901011,9,11,9999,8,2,901011,2025/07/24 5:00:00,2025/07/25 23:59:59
758,130352,130352,1,1,30352,10,0,0,2025/07/11 12:00:00,2025/07/22 11:59:59
759,130353,130353,1,1,30353,10,0,0,2025/07/11 12:00:00,2025/07/22 11:59:59
760,900080,900032,9,11,9999,8,2,900080,2025/07/30 5:00:00,2025/07/30 19:59:59
761,900081,900032,9,11,9999,8,2,900080,2025/07/30 20:00:00,2025/07/30 21:29:59
762,900082,900032,9,11,9999,8,2,900082,2025/08/22 5:00:00,2025/08/22 19:59:59
763,900083,900032,9,11,9999,8,2,900082,2025/08/22 20:00:00,2025/08/22 21:29:59
764,900084,900032,9,11,9999,8,2,900084,2025/09/28 5:00:00,2025/09/28 19:59:59
765,900085,900032,9,11,9999,8,2,900084,2025/09/28 20:00:00,2025/09/28 21:29:59
766,900086,900032,9,11,9999,8,2,900086,2025/10/28 5:00:00,2025/10/28 19:59:59
767,900087,900032,9,11,9999,8,2,900086,2025/10/28 20:00:00,2025/10/28 21:29:59
768,900088,900032,9,11,9999,8,2,900088,2025/11/27 5:00:00,2025/11/27 19:59:59
769,900089,900032,9,11,9999,8,2,900088,2025/11/27 20:00:00,2025/11/27 21:29:59
770,900090,900032,9,11,9999,8,2,900090,2025/12/24 5:00:00,2025/12/24 19:59:59
771,900091,900032,9,11,9999,8,2,900090,2025/12/24 20:00:00,2025/12/24 21:29:59
772,900092,900032,9,11,9999,8,2,900092,2026/01/28 5:00:00,2026/01/28 19:59:59
773,900093,900032,9,11,9999,8,2,900092,2026/01/28 20:00:00,2026/01/28 21:29:59
774,900094,900032,9,11,9999,8,2,900094,2026/02/22 5:00:00,2026/02/22 19:59:59
775,900095,900032,9,11,9999,8,2,900094,2026/02/22 20:00:00,2026/02/22 21:29:59
776,900096,900096,9,11,9999,8,2,900096,2026/03/27 5:00:00,2026/03/27 19:59:59
777,900097,900096,9,11,9999,8,2,900096,2026/03/27 20:00:00,2026/03/27 21:29:59
778,900098,900096,9,11,9999,8,2,900096,2026/04/28 5:00:00,2026/04/28 19:59:59
779,900099,900096,9,11,9999,8,2,900096,2026/04/28 20:00:00,2026/04/28 21:29:59
780,900100,900096,9,11,9999,8,2,900096,2026/05/27 5:00:00,2026/05/27 19:59:59
781,900101,900096,9,11,9999,8,2,900096,2026/05/27 20:00:00,2026/05/27 21:29:59
782,900102,900096,9,11,9999,8,2,900096,2026/06/26 5:00:00,2026/06/26 19:59:59
783,900103,900096,9,11,9999,8,2,900096,2026/06/26 20:00:00,2026/06/26 21:29:59
784,130354,130354,1,1,30354,10,0,0,2025/07/22 12:00:00,2025/07/31 11:59:59
785,130355,130355,1,1,30355,10,0,0,2025/07/22 12:00:00,2025/07/31 11:59:59
786,130356,130356,1,1,30356,10,0,0,2025/07/31 12:00:00,2025/08/14 11:59:59
787,130357,130357,1,1,30357,10,0,0,2025/07/31 12:00:00,2025/08/14 11:59:59
788,130358,130358,1,13,30358,9,0,0,2025/08/01 12:00:00,2025/09/01 11:59:59
789,150173,150173,1,13,50173,9,0,0,2025/08/01 12:00:00,2025/09/01 11:59:59
790,500047,500047,7,7,47,4,1047,0,2025/08/28 12:00:00,2025/08/29 11:59:59
791,150172,150172,1,2,50172,11,0,0,2025/07/31 12:00:00,2025/08/14 11:59:59
792,580001,580001,6,8,580001,2,0,0,2025/08/23 12:00:00,2025/08/24 11:59:59
793,600037,600037,6,10,100169,5,0,0,2025/08/14 12:00:00,2025/08/24 11:59:59
794,600038,600038,6,10,100170,5,0,0,2025/08/24 12:00:00,2025/09/09 11:59:59
795,600039,600039,6,10,100171,5,0,0,2025/09/09 12:00:00,2025/09/29 11:59:59
796,130360,130360,1,1,30360,10,0,0,2025/08/14 12:00:00,2025/08/24 11:59:59
797,130361,130361,1,1,30361,10,0,0,2025/08/14 12:00:00,2025/08/24 11:59:59
798,130362,130362,1,1,30362,10,0,0,2025/08/24 12:00:00,2025/09/19 11:59:59
799,130363,130363,1,1,30363,10,0,0,2025/08/24 12:00:00,2025/09/19 11:59:59
800,150174,150174,13,2,50174,11,0,0,2025/08/24 12:00:00,2025/10/10 11:59:59
801,530,530,6,6,100172,2,0,0,2025/09/22 12:00:00,2025/10/27 4:59:59
802,531,531,6,6,100173,2,0,0,2025/10/27 12:00:00,2025/12/01 4:59:59
803,532,532,6,6,100174,2,0,0,2025/12/01 12:00:00,2025/12/30 4:59:59
804,540014,540001,8,8,540014,2,0,0,2025/09/08 12:00:00,2025/09/09 11:59:59
805,130364,130364,1,1,30364,10,0,0,2025/08/29 12:00:00,2025/09/09 11:59:59
806,130365,130365,1,1,30365,10,0,0,2025/08/29 12:00:00,2025/09/09 11:59:59
807,130366,130366,1,13,30366,9,0,0,2025/09/01 12:00:00,2025/10/01 11:59:59
808,150179,150179,1,13,50179,9,0,0,2025/09/01 12:00:00,2025/10/01 11:59:59
809,130368,130368,1,1,30368,10,0,0,2025/09/09 12:00:00,2025/09/19 11:59:59
810,130369,130369,1,1,30369,10,0,0,2025/09/09 12:00:00,2025/09/19 11:59:59
811,130370,130370,1,1,30370,10,0,0,2025/09/19 12:00:00,2025/09/29 11:59:59
812,130371,130371,1,1,30371,10,0,0,2025/09/19 12:00:00,2025/09/29 11:59:59
813,500048,500048,7,7,48,4,1048,0,2025/09/28 22:00:00,2025/09/29 11:59:59
814,533,533,6,5,100175,5,0,0,2025/10/29 12:00:00,2025/11/28 11:59:59
815,540015,540001,8,8,540015,2,0,0,2025/10/09 12:00:00,2025/10/10 11:59:59
816,130372,130372,1,1,30372,10,0,0,2025/09/29 12:00:00,2025/10/10 11:59:59
817,130373,130373,1,1,30373,10,0,0,2025/09/29 12:00:00,2025/10/10 11:59:59
818,130374,130374,1,13,30374,9,0,0,2025/10/01 12:00:00,2025/11/04 11:59:59
819,150180,150180,1,13,50180,9,0,0,2025/10/01 12:00:00,2025/11/04 11:59:59
820,500049,500049,7,7,49,4,1049,0,2025/11/27 22:00:00,2025/11/28 11:59:59
821,534,534,6,6,100176,3,0,0,2025/10/06 12:00:00,2025/12/29 4:59:59
822,535,535,6,6,100177,2,0,0,2025/12/11 12:00:00,2025/12/27 11:59:59
823,150181,150181,1,2,50181,11,0,0,2025/10/18 21:00:00,2025/10/24 11:59:59
824,150182,150182,1,2,50182,11,0,0,2025/10/18 21:00:00,2025/10/24 11:59:59
825,150183,150183,1,2,50183,11,0,0,2025/10/19 21:00:00,2025/10/24 11:59:59
826,150184,150184,1,2,50184,11,0,0,2025/10/19 21:00:00,2025/10/24 11:59:59
827,901013,901011,9,11,9999,8,2,901013,2025/10/18 5:00:00,2025/10/18 20:00:00
828,901014,901011,9,11,9999,8,2,901014,2025/10/19 5:00:00,2025/10/19 20:00:00
829,130380,130380,1,1,30380,10,0,0,2025/10/10 12:00:00,2025/10/20 11:59:59
830,130381,130381,1,1,30381,10,0,0,2025/10/10 12:00:00,2025/10/20 11:59:59
831,130376,130376,1,1,30376,10,0,0,2025/10/18 21:00:00,2025/10/29 11:59:59
832,130377,130377,1,1,30377,10,0,0,2025/10/18 21:00:00,2025/10/29 11:59:59
833,540016,540001,8,8,540016,2,0,0,2025/11/09 12:00:00,2025/11/10 11:59:59
834,150185,150185,1,2,50185,11,0,0,2025/10/29 12:00:00,2025/11/28 11:59:59
835,150186,150186,1,2,50186,11,0,0,2025/10/29 12:00:00,2025/11/28 11:59:59
836,150187,150187,1,2,50187,11,0,0,2025/10/29 12:00:00,2025/11/28 11:59:59
837,130384,130384,1,13,30384,9,0,0,2025/11/04 12:00:00,2025/12/01 11:59:59
838,150188,150188,1,13,50188,9,0,0,2025/11/04 12:00:00,2025/12/01 11:59:59
839,570003,570001,6,8,570003,2,0,0,2025/10/28 22:00:00,2025/10/29 11:59:59
840,130378,130378,1,1,30378,10,0,0,2025/10/18 21:00:00,2025/10/29 11:59:59
841,550007,550002,8,8,550007,2,0,0,2025/11/27 22:00:00,2025/11/28 11:59:59
842,130382,130382,1,1,30382,10,0,0,2025/10/29 12:00:00,2025/11/19 11:59:59
843,130383,130383,1,1,30383,10,0,0,2025/10/29 12:00:00,2025/11/19 11:59:59
844,536,536,6,6,100178,2,0,0,2025/12/26 12:00:00,2026/01/08 11:59:59
845,537,537,6,6,100179,2,0,0,2026/01/08 12:00:00,2026/01/30 11:59:59
846,130386,130386,1,1,30386,10,0,0,2025/11/10 12:00:00,2025/11/19 11:59:59
847,130387,130387,1,1,30387,10,0,0,2025/11/10 12:00:00,2025/11/19 11:59:59
848,150189,150189,1,2,50189,11,0,0,2025/11/10 12:00:00,2025/12/26 11:59:59
849,540017,540001,8,8,540017,2,0,0,2025/12/10 12:00:00,2025/12/11 11:59:59
850,130388,130388,1,1,30388,10,0,0,2025/11/19 12:00:00,2025/11/28 11:59:59
851,130389,130389,1,1,30389,10,0,0,2025/11/19 12:00:00,2025/11/28 11:59:59
852,130390,130390,1,1,30390,10,0,0,2025/11/28 12:00:00,2025/12/11 11:59:59
853,130391,130391,1,1,30391,10,0,0,2025/11/28 12:00:00,2025/12/11 11:59:59
854,600040,600040,14,10,1013,5,0,0,2026/02/24 12:00:00,2026/03/11 11:59:59
855,130392,130392,1,13,30392,9,0,0,2025/12/01 12:00:00,2026/01/05 11:59:59
856,150191,150191,1,13,50191,9,0,0,2025/12/01 12:00:00,2026/01/05 11:59:59
857,150190,150190,1,2,50190,11,0,0,2025/11/28 12:00:00,2025/12/11 11:59:59
858,130394,130394,1,1,30394,10,0,0,2025/12/11 12:00:00,2026/01/08 11:59:59
859,130395,130395,1,1,30395,10,0,0,2025/12/11 12:00:00,2026/01/08 11:59:59
860,580002,580002,6,8,580002,2,0,0,2025/12/11,2025/12/11 11:59:59
861,500050,500050,7,7,50,4,1050,0,2025/12/25 12:00:00,2025/12/26 11:59:59
862,538,538,6,6,100180,2,0,0,2026/02/16 12:00:00,2026/02/23 4:59:59
863,130396,130396,1,1,30396,10,0,0,2025/12/21 22:10:00,2026/01/19 11:59:59
864,130397,130397,1,1,30397,10,0,0,2025/12/21 22:10:00,2026/01/19 11:59:59
865,130398,130398,1,1,30398,10,0,0,2025/12/26 12:00:00,2026/01/08 11:59:59
866,130399,130399,1,1,30399,10,0,0,2025/12/26 12:00:00,2026/01/08 11:59:59
867,150194,150194,1,2,50194,11,0,0,2026/01/01 12:00:00,2026/02/28 11:59:59
868,150195,150195,1,2,50195,11,0,0,2026/01/01 12:00:00,2026/02/28 11:59:59
869,150196,150196,1,2,50196,11,0,0,2026/01/01 12:00:00,2026/02/28 11:59:59
870,150197,150197,1,2,50197,11,0,0,2026/01/01 12:00:00,2026/02/28 11:59:59
871,540018,540001,8,8,540018,2,0,0,2026/01/07 12:00:00,2026/01/08 11:59:59
872,130406,130406,1,1,30406,10,0,0,2026/01/08 12:00:00,2026/01/19 11:59:59
873,130407,130407,1,1,30407,10,0,0,2026/01/08 12:00:00,2026/01/19 11:59:59
874,590001,590001,15,14,9999,1,0,590001,2026/02/24 12:00:00,2026/03/10 11:59:59
875,150192,150192,1,2,50192,11,0,0,2026/01/01 12:00:00,2026/01/30 11:59:59
876,150193,150193,1,2,50193,11,0,0,2026/01/01 12:00:00,2026/01/30 11:59:59
877,130400,130400,1,13,30400,9,0,0,2026/01/05 12:00:00,2026/02/02 11:59:59
878,150198,150198,1,13,50198,9,0,0,2026/01/05 12:00:00,2026/02/02 11:59:59
879,500051,500051,7,7,51,4,1051,0,2026/01/29 12:00:00,2026/01/30 11:59:59
880,130402,130402,1,1,30402,10,0,0,2026/01/01 12:00:00,2026/01/19 11:59:59
881,130404,130404,1,1,30404,10,0,0,2026/01/01 12:00:00,2026/01/19 11:59:59
882,539,539,6,9,100181,2,0,0,2026/02/14 12:00:00,2026/02/24 11:59:59
883,130408,130408,1,1,30408,10,0,0,2026/01/19 12:00:00,2026/01/30 11:59:59
884,130409,130409,1,1,30409,10,0,0,2026/01/19 12:00:00,2026/01/30 11:59:59
885,130410,130410,1,1,30410,10,0,0,2026/01/30 12:00:00,2026/02/14 11:59:59
886,130411,130411,1,1,30411,10,0,0,2026/01/30 12:00:00,2026/02/14 11:59:59
887,130412,130412,1,13,30412,9,0,0,2026/02/02 12:00:00,2026/03/02 11:59:59
888,150199,150199,1,13,50199,9,0,0,2026/02/02 12:00:00,2026/03/02 11:59:59
889,150200,150200,12,2,50200,11,0,0,2026/02/24 12:00:00,2026/03/30 11:59:59
890,150208,150208,12,2,50208,11,0,0,2026/02/24 12:00:00,2026/03/30 11:59:59
891,130416,130416,1,1,30416,10,0,0,2026/02/24 12:00:00,2026/03/30 11:59:59
892,130417,130417,1,1,30417,10,0,0,2026/02/24 12:00:00,2026/03/30 11:59:59
893,150213,150213,13,2,50213,11,0,0,2026/02/24 12:00:00,2026/03/30 11:59:59
894,150218,150218,13,2,50218,11,0,0,2026/02/24 12:00:00,2026/03/30 11:59:59
