id,mission_type,condition_type,condition_value_1,condition_value_2,condition_value_3,condition_value_4,condition_num,step_group_id,step_order,disp_order,item_category,item_id,item_num,event_id,date_check_flg,transition_type,start_date,end_date
602702,6,600013,1013,0,0,0,10000000,214,1,214,55,102702,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
602703,6,600013,1013,0,0,0,50000000,214,2,214,55,102703,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
602704,6,600013,1013,0,0,0,100000000,214,3,214,55,102704,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
602705,6,100056,1013,0,0,0,1,3013,1,214,55,102705,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
602801,6,500001,41014004,0,0,0,1,216,1,216,55,102801,1,0,0,50003,2017/07/01 1:00:00,2050/01/01 4:59:59
602802,6,600013,1014,0,0,0,10000000,217,1,217,55,102802,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
602803,6,600013,1014,0,0,0,50000000,217,2,217,55,102803,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
602804,6,600013,1014,0,0,0,100000000,217,3,217,55,102804,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
602805,6,100056,1014,0,0,0,1,3014,1,217,55,102805,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
602901,6,500001,41015004,0,0,0,1,219,1,219,55,102901,1,0,1,50003,2021/03/02 12:00:00,2050/01/01 4:59:59
602902,6,600013,1015,0,0,0,10000000,220,1,220,55,102902,1,0,1,10001,2021/03/02 12:00:00,2050/01/01 4:59:59
602903,6,600013,1015,0,0,0,50000000,220,2,220,55,102903,1,0,1,10001,2021/03/02 12:00:00,2050/01/01 4:59:59
602904,6,600013,1015,0,0,0,100000000,220,3,220,55,102904,1,0,1,10001,2021/03/02 12:00:00,2050/01/01 4:59:59
602905,6,100056,1015,0,0,0,1,3015,1,220,55,102905,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
603001,6,500001,41017004,0,0,0,1,222,1,222,55,103001,1,0,0,50003,2017/07/01 1:00:00,2050/01/01 4:59:59
603002,6,600013,1017,0,0,0,10000000,223,1,223,55,103002,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603003,6,600013,1017,0,0,0,50000000,223,2,223,55,103003,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603004,6,600013,1017,0,0,0,100000000,223,3,223,55,103004,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603005,6,100056,1017,0,0,0,1,3016,1,223,55,103005,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
603101,6,500001,41018004,0,0,0,1,225,1,225,55,103101,1,0,0,50003,2017/07/01 1:00:00,2050/01/01 4:59:59
603102,6,600013,1018,0,0,0,10000000,226,1,226,55,103102,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603103,6,600013,1018,0,0,0,50000000,226,2,226,55,103103,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603104,6,600013,1018,0,0,0,100000000,226,3,226,55,103104,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603105,6,100056,1018,0,0,0,1,3017,1,226,55,103105,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
603201,6,500001,41020004,0,0,0,1,228,1,228,55,103201,1,0,1,50003,2021/06/10 12:00:00,2050/01/01 4:59:59
603202,6,600013,1020,0,0,0,10000000,229,1,229,55,103202,1,0,1,10001,2021/06/10 12:00:00,2050/01/01 4:59:59
603203,6,600013,1020,0,0,0,50000000,229,2,229,55,103203,1,0,1,10001,2021/06/10 12:00:00,2050/01/01 4:59:59
603204,6,600013,1020,0,0,0,100000000,229,3,229,55,103204,1,0,1,10001,2021/06/10 12:00:00,2050/01/01 4:59:59
603205,6,100056,1020,0,0,0,1,3018,1,229,55,103205,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
603301,6,500001,41024004,0,0,0,1,231,1,231,55,103301,1,0,0,50003,2017/07/01 1:00:00,2050/01/01 4:59:59
603302,6,600013,1024,0,0,0,10000000,232,1,232,55,103302,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603303,6,600013,1024,0,0,0,50000000,232,2,232,55,103303,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603304,6,600013,1024,0,0,0,100000000,232,3,232,55,103304,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603305,6,100056,1024,0,0,0,1,3019,1,232,55,103305,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
603401,6,500001,41027004,0,0,0,1,234,1,234,55,103401,1,0,0,50003,2017/07/01 1:00:00,2050/01/01 4:59:59
603402,6,600013,1027,0,0,0,10000000,235,1,235,55,103402,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603403,6,600013,1027,0,0,0,50000000,235,2,235,55,103403,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603404,6,600013,1027,0,0,0,100000000,235,3,235,55,103404,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603405,6,100056,1027,0,0,0,1,3020,1,235,55,103405,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
603501,6,500001,41030004,0,0,0,1,237,1,237,55,103501,1,0,0,50003,2017/07/01 1:00:00,2050/01/01 4:59:59
603502,6,600013,1030,0,0,0,10000000,238,1,238,55,103502,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603503,6,600013,1030,0,0,0,50000000,238,2,238,55,103503,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603504,6,600013,1030,0,0,0,100000000,238,3,238,55,103504,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603505,6,100056,1030,0,0,0,1,3021,1,238,55,103505,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
603601,6,500001,41032004,0,0,0,1,240,1,240,55,103601,1,0,0,50003,2017/07/01 1:00:00,2050/01/01 4:59:59
603602,6,600013,1032,0,0,0,10000000,241,1,241,55,103602,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603603,6,600013,1032,0,0,0,50000000,241,2,241,55,103603,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603604,6,600013,1032,0,0,0,100000000,241,3,241,55,103604,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603605,6,100056,1032,0,0,0,1,3022,1,241,55,103605,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
603701,6,500001,41035004,0,0,0,1,243,1,243,55,103701,1,0,0,50003,2017/07/01 1:00:00,2050/01/01 4:59:59
603702,6,600013,1035,0,0,0,10000000,244,1,244,55,103702,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603703,6,600013,1035,0,0,0,50000000,244,2,244,55,103703,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603704,6,600013,1035,0,0,0,100000000,244,3,244,55,103704,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603705,6,100056,1035,0,0,0,1,3023,1,244,55,103705,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
603801,6,500001,41040004,0,0,0,1,246,1,246,55,103801,1,0,1,50003,2021/07/20 12:00:00,2050/01/01 4:59:59
603802,6,600013,1040,0,0,0,10000000,247,1,247,55,103802,1,0,1,10001,2021/07/20 12:00:00,2050/01/01 4:59:59
603803,6,600013,1040,0,0,0,50000000,247,2,247,55,103803,1,0,1,10001,2021/07/20 12:00:00,2050/01/01 4:59:59
603804,6,600013,1040,0,0,0,100000000,247,3,247,55,103804,1,0,1,10001,2021/07/20 12:00:00,2050/01/01 4:59:59
603805,6,100056,1040,0,0,0,1,3024,1,247,55,103805,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
603901,6,500001,41041004,0,0,0,1,249,1,249,55,103901,1,0,0,50003,2017/07/01 1:00:00,2050/01/01 4:59:59
603902,6,600013,1041,0,0,0,10000000,250,1,250,55,103902,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603903,6,600013,1041,0,0,0,50000000,250,2,250,55,103903,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603904,6,600013,1041,0,0,0,100000000,250,3,250,55,103904,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
603905,6,100056,1041,0,0,0,1,3025,1,250,55,103905,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
604001,6,500001,41045004,0,0,0,1,252,1,252,55,104001,1,0,0,50003,2017/07/01 1:00:00,2050/01/01 4:59:59
604002,6,600013,1045,0,0,0,10000000,253,1,253,55,104002,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
604003,6,600013,1045,0,0,0,50000000,253,2,253,55,104003,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
604004,6,600013,1045,0,0,0,100000000,253,3,253,55,104004,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
604005,6,100056,1045,0,0,0,1,3026,1,253,55,104005,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
604101,6,500001,41052004,0,0,0,1,255,1,255,55,104101,1,0,0,50003,2017/07/01 1:00:00,2050/01/01 4:59:59
604102,6,600013,1052,0,0,0,10000000,256,1,256,55,104102,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
604103,6,600013,1052,0,0,0,50000000,256,2,256,55,104103,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
604104,6,600013,1052,0,0,0,100000000,256,3,256,55,104104,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
604105,6,100056,1052,0,0,0,1,3027,1,256,55,104105,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
604201,6,500001,41056004,0,0,0,1,258,1,258,55,104201,1,0,0,50003,2017/07/01 1:00:00,2050/01/01 4:59:59
604202,6,600013,1056,0,0,0,10000000,259,1,259,55,104202,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
604203,6,600013,1056,0,0,0,50000000,259,2,259,55,104203,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
604204,6,600013,1056,0,0,0,100000000,259,3,259,55,104204,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
604205,6,100056,1056,0,0,0,1,3028,1,259,55,104205,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
604301,6,500001,41060004,0,0,0,1,261,1,261,55,104301,1,0,0,50003,2017/07/01 1:00:00,2050/01/01 4:59:59
604302,6,600013,1060,0,0,0,10000000,262,1,262,55,104302,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
604303,6,600013,1060,0,0,0,50000000,262,2,262,55,104303,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
604304,6,600013,1060,0,0,0,100000000,262,3,262,55,104304,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
604305,6,100056,1060,0,0,0,1,3029,1,262,55,104305,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
604401,6,500001,41061004,0,0,0,1,264,1,264,55,104401,1,0,0,50003,2017/07/01 1:00:00,2050/01/01 4:59:59
604402,6,600013,1061,0,0,0,10000000,265,1,265,55,104402,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
604403,6,600013,1061,0,0,0,50000000,265,2,265,55,104403,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
604404,6,600013,1061,0,0,0,100000000,265,3,265,55,104404,1,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
604405,6,100056,1061,0,0,0,1,3030,1,265,55,104405,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
604501,6,500001,41026004,0,0,0,1,266,1,266,55,104501,1,0,1,50003,2021/03/09 12:00:00,2050/01/01 4:59:59
604502,6,600013,1026,0,0,0,10000000,267,1,267,55,104502,1,0,1,10001,2021/03/09 12:00:00,2050/01/01 4:59:59
604503,6,600013,1026,0,0,0,50000000,267,2,267,55,104503,1,0,1,10001,2021/03/09 12:00:00,2050/01/01 4:59:59
604504,6,600013,1026,0,0,0,100000000,267,3,267,55,104504,1,0,1,10001,2021/03/09 12:00:00,2050/01/01 4:59:59
604505,6,100056,1026,0,0,0,1,3031,1,267,55,104505,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
604601,6,500001,41023004,0,0,0,1,268,1,268,55,104601,1,0,1,50003,2021/03/18 12:00:00,2050/01/01 4:59:59
604602,6,600013,1023,0,0,0,10000000,269,1,269,55,104602,1,0,1,10001,2021/03/18 12:00:00,2050/01/01 4:59:59
604603,6,600013,1023,0,0,0,50000000,269,2,269,55,104603,1,0,1,10001,2021/03/18 12:00:00,2050/01/01 4:59:59
604604,6,600013,1023,0,0,0,100000000,269,3,269,55,104604,1,0,1,10001,2021/03/18 12:00:00,2050/01/01 4:59:59
604605,6,100056,1023,0,0,0,1,3032,1,269,55,104605,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
604701,6,500001,41038004,0,0,0,1,270,1,270,55,104701,1,0,1,50003,2021/04/15 12:00:00,2050/01/01 4:59:59
604702,6,600013,1038,0,0,0,10000000,271,1,271,55,104702,1,0,1,10001,2021/04/15 12:00:00,2050/01/01 4:59:59
604703,6,600013,1038,0,0,0,50000000,271,2,271,55,104703,1,0,1,10001,2021/04/15 12:00:00,2050/01/01 4:59:59
604704,6,600013,1038,0,0,0,100000000,271,3,271,55,104704,1,0,1,10001,2021/04/15 12:00:00,2050/01/01 4:59:59
604705,6,100056,1038,0,0,0,1,3033,1,271,55,104705,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
604801,6,500001,41050004,0,0,0,1,272,1,272,55,104801,1,0,1,50003,2021/04/26 12:00:00,2050/01/01 4:59:59
604802,6,600013,1050,0,0,0,10000000,273,1,273,55,104802,1,0,1,10001,2021/04/26 12:00:00,2050/01/01 4:59:59
604803,6,600013,1050,0,0,0,50000000,273,2,273,55,104803,1,0,1,10001,2021/04/26 12:00:00,2050/01/01 4:59:59
604804,6,600013,1050,0,0,0,100000000,273,3,273,55,104804,1,0,1,10001,2021/04/26 12:00:00,2050/01/01 4:59:59
604805,6,100056,1050,0,0,0,1,3034,1,273,55,104805,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
604901,6,500001,41046004,0,0,0,1,274,1,274,55,104901,1,0,1,50003,2021/05/06 12:00:00,2050/01/01 4:59:59
604902,6,600013,1046,0,0,0,10000000,275,1,275,55,104902,1,0,1,10001,2021/05/06 12:00:00,2050/01/01 4:59:59
604903,6,600013,1046,0,0,0,50000000,275,2,275,55,104903,1,0,1,10001,2021/05/06 12:00:00,2050/01/01 4:59:59
604904,6,600013,1046,0,0,0,100000000,275,3,275,55,104904,1,0,1,10001,2021/05/06 12:00:00,2050/01/01 4:59:59
604905,6,100056,1046,0,0,0,1,3035,1,275,55,104905,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
605001,6,500001,41016004,0,0,0,1,276,1,276,55,105001,1,0,1,50003,2021/05/17 12:00:00,2050/01/01 4:59:59
605002,6,600013,1016,0,0,0,10000000,277,1,277,55,105002,1,0,1,10001,2021/05/17 12:00:00,2050/01/01 4:59:59
605003,6,600013,1016,0,0,0,50000000,277,2,277,55,105003,1,0,1,10001,2021/05/17 12:00:00,2050/01/01 4:59:59
605004,6,600013,1016,0,0,0,100000000,277,3,277,55,105004,1,0,1,10001,2021/05/17 12:00:00,2050/01/01 4:59:59
605005,6,100056,1016,0,0,0,1,3036,1,277,55,105005,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
605101,6,500001,41058004,0,0,0,1,278,1,278,55,105101,1,0,1,50003,2021/08/11 12:00:00,2050/01/01 4:59:59
605102,6,600013,1058,0,0,0,10000000,279,1,279,55,105102,1,0,1,10001,2021/08/11 12:00:00,2050/01/01 4:59:59
605103,6,600013,1058,0,0,0,50000000,279,2,279,55,105103,1,0,1,10001,2021/08/11 12:00:00,2050/01/01 4:59:59
605104,6,600013,1058,0,0,0,100000000,279,3,279,55,105104,1,0,1,10001,2021/08/11 12:00:00,2050/01/01 4:59:59
605105,6,100056,1058,0,0,0,1,3037,1,279,55,105105,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
605201,6,500001,41037004,0,0,0,1,280,1,280,55,105201,1,0,1,50003,2021/08/20 12:00:00,2050/01/01 4:59:59
605202,6,600013,1037,0,0,0,10000000,281,1,281,55,105202,1,0,1,10001,2021/08/20 12:00:00,2050/01/01 4:59:59
605203,6,600013,1037,0,0,0,50000000,281,2,281,55,105203,1,0,1,10001,2021/08/20 12:00:00,2050/01/01 4:59:59
605204,6,600013,1037,0,0,0,100000000,281,3,281,55,105204,1,0,1,10001,2021/08/20 12:00:00,2050/01/01 4:59:59
605205,6,100056,1037,0,0,0,1,3038,1,281,55,105205,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
605301,6,500001,41028004,0,0,0,1,282,1,282,55,105301,1,0,1,50003,2021/09/10 12:00:00,2050/01/01 4:59:59
605302,6,600013,1028,0,0,0,10000000,283,1,283,55,105302,1,0,1,10001,2021/09/10 12:00:00,2050/01/01 4:59:59
605303,6,600013,1028,0,0,0,50000000,283,2,283,55,105303,1,0,1,10001,2021/09/10 12:00:00,2050/01/01 4:59:59
605304,6,600013,1028,0,0,0,100000000,283,3,283,55,105304,1,0,1,10001,2021/09/10 12:00:00,2050/01/01 4:59:59
605305,6,100056,1028,0,0,0,1,3039,1,283,55,105305,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
605401,6,500001,41019004,0,0,0,1,284,1,284,55,105401,1,0,1,50003,2021/09/20 12:00:00,2050/01/01 4:59:59
605402,6,600013,1019,0,0,0,10000000,285,1,285,55,105402,1,0,1,10001,2021/09/20 12:00:00,2050/01/01 4:59:59
605403,6,600013,1019,0,0,0,50000000,285,2,285,55,105403,1,0,1,10001,2021/09/20 12:00:00,2050/01/01 4:59:59
605404,6,600013,1019,0,0,0,100000000,285,3,285,55,105404,1,0,1,10001,2021/09/20 12:00:00,2050/01/01 4:59:59
605405,6,100056,1019,0,0,0,1,3040,1,285,55,105405,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
605501,6,500001,41039004,0,0,0,1,286,1,286,55,105501,1,0,1,50003,2021/10/11 12:00:00,2050/01/01 4:59:59
605502,6,600013,1039,0,0,0,10000000,287,1,287,55,105502,1,0,1,10001,2021/10/11 12:00:00,2050/01/01 4:59:59
605503,6,600013,1039,0,0,0,50000000,287,2,287,55,105503,1,0,1,10001,2021/10/11 12:00:00,2050/01/01 4:59:59
605504,6,600013,1039,0,0,0,100000000,287,3,287,55,105504,1,0,1,10001,2021/10/11 12:00:00,2050/01/01 4:59:59
605505,6,100056,1039,0,0,0,1,3041,1,287,55,105505,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
605601,6,500001,41025004,0,0,0,1,288,1,288,55,105601,1,0,1,50003,2021/10/20 12:00:00,2050/01/01 4:59:59
605602,6,600013,1025,0,0,0,10000000,289,1,289,55,105602,1,0,1,10001,2021/10/20 12:00:00,2050/01/01 4:59:59
605603,6,600013,1025,0,0,0,50000000,289,2,289,55,105603,1,0,1,10001,2021/10/20 12:00:00,2050/01/01 4:59:59
605604,6,600013,1025,0,0,0,100000000,289,3,289,55,105604,1,0,1,10001,2021/10/20 12:00:00,2050/01/01 4:59:59
605605,6,100056,1025,0,0,0,1,3042,1,289,55,105605,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
605701,6,500001,41048004,0,0,0,1,290,1,290,55,105701,1,0,1,50003,2021/11/08 12:00:00,2050/01/01 4:59:59
605702,6,600013,1048,0,0,0,10000000,291,1,291,55,105702,1,0,1,10001,2021/11/08 12:00:00,2050/01/01 4:59:59
605703,6,600013,1048,0,0,0,50000000,291,2,291,55,105703,1,0,1,10001,2021/11/08 12:00:00,2050/01/01 4:59:59
605704,6,600013,1048,0,0,0,100000000,291,3,291,55,105704,1,0,1,10001,2021/11/08 12:00:00,2050/01/01 4:59:59
605705,6,100056,1048,0,0,0,1,3043,1,291,55,105705,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
605801,6,500001,41059004,0,0,0,1,292,1,292,55,105801,1,0,1,50003,2021/11/19 12:00:00,2050/01/01 4:59:59
605802,6,600013,1059,0,0,0,10000000,293,1,293,55,105802,1,0,1,10001,2021/11/19 12:00:00,2050/01/01 4:59:59
605803,6,600013,1059,0,0,0,50000000,293,2,293,55,105803,1,0,1,10001,2021/11/19 12:00:00,2050/01/01 4:59:59
605804,6,600013,1059,0,0,0,100000000,293,3,293,55,105804,1,0,1,10001,2021/11/19 12:00:00,2050/01/01 4:59:59
605805,6,100056,1059,0,0,0,1,3044,1,293,55,105805,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
605901,6,500001,41022004,0,0,0,1,294,1,294,55,105901,1,0,1,50003,2021/12/14 12:00:00,2050/01/01 4:59:59
605902,6,600013,1022,0,0,0,10000000,295,1,295,55,105902,1,0,1,10001,2021/12/14 12:00:00,2050/01/01 4:59:59
605903,6,600013,1022,0,0,0,50000000,295,2,295,55,105903,1,0,1,10001,2021/12/14 12:00:00,2050/01/01 4:59:59
605904,6,600013,1022,0,0,0,100000000,295,3,295,55,105904,1,0,1,10001,2021/12/14 12:00:00,2050/01/01 4:59:59
605905,6,100056,1022,0,0,0,1,3045,1,295,55,105905,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
606001,6,500001,41021004,0,0,0,1,296,1,296,55,106001,1,0,1,50003,2021/12/22 12:00:00,2050/01/01 4:59:59
606002,6,600013,1021,0,0,0,10000000,297,1,297,55,106002,1,0,1,10001,2021/12/22 12:00:00,2050/01/01 4:59:59
606003,6,600013,1021,0,0,0,50000000,297,2,297,55,106003,1,0,1,10001,2021/12/22 12:00:00,2050/01/01 4:59:59
606004,6,600013,1021,0,0,0,100000000,297,3,297,55,106004,1,0,1,10001,2021/12/22 12:00:00,2050/01/01 4:59:59
606005,6,100056,1021,0,0,0,1,3046,1,297,55,106005,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
606101,6,500001,41069004,0,0,0,1,298,1,298,55,106101,1,0,1,50003,2022/01/20 12:00:00,2050/01/01 4:59:59
606102,6,600013,1069,0,0,0,10000000,299,1,299,55,106102,1,0,1,10001,2022/01/20 12:00:00,2050/01/01 4:59:59
606103,6,600013,1069,0,0,0,50000000,299,2,299,55,106103,1,0,1,10001,2022/01/20 12:00:00,2050/01/01 4:59:59
606104,6,600013,1069,0,0,0,100000000,299,3,299,55,106104,1,0,1,10001,2022/01/20 12:00:00,2050/01/01 4:59:59
606105,6,100056,1069,0,0,0,1,3047,1,299,55,106105,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
606201,6,500001,41071004,0,0,0,1,300,1,300,55,106201,1,0,1,50003,2022/02/08 12:00:00,2050/01/01 4:59:59
606202,6,600013,1071,0,0,0,10000000,301,1,301,55,106202,1,0,1,10001,2022/02/08 12:00:00,2050/01/01 4:59:59
606203,6,600013,1071,0,0,0,50000000,301,2,301,55,106203,1,0,1,10001,2022/02/08 12:00:00,2050/01/01 4:59:59
606204,6,600013,1071,0,0,0,100000000,301,3,301,55,106204,1,0,1,10001,2022/02/08 12:00:00,2050/01/01 4:59:59
606205,6,100056,1071,0,0,0,1,3048,1,301,55,106205,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
606301,6,500001,41033004,0,0,0,1,302,1,302,55,106301,1,0,1,50003,2022/02/16 12:00:00,2050/01/01 4:59:59
606302,6,600013,1033,0,0,0,10000000,303,1,303,55,106302,1,0,1,10001,2022/02/16 12:00:00,2050/01/01 4:59:59
606303,6,600013,1033,0,0,0,50000000,303,2,303,55,106303,1,0,1,10001,2022/02/16 12:00:00,2050/01/01 4:59:59
606304,6,600013,1033,0,0,0,100000000,303,3,303,55,106304,1,0,1,10001,2022/02/16 12:00:00,2050/01/01 4:59:59
606305,6,100056,1033,0,0,0,1,3049,1,304,55,106305,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
606401,6,500001,41068004,0,0,0,1,304,1,305,55,106401,1,0,1,50003,2022/02/24 12:00:00,2050/01/01 4:59:59
606402,6,600013,1068,0,0,0,10000000,305,1,306,55,106402,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
606403,6,600013,1068,0,0,0,50000000,305,2,306,55,106403,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
606404,6,600013,1068,0,0,0,100000000,305,3,306,55,106404,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
606405,6,100056,1068,0,0,0,1,3050,1,307,55,106405,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
606501,6,500001,41062004,0,0,0,1,306,1,308,55,106501,1,0,1,50003,2022/02/24 12:00:00,2050/01/01 4:59:59
606502,6,600013,1062,0,0,0,10000000,307,1,309,55,106502,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
606503,6,600013,1062,0,0,0,50000000,307,2,309,55,106503,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
606504,6,600013,1062,0,0,0,100000000,307,3,309,55,106504,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
606505,6,100056,1062,0,0,0,1,3051,1,310,55,106505,1,0,1,10001,2022/02/24 12:00:00,2050/01/01 4:59:59
606601,6,500001,41067004,0,0,0,1,308,1,311,55,106601,1,0,1,50003,2022/03/07 12:00:00,2050/01/01 4:59:59
606602,6,600013,1067,0,0,0,10000000,309,1,312,55,106602,1,0,1,10001,2022/03/07 12:00:00,2050/01/01 4:59:59
606603,6,600013,1067,0,0,0,50000000,309,2,312,55,106603,1,0,1,10001,2022/03/07 12:00:00,2050/01/01 4:59:59
606604,6,600013,1067,0,0,0,100000000,309,3,312,55,106604,1,0,1,10001,2022/03/07 12:00:00,2050/01/01 4:59:59
606605,6,100056,1067,0,0,0,1,3052,1,313,55,106605,1,0,1,10001,2022/03/07 12:00:00,2050/01/01 4:59:59
606701,6,500001,41074004,0,0,0,1,310,1,314,55,106701,1,0,1,50003,2022/03/18 12:00:00,2050/01/01 4:59:59
606702,6,600013,1074,0,0,0,10000000,311,1,315,55,106702,1,0,1,10001,2022/03/18 12:00:00,2050/01/01 4:59:59
606703,6,600013,1074,0,0,0,50000000,311,2,315,55,106703,1,0,1,10001,2022/03/18 12:00:00,2050/01/01 4:59:59
606704,6,600013,1074,0,0,0,100000000,311,3,315,55,106704,1,0,1,10001,2022/03/18 12:00:00,2050/01/01 4:59:59
606705,6,100056,1074,0,0,0,1,3053,1,316,55,106705,1,0,1,10001,2022/03/18 12:00:00,2050/01/01 4:59:59
606801,6,500001,41051004,0,0,0,1,312,1,317,55,106801,1,0,1,50003,2022/04/11 12:00:00,2050/01/01 4:59:59
606802,6,600013,1051,0,0,0,10000000,313,1,318,55,106802,1,0,1,10001,2022/04/11 12:00:00,2050/01/01 4:59:59
606803,6,600013,1051,0,0,0,50000000,313,2,318,55,106803,1,0,1,10001,2022/04/11 12:00:00,2050/01/01 4:59:59
606804,6,600013,1051,0,0,0,100000000,313,3,318,55,106804,1,0,1,10001,2022/04/11 12:00:00,2050/01/01 4:59:59
