id,rental_rank,rental_num,use_value1,use_value2
2264,80,19,14650,7860
2265,80,20,14650,7860
2266,80,21,14650,7860
2267,80,22,14650,7860
2268,80,23,14650,7860
2269,80,24,14650,7860
2270,80,25,14650,7860
2271,81,16,14650,7860
2272,81,17,14650,7860
2273,81,18,14650,7860
2274,81,19,14650,7860
2275,81,20,14650,7860
2276,81,21,14650,7860
2277,81,22,14650,7860
2278,81,23,14650,7860
2279,81,24,14650,7860
2280,81,25,14650,7860
2281,82,16,14650,7860
2282,82,17,14650,7860
2283,82,18,14650,7860
2284,82,19,14650,7860
2285,82,20,14650,7860
2286,82,21,14650,7860
2287,82,22,14650,7860
2288,82,23,14650,7860
2289,82,24,14650,7860
2290,82,25,14650,7860
2291,83,16,14650,7860
2292,83,17,14650,7860
2293,83,18,14650,7860
2294,83,19,14650,7860
2295,83,20,14650,7860
2296,83,21,14650,7860
2297,83,22,14650,7860
2298,83,23,14650,7860
2299,83,24,14650,7860
2300,83,25,14650,7860
2301,84,16,14650,7860
2302,84,17,14650,7860
2303,84,18,14650,7860
2304,84,19,14650,7860
2305,84,20,14650,7860
2306,84,21,14650,7860
2307,84,22,14650,7860
2308,84,23,14650,7860
2309,84,24,14650,7860
2310,84,25,14650,7860
2311,85,16,14650,7860
2312,85,17,14650,7860
2313,85,18,14650,7860
2314,85,19,14650,7860
2315,85,20,14650,7860
2316,85,21,14650,7860
2317,85,22,14650,7860
2318,85,23,14650,7860
2319,85,24,14650,7860
2320,85,25,14650,7860
2321,86,16,14650,7860
2322,86,17,14650,7860
2323,86,18,14650,7860
2324,86,19,14650,7860
2325,86,20,14650,7860
2326,86,21,14650,7860
2327,86,22,14650,7860
2328,86,23,14650,7860
2329,86,24,14650,7860
2330,86,25,14650,7860
2331,87,16,14650,7860
2332,87,17,14650,7860
2333,87,18,14650,7860
2334,87,19,14650,7860
2335,87,20,14650,7860
2336,87,21,14650,7860
2337,87,22,14650,7860
2338,87,23,14650,7860
2339,87,24,14650,7860
2340,87,25,14650,7860
2341,88,16,14650,7860
2342,88,17,14650,7860
2343,88,18,14650,7860
2344,88,19,14650,7860
2345,88,20,14650,7860
2346,88,21,14650,7860
2347,88,22,14650,7860
2348,88,23,14650,7860
2349,88,24,14650,7860
2350,88,25,14650,7860
2351,89,16,14650,7860
2352,89,17,14650,7860
2353,89,18,14650,7860
2354,89,19,14650,7860
2355,89,20,14650,7860
2356,89,21,14650,7860
2357,89,22,14650,7860
2358,89,23,14650,7860
2359,89,24,14650,7860
2360,89,25,14650,7860
2361,90,16,14650,7860
2362,90,17,14650,7860
2363,90,18,14650,7860
2364,90,19,14650,7860
2365,90,20,14650,7860
2366,90,21,14650,7860
2367,90,22,14650,7860
2368,90,23,14650,7860
2369,90,24,14650,7860
2370,90,25,14650,7860
2371,91,16,14650,7860
2372,91,17,14650,7860
2373,91,18,14650,7860
2374,91,19,14650,7860
2375,91,20,14650,7860
2376,91,21,14650,7860
2377,91,22,14650,7860
2378,91,23,14650,7860
2379,91,24,14650,7860
2380,91,25,14650,7860
2381,92,16,14650,7860
2382,92,17,14650,7860
2383,92,18,14650,7860
2384,92,19,14650,7860
2385,92,20,14650,7860
2386,92,21,14650,7860
2387,92,22,14650,7860
2388,92,23,14650,7860
2389,92,24,14650,7860
2390,92,25,14650,7860
2391,93,16,14650,7860
2392,93,17,14650,7860
2393,93,18,14650,7860
2394,93,19,14650,7860
2395,93,20,14650,7860
2396,93,21,14650,7860
2397,93,22,14650,7860
2398,93,23,14650,7860
2399,93,24,14650,7860
2400,93,25,14650,7860
2401,94,16,14650,7860
2402,94,17,14650,7860
2403,94,18,14650,7860
2404,94,19,14650,7860
2405,94,20,14650,7860
2406,94,21,14650,7860
2407,94,22,14650,7860
2408,94,23,14650,7860
2409,94,24,14650,7860
2410,94,25,14650,7860
2411,95,16,14650,7860
2412,95,17,14650,7860
2413,95,18,14650,7860
2414,95,19,14650,7860
2415,95,20,14650,7860
2416,95,21,14650,7860
2417,95,22,14650,7860
2418,95,23,14650,7860
2419,95,24,14650,7860
2420,95,25,14650,7860
2421,96,16,14650,7860
2422,96,17,14650,7860
2423,96,18,14650,7860
2424,96,19,14650,7860
2425,96,20,14650,7860
2426,96,21,14650,7860
2427,96,22,14650,7860
2428,96,23,14650,7860
2429,96,24,14650,7860
2430,96,25,14650,7860
2431,97,16,14650,7860
2432,97,17,14650,7860
2433,97,18,14650,7860
2434,97,19,14650,7860
2435,97,20,14650,7860
2436,97,21,14650,7860
2437,97,22,14650,7860
2438,97,23,14650,7860
2439,97,24,14650,7860
2440,97,25,14650,7860
2441,98,16,14650,7860
2442,98,17,14650,7860
2443,98,18,14650,7860
2444,98,19,14650,7860
2445,98,20,14650,7860
2446,98,21,14650,7860
2447,98,22,14650,7860
2448,98,23,14650,7860
2449,98,24,14650,7860
2450,98,25,14650,7860
2451,99,1,14650,7860
2452,99,2,14650,7860
2453,99,3,14650,7860
2454,99,4,14650,7860
2455,99,5,14650,7860
2456,99,6,14650,7860
2457,99,7,14650,7860
2458,99,8,14650,7860
2459,99,9,14650,7860
2460,99,10,14650,7860
2461,99,11,14650,7860
2462,99,12,14650,7860
2463,99,13,14650,7860
2464,99,14,14650,7860
2465,99,15,14650,7860
2466,99,16,14650,7860
2467,99,17,14650,7860
2468,99,18,14650,7860
2469,99,19,14650,7860
2470,99,20,14650,7860
2471,99,21,14650,7860
2472,99,22,14650,7860
2473,99,23,14650,7860
2474,99,24,14650,7860
2475,99,25,14650,7860
2476,100,1,14650,7860
2477,100,2,14650,7860
2478,100,3,14650,7860
2479,100,4,14650,7860
2480,100,5,14650,7860
2481,100,6,14650,7860
2482,100,7,14650,7860
2483,100,8,14650,7860
2484,100,9,14650,7860
2485,100,10,14650,7860
2486,100,11,14650,7860
2487,100,12,14650,7860
2488,100,13,14650,7860
2489,100,14,14650,7860
2490,100,15,14650,7860
2491,100,16,14650,7860
2492,100,17,14650,7860
2493,100,18,14650,7860
2494,100,19,14650,7860
2495,100,20,14650,7860
2496,100,21,14650,7860
2497,100,22,14650,7860
2498,100,23,14650,7860
2499,100,24,14650,7860
2500,100,25,14650,7860
2501,101,1,14650,7860
2502,101,2,14650,7860
2503,101,3,14650,7860
2504,101,4,14650,7860
2505,101,5,14650,7860
2506,101,6,14650,7860
2507,101,7,14650,7860
2508,101,8,14650,7860
2509,101,9,14650,7860
2510,101,10,14650,7860
2511,101,11,14650,7860
2512,101,12,14650,7860
2513,101,13,14650,7860
2514,101,14,14650,7860
2515,101,15,14650,7860
2516,101,16,14650,7860
2517,101,17,14650,7860
2518,101,18,14650,7860
2519,101,19,14650,7860
2520,101,20,14650,7860
2521,101,21,14650,7860
2522,101,22,14650,7860
2523,101,23,14650,7860
2524,101,24,14650,7860
2525,101,25,14650,7860
2526,102,1,14650,7860
2527,102,2,14650,7860
2528,102,3,14650,7860
2529,102,4,14650,7860
2530,102,5,14650,7860
2531,102,6,14650,7860
2532,102,7,14650,7860
2533,102,8,14650,7860
2534,102,9,14650,7860
2535,102,10,14650,7860
2536,102,11,14650,7860
2537,102,12,14650,7860
2538,102,13,14650,7860
2539,102,14,14650,7860
2540,102,15,14650,7860
2541,102,16,14650,7860
2542,102,17,14650,7860
2543,102,18,14650,7860
2544,102,19,14650,7860
2545,102,20,14650,7860
2546,102,21,14650,7860
2547,102,22,14650,7860
2548,102,23,14650,7860
2549,102,24,14650,7860
2550,102,25,14650,7860
2551,103,1,14650,7860
2552,103,2,14650,7860
2553,103,3,14650,7860
2554,103,4,14650,7860
2555,103,5,14650,7860
2556,103,6,14650,7860
2557,103,7,14650,7860
2558,103,8,14650,7860
2559,103,9,14650,7860
2560,103,10,14650,7860
2561,103,11,14650,7860
2562,103,12,14650,7860
2563,103,13,14650,7860
2564,103,14,14650,7860
2565,103,15,14650,7860
2566,103,16,14650,7860
2567,103,17,14650,7860
2568,103,18,14650,7860
2569,103,19,14650,7860
2570,103,20,14650,7860
2571,103,21,14650,7860
2572,103,22,14650,7860
2573,103,23,14650,7860
2574,103,24,14650,7860
2575,103,25,14650,7860
2576,104,1,14650,7860
2577,104,2,14650,7860
2578,104,3,14650,7860
2579,104,4,14650,7860
2580,104,5,14650,7860
2581,104,6,14650,7860
2582,104,7,14650,7860
2583,104,8,14650,7860
2584,104,9,14650,7860
2585,104,10,14650,7860
2586,104,11,14650,7860
2587,104,12,14650,7860
2588,104,13,14650,7860
2589,104,14,14650,7860
2590,104,15,14650,7860
2591,104,16,14650,7860
2592,104,17,14650,7860
2593,104,18,14650,7860
2594,104,19,14650,7860
2595,104,20,14650,7860
2596,104,21,14650,7860
2597,104,22,14650,7860
2598,104,23,14650,7860
2599,104,24,14650,7860
2600,104,25,14650,7860
2601,105,1,14650,7860
2602,105,2,14650,7860
2603,105,3,14650,7860
2604,105,4,14650,7860
2605,105,5,14650,7860
2606,105,6,14650,7860
2607,105,7,14650,7860
2608,105,8,14650,7860
2609,105,9,14650,7860
2610,105,10,14650,7860
2611,105,11,14650,7860
2612,105,12,14650,7860
2613,105,13,14650,7860
2614,105,14,14650,7860
2615,105,15,14650,7860
2616,105,16,14650,7860
2617,105,17,14650,7860
2618,105,18,14650,7860
2619,105,19,14650,7860
2620,105,20,14650,7860
2621,105,21,14650,7860
2622,105,22,14650,7860
2623,105,23,14650,7860
2624,105,24,14650,7860
2625,105,25,14650,7860
2626,106,1,14650,7860
2627,106,2,14650,7860
2628,106,3,14650,7860
2629,106,4,14650,7860
2630,106,5,14650,7860
2631,106,6,14650,7860
2632,106,7,14650,7860
2633,106,8,14650,7860
2634,106,9,14650,7860
2635,106,10,14650,7860
2636,106,11,14650,7860
2637,106,12,14650,7860
2638,106,13,14650,7860
2639,106,14,14650,7860
2640,106,15,14650,7860
2641,106,16,14650,7860
2642,106,17,14650,7860
2643,106,18,14650,7860
2644,106,19,14650,7860
2645,106,20,14650,7860
2646,106,21,14650,7860
2647,106,22,14650,7860
2648,106,23,14650,7860
2649,106,24,14650,7860
2650,106,25,14650,7860
2651,107,1,14650,7860
2652,107,2,14650,7860
2653,107,3,14650,7860
2654,107,4,14650,7860
2655,107,5,14650,7860
2656,107,6,14650,7860
2657,107,7,14650,7860
2658,107,8,14650,7860
2659,107,9,14650,7860
2660,107,10,14650,7860
2661,107,11,14650,7860
2662,107,12,14650,7860
2663,107,13,14650,7860
2664,107,14,14650,7860
2665,107,15,14650,7860
2666,107,16,14650,7860
2667,107,17,14650,7860
2668,107,18,14650,7860
2669,107,19,14650,7860
2670,107,20,14650,7860
2671,107,21,14650,7860
2672,107,22,14650,7860
2673,107,23,14650,7860
2674,107,24,14650,7860
2675,107,25,14650,7860
2676,108,1,14650,7860
2677,108,2,14650,7860
2678,108,3,14650,7860
2679,108,4,14650,7860
2680,108,5,14650,7860
2681,108,6,14650,7860
2682,108,7,14650,7860
2683,108,8,14650,7860
2684,108,9,14650,7860
2685,108,10,14650,7860
2686,108,11,14650,7860
2687,108,12,14650,7860
2688,108,13,14650,7860
2689,108,14,14650,7860
2690,108,15,14650,7860
2691,108,16,14650,7860
2692,108,17,14650,7860
2693,108,18,14650,7860
2694,108,19,14650,7860
2695,108,20,14650,7860
2696,108,21,14650,7860
2697,108,22,14650,7860
2698,108,23,14650,7860
2699,108,24,14650,7860
2700,108,25,14650,7860
2701,109,1,14650,7860
2702,109,2,14650,7860
2703,109,3,14650,7860
2704,109,4,14650,7860
2705,109,5,14650,7860
2706,109,6,14650,7860
2707,109,7,14650,7860
2708,109,8,14650,7860
2709,109,9,14650,7860
2710,109,10,14650,7860
2711,109,11,14650,7860
2712,109,12,14650,7860
2713,109,13,14650,7860
2714,109,14,14650,7860
2715,109,15,14650,7860
2716,109,16,14650,7860
2717,109,17,14650,7860
2718,109,18,14650,7860
2719,109,19,14650,7860
2720,109,20,14650,7860
2721,109,21,14650,7860
2722,109,22,14650,7860
2723,109,23,14650,7860
2724,109,24,14650,7860
2725,109,25,14650,7860
2726,110,1,14650,7860
2727,110,2,14650,7860
2728,110,3,14650,7860
2729,110,4,14650,7860
2730,110,5,14650,7860
2731,110,6,14650,7860
2732,110,7,14650,7860
2733,110,8,14650,7860
2734,110,9,14650,7860
2735,110,10,14650,7860
2736,110,11,14650,7860
2737,110,12,14650,7860
2738,110,13,14650,7860
2739,110,14,14650,7860
2740,110,15,14650,7860
2741,110,16,14650,7860
2742,110,17,14650,7860
2743,110,18,14650,7860
2744,110,19,14650,7860
2745,110,20,14650,7860
2746,110,21,14650,7860
2747,110,22,14650,7860
2748,110,23,14650,7860
2749,110,24,14650,7860
2750,110,25,14650,7860
2751,111,1,14650,7860
2752,111,2,14650,7860
2753,111,3,14650,7860
2754,111,4,14650,7860
2755,111,5,14650,7860
2756,111,6,14650,7860
2757,111,7,14650,7860
2758,111,8,14650,7860
2759,111,9,14650,7860
2760,111,10,14650,7860
2761,111,11,14650,7860
2762,111,12,14650,7860
2763,111,13,14650,7860
2764,111,14,14650,7860
2765,111,15,14650,7860
2766,111,16,14650,7860
2767,111,17,14650,7860
2768,111,18,14650,7860
2769,111,19,14650,7860
2770,111,20,14650,7860
2771,111,21,14650,7860
2772,111,22,14650,7860
2773,111,23,14650,7860
2774,111,24,14650,7860
2775,111,25,14650,7860
2776,112,1,14650,7860
2777,112,2,14650,7860
2778,112,3,14650,7860
2779,112,4,14650,7860
2780,112,5,14650,7860
2781,112,6,14650,7860
2782,112,7,14650,7860
2783,112,8,14650,7860
2784,112,9,14650,7860
2785,112,10,14650,7860
2786,112,11,14650,7860
2787,112,12,14650,7860
2788,112,13,14650,7860
2789,112,14,14650,7860
2790,112,15,14650,7860
2791,112,16,14650,7860
2792,112,17,14650,7860
2793,112,18,14650,7860
2794,112,19,14650,7860
2795,112,20,14650,7860
2796,112,21,14650,7860
2797,112,22,14650,7860
2798,112,23,14650,7860
2799,112,24,14650,7860
2800,112,25,14650,7860
2801,113,1,14650,7860
2802,113,2,14650,7860
2803,113,3,14650,7860
2804,113,4,14650,7860
2805,113,5,14650,7860
2806,113,6,14650,7860
2807,113,7,14650,7860
2808,113,8,14650,7860
2809,113,9,14650,7860
2810,113,10,14650,7860
2811,113,11,14650,7860
2812,113,12,14650,7860
2813,113,13,14650,7860
2814,113,14,14650,7860
2815,113,15,14650,7860
2816,113,16,14650,7860
2817,113,17,14650,7860
2818,113,18,14650,7860
2819,113,19,14650,7860
2820,113,20,14650,7860
2821,113,21,14650,7860
2822,113,22,14650,7860
2823,113,23,14650,7860
2824,113,24,14650,7860
2825,113,25,14650,7860
2826,114,1,14650,7860
2827,114,2,14650,7860
2828,114,3,14650,7860
2829,114,4,14650,7860
2830,114,5,14650,7860
2831,114,6,14650,7860
2832,114,7,14650,7860
2833,114,8,14650,7860
2834,114,9,14650,7860
2835,114,10,14650,7860
2836,114,11,14650,7860
2837,114,12,14650,7860
2838,114,13,14650,7860
2839,114,14,14650,7860
2840,114,15,14650,7860
2841,114,16,14650,7860
2842,114,17,14650,7860
2843,114,18,14650,7860
2844,114,19,14650,7860
2845,114,20,14650,7860
2846,114,21,14650,7860
2847,114,22,14650,7860
2848,114,23,14650,7860
2849,114,24,14650,7860
2850,114,25,14650,7860
2851,115,1,14650,7860
2852,115,2,14650,7860
2853,115,3,14650,7860
2854,115,4,14650,7860
2855,115,5,14650,7860
2856,115,6,14650,7860
2857,115,7,14650,7860
2858,115,8,14650,7860
2859,115,9,14650,7860
2860,115,10,14650,7860
2861,115,11,14650,7860
2862,115,12,14650,7860
2863,115,13,14650,7860
2864,115,14,14650,7860
2865,115,15,14650,7860
2866,115,16,14650,7860
2867,115,17,14650,7860
2868,115,18,14650,7860
2869,115,19,14650,7860
2870,115,20,14650,7860
2871,115,21,14650,7860
2872,115,22,14650,7860
2873,115,23,14650,7860
2874,115,24,14650,7860
2875,115,25,14650,7860
2876,116,1,14650,7860
2877,116,2,14650,7860
2878,116,3,14650,7860
2879,116,4,14650,7860
2880,116,5,14650,7860
2881,116,6,14650,7860
2882,116,7,14650,7860
2883,116,8,14650,7860
2884,116,9,14650,7860
2885,116,10,14650,7860
2886,116,11,14650,7860
2887,116,12,14650,7860
2888,116,13,14650,7860
2889,116,14,14650,7860
2890,116,15,14650,7860
2891,116,16,14650,7860
2892,116,17,14650,7860
2893,116,18,14650,7860
2894,116,19,14650,7860
2895,116,20,14650,7860
2896,116,21,14650,7860
2897,116,22,14650,7860
2898,116,23,14650,7860
2899,116,24,14650,7860
2900,116,25,14650,7860
2901,117,1,14650,7860
2902,117,2,14650,7860
2903,117,3,14650,7860
2904,117,4,14650,7860
2905,117,5,14650,7860
2906,117,6,14650,7860
2907,117,7,14650,7860
2908,117,8,14650,7860
2909,117,9,14650,7860
2910,117,10,14650,7860
2911,117,11,14650,7860
2912,117,12,14650,7860
2913,117,13,14650,7860
2914,117,14,14650,7860
2915,117,15,14650,7860
2916,117,16,14650,7860
2917,117,17,14650,7860
2918,117,18,14650,7860
2919,117,19,14650,7860
2920,117,20,14650,7860
2921,117,21,14650,7860
2922,117,22,14650,7860
2923,117,23,14650,7860
2924,117,24,14650,7860
2925,117,25,14650,7860
2926,118,1,14650,7860
2927,118,2,14650,7860
2928,118,3,14650,7860
2929,118,4,14650,7860
2930,118,5,14650,7860
2931,118,6,14650,7860
2932,118,7,14650,7860
2933,118,8,14650,7860
2934,118,9,14650,7860
2935,118,10,14650,7860
2936,118,11,14650,7860
2937,118,12,14650,7860
2938,118,13,14650,7860
2939,118,14,14650,7860
2940,118,15,14650,7860
2941,118,16,14650,7860
2942,118,17,14650,7860
2943,118,18,14650,7860
2944,118,19,14650,7860
2945,118,20,14650,7860
2946,118,21,14650,7860
2947,118,22,14650,7860
2948,118,23,14650,7860
2949,118,24,14650,7860
2950,118,25,14650,7860
2951,119,1,14650,7860
2952,119,2,14650,7860
2953,119,3,14650,7860
2954,119,4,14650,7860
2955,119,5,14650,7860
2956,119,6,14650,7860
2957,119,7,14650,7860
2958,119,8,14650,7860
2959,119,9,14650,7860
2960,119,10,14650,7860
2961,119,11,14650,7860
2962,119,12,14650,7860
2963,119,13,14650,7860
2964,119,14,14650,7860
2965,119,15,14650,7860
2966,119,16,14650,7860
2967,119,17,14650,7860
2968,119,18,14650,7860
2969,119,19,14650,7860
2970,119,20,14650,7860
2971,119,21,14650,7860
2972,119,22,14650,7860
2973,119,23,14650,7860
2974,119,24,14650,7860
2975,119,25,14650,7860
2976,120,1,14650,7860
2977,120,2,14650,7860
2978,120,3,14650,7860
2979,120,4,14650,7860
2980,120,5,14650,7860
2981,120,6,14650,7860
2982,120,7,14650,7860
2983,120,8,14650,7860
2984,120,9,14650,7860
2985,120,10,14650,7860
2986,120,11,14650,7860
2987,120,12,14650,7860
2988,120,13,14650,7860
2989,120,14,14650,7860
2990,120,15,14650,7860
2991,120,16,14650,7860
2992,120,17,14650,7860
2993,120,18,14650,7860
2994,120,19,14650,7860
2995,120,20,14650,7860
2996,120,21,14650,7860
2997,120,22,14650,7860
2998,120,23,14650,7860
2999,120,24,14650,7860
3000,120,25,14650,7860
3001,121,1,14650,7860
3002,121,2,14650,7860
3003,121,3,14650,7860
3004,121,4,14650,7860
3005,121,5,14650,7860
3006,121,6,14650,7860
3007,121,7,14650,7860
3008,121,8,14650,7860
3009,121,9,14650,7860
3010,121,10,14650,7860
3011,121,11,14650,7860
3012,121,12,14650,7860
3013,121,13,14650,7860
3014,121,14,14650,7860
3015,121,15,14650,7860
3016,121,16,14650,7860
3017,121,17,14650,7860
3018,121,18,14650,7860
3019,121,19,14650,7860
3020,121,20,14650,7860
3021,121,21,14650,7860
3022,121,22,14650,7860
3023,121,23,14650,7860
3024,121,24,14650,7860
3025,121,25,14650,7860
3026,122,1,14650,7860
3027,122,2,14650,7860
3028,122,3,14650,7860
3029,122,4,14650,7860
3030,122,5,14650,7860
3031,122,6,14650,7860
3032,122,7,14650,7860
3033,122,8,14650,7860
3034,122,9,14650,7860
3035,122,10,14650,7860
3036,122,11,14650,7860
3037,122,12,14650,7860
3038,122,13,14650,7860
3039,122,14,14650,7860
3040,122,15,14650,7860
3041,122,16,14650,7860
3042,122,17,14650,7860
3043,122,18,14650,7860
3044,122,19,14650,7860
3045,122,20,14650,7860
3046,122,21,14650,7860
3047,122,22,14650,7860
3048,122,23,14650,7860
3049,122,24,14650,7860
3050,122,25,14650,7860
3051,123,1,14650,7860
3052,123,2,14650,7860
3053,123,3,14650,7860
3054,123,4,14650,7860
3055,123,5,14650,7860
3056,123,6,14650,7860
3057,123,7,14650,7860
3058,123,8,14650,7860
3059,123,9,14650,7860
3060,123,10,14650,7860
3061,123,11,14650,7860
3062,123,12,14650,7860
3063,123,13,14650,7860
3064,123,14,14650,7860
3065,123,15,14650,7860
3066,123,16,14650,7860
3067,123,17,14650,7860
3068,123,18,14650,7860
3069,123,19,14650,7860
3070,123,20,14650,7860
3071,123,21,14650,7860
3072,123,22,14650,7860
3073,123,23,14650,7860
3074,123,24,14650,7860
3075,123,25,14650,7860
3076,124,1,14650,7860
3077,124,2,14650,7860
3078,124,3,14650,7860
3079,124,4,14650,7860
3080,124,5,14650,7860
3081,124,6,14650,7860
3082,124,7,14650,7860
3083,124,8,14650,7860
3084,124,9,14650,7860
3085,124,10,14650,7860
3086,124,11,14650,7860
3087,124,12,14650,7860
3088,124,13,14650,7860
3089,124,14,14650,7860
3090,124,15,14650,7860
3091,124,16,14650,7860
3092,124,17,14650,7860
3093,124,18,14650,7860
3094,124,19,14650,7860
3095,124,20,14650,7860
3096,124,21,14650,7860
3097,124,22,14650,7860
3098,124,23,14650,7860
3099,124,24,14650,7860
3100,124,25,14650,7860
3101,125,1,14650,7860
3102,125,2,14650,7860
3103,125,3,14650,7860
3104,125,4,14650,7860
3105,125,5,14650,7860
3106,125,6,14650,7860
3107,125,7,14650,7860
3108,125,8,14650,7860
3109,125,9,14650,7860
3110,125,10,14650,7860
3111,125,11,14650,7860
3112,125,12,14650,7860
3113,125,13,14650,7860
3114,125,14,14650,7860
3115,125,15,14650,7860
3116,125,16,14650,7860
3117,125,17,14650,7860
3118,125,18,14650,7860
3119,125,19,14650,7860
3120,125,20,14650,7860
3121,125,21,14650,7860
3122,125,22,14650,7860
3123,125,23,14650,7860
3124,125,24,14650,7860
3125,125,25,14650,7860
3126,126,1,14650,7860
3127,126,2,14650,7860
3128,126,3,14650,7860
3129,126,4,14650,7860
3130,126,5,14650,7860
3131,126,6,14650,7860
3132,126,7,14650,7860
3133,126,8,14650,7860
3134,126,9,14650,7860
3135,126,10,14650,7860
3136,126,11,14650,7860
3137,126,12,14650,7860
3138,126,13,14650,7860
3139,126,14,14650,7860
3140,126,15,14650,7860
3141,126,16,14650,7860
3142,126,17,14650,7860
3143,126,18,14650,7860
3144,126,19,14650,7860
3145,126,20,14650,7860
3146,126,21,14650,7860
3147,126,22,14650,7860
3148,126,23,14650,7860
3149,126,24,14650,7860
3150,126,25,14650,7860
3151,127,1,14650,7860
3152,127,2,14650,7860
3153,127,3,14650,7860
3154,127,4,14650,7860
3155,127,5,14650,7860
3156,127,6,14650,7860
3157,127,7,14650,7860
3158,127,8,14650,7860
3159,127,9,14650,7860
3160,127,10,14650,7860
3161,127,11,14650,7860
3162,127,12,14650,7860
3163,127,13,14650,7860
3164,127,14,14650,7860
3165,127,15,14650,7860
3166,127,16,14650,7860
3167,127,17,14650,7860
3168,127,18,14650,7860
3169,127,19,14650,7860
3170,127,20,14650,7860
3171,127,21,14650,7860
3172,127,22,14650,7860
3173,127,23,14650,7860
3174,127,24,14650,7860
3175,127,25,14650,7860
3176,128,1,14650,7860
3177,128,2,14650,7860
3178,128,3,14650,7860
3179,128,4,14650,7860
3180,128,5,14650,7860
3181,128,6,14650,7860
3182,128,7,14650,7860
3183,128,8,14650,7860
3184,128,9,14650,7860
3185,128,10,14650,7860
3186,128,11,14650,7860
3187,128,12,14650,7860
3188,128,13,14650,7860
3189,128,14,14650,7860
3190,128,15,14650,7860
3191,128,16,14650,7860
3192,128,17,14650,7860
3193,128,18,14650,7860
3194,128,19,14650,7860
3195,128,20,14650,7860
3196,128,21,14650,7860
3197,128,22,14650,7860
3198,128,23,14650,7860
3199,128,24,14650,7860
3200,128,25,14650,7860
3201,129,1,14650,7860
3202,129,2,14650,7860
3203,129,3,14650,7860
3204,129,4,14650,7860
3205,129,5,14650,7860
3206,129,6,14650,7860
3207,129,7,14650,7860
3208,129,8,14650,7860
3209,129,9,14650,7860
3210,129,10,14650,7860
3211,129,11,14650,7860
3212,129,12,14650,7860
3213,129,13,14650,7860
3214,129,14,14650,7860
3215,129,15,14650,7860
3216,129,16,14650,7860
3217,129,17,14650,7860
3218,129,18,14650,7860
3219,129,19,14650,7860
3220,129,20,14650,7860
3221,129,21,14650,7860
3222,129,22,14650,7860
3223,129,23,14650,7860
3224,129,24,14650,7860
3225,129,25,14650,7860
3226,130,1,14650,7860
3227,130,2,14650,7860
3228,130,3,14650,7860
3229,130,4,14650,7860
3230,130,5,14650,7860
3231,130,6,14650,7860
3232,130,7,14650,7860
3233,130,8,14650,7860
3234,130,9,14650,7860
3235,130,10,14650,7860
3236,130,11,14650,7860
3237,130,12,14650,7860
3238,130,13,14650,7860
3239,130,14,14650,7860
3240,130,15,14650,7860
3241,130,16,14650,7860
3242,130,17,14650,7860
3243,130,18,14650,7860
3244,130,19,14650,7860
3245,130,20,14650,7860
3246,130,21,14650,7860
3247,130,22,14650,7860
3248,130,23,14650,7860
3249,130,24,14650,7860
3250,130,25,14650,7860
3251,131,1,14650,7860
3252,131,2,14650,7860
3253,131,3,14650,7860
3254,131,4,14650,7860
3255,131,5,14650,7860
3256,131,6,14650,7860
3257,131,7,14650,7860
3258,131,8,14650,7860
3259,131,9,14650,7860
3260,131,10,14650,7860
3261,131,11,14650,7860
3262,131,12,14650,7860
3263,131,13,14650,7860
3264,131,14,14650,7860
3265,131,15,14650,7860
3266,131,16,14650,7860
3267,131,17,14650,7860
3268,131,18,14650,7860
3269,131,19,14650,7860
3270,131,20,14650,7860
3271,131,21,14650,7860
3272,131,22,14650,7860
3273,131,23,14650,7860
3274,131,24,14650,7860
3275,131,25,14650,7860
3276,132,1,14650,7860
3277,132,2,14650,7860
3278,132,3,14650,7860
3279,132,4,14650,7860
3280,132,5,14650,7860
3281,132,6,14650,7860
3282,132,7,14650,7860
3283,132,8,14650,7860
3284,132,9,14650,7860
3285,132,10,14650,7860
3286,132,11,14650,7860
3287,132,12,14650,7860
3288,132,13,14650,7860
3289,132,14,14650,7860
3290,132,15,14650,7860
3291,132,16,14650,7860
3292,132,17,14650,7860
3293,132,18,14650,7860
3294,132,19,14650,7860
3295,132,20,14650,7860
3296,132,21,14650,7860
3297,132,22,14650,7860
3298,132,23,14650,7860
3299,132,24,14650,7860
3300,132,25,14650,7860
3301,133,1,14650,7860
3302,133,2,14650,7860
3303,133,3,14650,7860
3304,133,4,14650,7860
3305,133,5,14650,7860
3306,133,6,14650,7860
3307,133,7,14650,7860
3308,133,8,14650,7860
3309,133,9,14650,7860
3310,133,10,14650,7860
3311,133,11,14650,7860
3312,133,12,14650,7860
3313,133,13,14650,7860
3314,133,14,14650,7860
3315,133,15,14650,7860
3316,133,16,14650,7860
3317,133,17,14650,7860
3318,133,18,14650,7860
3319,133,19,14650,7860
3320,133,20,14650,7860
3321,133,21,14650,7860
3322,133,22,14650,7860
3323,133,23,14650,7860
3324,133,24,14650,7860
3325,133,25,14650,7860
3326,134,1,14650,7860
3327,134,2,14650,7860
3328,134,3,14650,7860
3329,134,4,14650,7860
3330,134,5,14650,7860
3331,134,6,14650,7860
3332,134,7,14650,7860
3333,134,8,14650,7860
3334,134,9,14650,7860
3335,134,10,14650,7860
3336,134,11,14650,7860
3337,134,12,14650,7860
3338,134,13,14650,7860
