id,race_set_id,scenario_group_id,target_type,sort_id,turn,race_type,condition_type,condition_id,condition_value_1,condition_value_2,determine_race,determine_race_flag,alt_determine_race,alt_determine_race_flag,determine_race_for_generate
828,1100,100,1,1,12,0,1,1137,0,0,0,0,0,0,0
829,1100,100,1,2,30,0,3,0,5000,0,0,0,0,0,0
830,1100,100,1,3,37,0,1,1023,5,0,0,0,0,0,0
831,1100,100,1,4,42,0,1,111,3,0,0,0,0,0,0
832,1100,100,1,5,48,0,1,1027,3,0,0,0,0,0,0
833,1100,100,1,6,51,0,1,1106,3,0,0,0,0,0,0
834,1100,100,1,7,57,0,1,1108,1,0,0,0,0,0,0
835,1100,100,1,8,60,0,1,1022,3,0,0,0,0,0,0
836,1100,100,1,9,69,4,1,20003,3,0,0,0,0,0,0
837,1100,100,1,10,71,0,1,80,3,0,0,0,0,0,0
838,1100,100,1,11,72,0,1,1027,1,0,0,0,0,0,0
839,1100,701,3,12,74,1,1,10001,1,0,0,0,0,0,0
840,1100,701,3,13,76,2,1,10002,1,0,0,0,0,0,0
841,1100,701,3,14,78,3,1,10003,1,0,0,0,0,0,0
842,1047,100,1,1,12,0,1,689,0,0,0,0,0,0,0
843,1047,100,1,2,27,0,3,0,5000,0,0,0,0,0,0
844,1047,100,1,3,32,0,1,174,5,0,0,0,0,0,0
845,1047,100,1,4,34,0,1,166,5,0,0,0,0,0,0
846,1047,100,1,5,44,0,1,168,3,0,0,0,0,0,0
847,1047,100,1,6,48,0,1,81,3,0,0,0,0,0,0
848,1047,100,1,7,56,0,1,4,3,0,0,0,0,0,0
849,1047,100,1,8,60,0,1,74,3,0,0,0,0,0,0
850,1047,100,1,9,68,0,1,76,1,0,0,0,0,0,0
851,1047,100,1,10,70,0,1,79,1,0,0,0,0,0,0
852,1047,100,1,11,72,0,1,81,1,0,0,0,0,0,0
853,1047,701,3,12,74,1,1,10001,1,0,0,0,0,0,0
854,1047,701,3,13,76,2,1,10002,1,0,0,0,0,0,0
855,1047,701,3,14,78,3,1,10003,1,0,0,0,0,0,0
856,1099,100,1,1,12,0,1,1137,0,0,0,0,0,0,0
857,1099,100,1,2,31,0,3,0,5000,0,0,0,0,0,0
858,1099,100,1,3,39,0,1,191,5,0,0,0,0,0,0
859,1099,100,1,4,47,0,1,80,3,0,0,0,0,0,0
860,1099,100,1,5,51,0,1,1106,3,0,0,0,0,0,0
861,1099,100,1,6,57,0,1,1108,3,0,0,0,0,0,0
862,1099,100,1,7,60,0,1,1022,3,0,0,0,0,0,0
863,1099,100,1,8,69,4,1,20003,3,0,0,0,0,0,0
864,1099,100,1,9,71,0,1,80,1,0,0,0,0,0,0
865,1099,100,1,10,72,0,1,1027,1,0,0,0,0,0,0
866,1099,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
867,1099,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
868,1099,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
869,1065,100,1,1,12,0,1,1138,0,0,0,0,0,0,0
870,1065,100,1,2,23,0,1,623,5,0,0,0,0,0,0
871,1065,100,1,3,34,0,1,210,5,0,0,0,0,0,0
872,1065,100,1,4,46,0,1,78,3,0,0,0,0,0,0
873,1065,100,1,5,54,0,1,2,3,0,0,0,0,0,0
874,1065,100,1,6,56,0,1,15,3,0,0,0,0,0,0
875,1065,100,1,7,59,0,1,73,3,0,0,0,0,0,0
876,1065,100,1,8,70,0,1,78,1,0,0,0,0,0,0
877,1065,100,1,9,72,0,1,81,0,0,0,0,0,0,0
878,1065,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
879,1065,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
880,1065,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
881,1043,100,1,1,12,0,1,846,0,0,0,0,0,0,0
882,1043,100,1,2,25,0,3,0,3000,0,0,0,0,0,0
883,1043,100,1,3,36,0,1,189,5,0,0,0,0,0,0
884,1043,100,1,4,37,0,1,1023,5,0,0,0,0,0,0
885,1043,100,1,5,50,0,1,7,3,0,0,0,0,0,0
886,1043,100,1,6,52,0,1,1,1,0,0,0,0,0,0
887,1043,100,1,7,60,0,1,1022,3,0,0,0,0,0,0
888,1043,100,1,8,71,0,1,80,1,0,0,0,0,0,0
889,1043,701,3,9,74,1,1,10001,1,0,0,0,0,0,0
890,1043,701,3,10,76,2,1,10002,1,0,0,0,0,0,0
891,1043,701,3,11,78,3,1,10003,1,0,0,0,0,0,0
892,1066,100,1,1,12,0,1,685,0,0,0,0,0,0,0
893,1066,100,1,2,29,0,3,0,5000,0,0,0,0,0,0
894,1066,100,1,3,37,0,1,190,5,0,0,0,0,0,0
895,1066,100,1,4,42,0,1,177,5,0,0,0,0,0,0
896,1066,100,1,5,57,0,2,300,3,3,0,0,0,0,0
897,1066,100,1,6,61,0,1,99,1,0,0,0,0,0,0
898,1066,100,1,7,66,0,1,85,1,0,0,0,0,0,0
899,1066,100,1,8,72,0,1,81,0,0,0,0,0,0,0
900,1066,701,3,9,74,1,1,10001,1,0,0,0,0,0,0
901,1066,701,3,10,76,2,1,10002,1,0,0,0,0,0,0
902,1066,701,3,11,78,3,1,10003,1,0,0,0,0,0,0
903,1057,100,1,1,12,0,1,851,0,0,0,0,0,0,0
904,1057,100,1,2,27,0,1,183,5,0,0,0,0,0,0
905,1057,100,1,3,31,0,1,1139,5,0,0,0,0,0,0
906,1057,100,1,4,34,0,1,1140,5,0,0,0,0,0,0
907,1057,100,1,5,44,0,1,1141,3,0,0,0,0,0,0
908,1057,100,1,6,60,0,1,74,3,0,0,0,0,0,0
909,1057,100,1,7,68,0,1,76,3,0,0,0,0,0,0
910,1057,100,1,8,70,0,1,79,3,0,0,0,0,0,0
911,1057,100,1,9,72,0,1,81,1,0,0,0,0,0,0
912,1057,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
913,1057,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
914,1057,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
915,1085,100,1,1,12,0,1,1070,0,0,0,0,0,0,0
916,1085,100,1,2,29,0,1,170,5,0,0,0,0,0,0
917,1085,100,1,3,31,0,1,162,5,0,0,0,0,0,0
918,1085,100,1,4,34,0,1,165,0,0,0,0,0,0,0
919,1085,100,1,5,41,0,1,176,3,0,0,0,0,0,0
920,1085,100,1,6,54,0,1,2,3,0,0,0,0,0,0
921,1085,100,1,7,59,0,1,73,3,0,0,0,0,0,0
922,1085,100,1,8,66,0,1,75,1,0,0,0,0,0,0
923,1085,100,1,9,70,0,1,78,1,0,0,0,0,0,0
924,1085,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
925,1085,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
926,1085,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
927,1083,100,1,1,12,0,1,851,0,0,0,0,0,0,0
928,1083,100,1,2,26,0,3,0,5000,0,0,0,0,0,0
929,1083,100,1,3,32,0,1,174,5,0,0,0,0,0,0
930,1083,100,1,4,34,0,1,166,5,0,0,0,0,0,0
931,1083,100,1,5,44,0,1,1142,1,0,0,0,0,0,0
932,1083,100,1,6,48,0,1,81,3,0,0,0,0,0,0
933,1083,100,1,7,60,0,1,74,3,0,0,0,0,0,0
934,1083,100,1,8,68,0,1,1143,1,0,0,0,0,0,0
935,1083,100,1,9,70,0,1,79,3,0,0,0,0,0,0
936,1083,100,1,10,72,0,1,81,1,0,0,0,0,0,0
937,1083,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
938,1083,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
939,1083,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
940,1076,100,1,1,12,0,1,689,0,0,0,0,0,0,0
941,1076,100,1,2,25,0,3,0,3000,0,0,0,0,0,0
942,1076,100,1,3,32,0,2,300,3,1,0,0,0,0,0
943,1076,100,1,4,46,0,2,300,3,1,0,0,0,0,0
944,1076,100,1,5,49,0,1,19,1,0,0,0,0,0,0
945,1076,100,1,6,56,0,1,4,3,0,0,0,0,0,0
946,1076,100,1,7,68,0,1,76,3,0,0,0,0,0,0
947,1076,100,1,8,70,0,1,79,1,0,0,0,0,0,0
948,1076,100,1,9,72,0,1,81,1,0,0,0,0,0,0
949,1076,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
950,1076,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
951,1076,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
952,1105,100,1,1,12,0,1,1066,0,0,0,0,0,0,0
953,1105,100,1,2,24,0,3,0,3000,0,0,0,0,0,0
954,1105,100,1,3,31,0,1,163,5,0,0,0,0,0,0
955,1105,100,1,4,34,0,1,166,5,0,0,0,0,0,0
956,1105,100,1,5,36,0,1,74,5,0,0,0,0,0,0
957,1105,100,1,6,44,0,1,168,0,0,0,0,0,0,0
958,1105,100,1,7,46,0,1,79,3,0,0,0,0,0,0
959,1105,100,1,8,54,0,1,3,3,0,0,0,0,0,0
960,1105,100,1,9,56,0,1,4,0,0,0,0,0,0,0
961,1105,100,1,10,68,0,1,76,3,0,0,0,0,0,0
962,1105,100,1,11,70,0,1,79,1,0,0,0,0,0,0
963,1105,701,3,12,74,1,1,10001,1,0,0,0,0,0,0
964,1105,701,3,13,76,2,1,10002,1,0,0,0,0,0,0
965,1105,701,3,14,78,3,1,10003,1,0,0,0,0,0,0
966,1106,100,1,1,12,0,1,1144,0,0,0,0,0,0,0
967,1106,100,1,2,34,0,3,0,8000,0,0,0,0,0,0
968,1106,100,1,3,42,0,1,84,3,0,0,0,0,0,0
969,1106,100,1,4,44,0,1,168,3,0,0,0,0,0,0
970,1106,100,1,5,56,0,1,4,1,0,0,0,0,0,0
971,1106,100,1,6,60,0,1,74,1,0,0,0,0,0,0
972,1106,100,1,7,68,0,1,1143,3,0,0,0,0,0,0
973,1106,100,1,8,70,0,1,79,3,0,0,0,0,0,0
974,1106,100,1,9,72,0,1,81,1,0,0,0,0,0,0
975,1106,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
976,1106,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
977,1106,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
978,1084,100,1,1,12,0,1,1092,0,0,0,0,0,0,0
979,1084,100,1,2,25,0,1,178,5,0,0,0,0,0,0
980,1084,100,1,3,31,0,1,163,5,0,0,0,0,0,0
981,1084,100,1,4,33,0,1,164,5,0,0,0,0,0,0
982,1084,100,1,5,34,0,1,166,5,0,0,0,0,0,0
983,1084,100,1,6,42,0,1,84,3,0,0,0,0,0,0
984,1084,100,1,7,44,0,1,1142,3,0,0,0,0,0,0
985,1084,100,1,8,59,0,1,73,1,0,0,0,0,0,0
986,1084,100,1,9,60,0,1,74,3,0,0,0,0,0,0
987,1084,100,1,10,68,0,1,1143,1,0,0,0,0,0,0
988,1084,100,1,11,70,0,1,79,1,0,0,0,0,0,0
989,1084,701,3,12,74,1,1,10001,1,0,0,0,0,0,0
990,1084,701,3,13,76,2,1,10002,1,0,0,0,0,0,0
991,1084,701,3,14,78,3,1,10003,1,0,0,0,0,0,0
992,1055,100,1,1,12,0,1,1067,0,0,0,0,0,0,0
993,1055,100,1,2,27,0,3,0,5000,0,0,0,0,0,0
994,1055,100,1,3,47,0,1,117,1,0,0,0,0,0,0
995,1055,100,1,4,54,0,1,3,3,0,0,0,0,0,0
996,1055,100,1,5,56,0,1,4,3,0,0,0,0,0,0
997,1055,100,1,6,60,0,1,74,1,0,0,0,0,0,0
998,1055,100,1,7,68,0,1,76,3,0,0,0,0,0,0
999,1055,100,1,8,70,0,1,79,3,0,0,0,0,0,0
1000,1055,100,1,9,72,0,1,81,1,0,0,0,0,0,0
1001,1055,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
1002,1055,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
1003,1055,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
1004,1104,100,1,1,12,0,1,1069,0,0,0,0,0,0,0
1005,1104,100,1,2,30,0,3,0,5000,0,0,0,0,0,0
1006,1104,100,1,3,31,0,1,1139,5,0,0,0,0,0,0
1007,1104,100,1,4,34,0,1,1140,5,0,0,0,0,0,0
1008,1104,100,1,5,44,0,1,1141,0,0,0,0,0,0,0
1009,1104,100,1,6,54,0,1,3,1,0,0,0,0,0,0
1010,1104,100,1,7,60,0,1,74,1,0,0,0,0,0,0
1011,1104,100,1,8,68,0,1,76,3,0,0,0,0,0,0
1012,1104,100,1,9,70,0,1,79,1,0,0,0,0,0,0
1013,1104,100,1,10,72,0,1,81,1,0,0,0,0,0,0
1014,1104,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
1015,1104,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
1016,1104,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
1017,1070,100,1,1,12,0,1,689,0,0,0,0,0,0,0
1018,1070,100,1,2,19,0,1,632,5,0,0,0,0,0,0
1019,1070,100,1,3,31,0,1,163,5,0,0,0,0,0,0
1020,1070,100,1,4,34,0,1,166,5,0,0,0,0,0,0
1021,1070,100,1,5,44,0,1,168,0,0,0,0,0,0,0
1022,1070,100,1,6,48,0,1,81,3,0,0,0,0,0,0
1023,1070,100,1,7,54,0,1,3,3,0,0,0,0,0,0
1024,1070,100,1,8,60,0,1,74,3,0,0,0,0,0,0
1025,1070,100,1,9,70,0,1,79,1,0,0,0,0,0,0
1026,1070,100,1,10,72,0,1,81,1,0,0,0,0,0,0
1027,1070,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
1028,1070,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
1029,1070,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
1030,1077,100,1,1,12,0,1,1069,0,0,0,0,0,0,0
1031,1077,100,1,2,24,0,3,0,3000,0,0,0,0,0,0
1032,1077,100,1,3,29,0,1,169,5,0,0,0,0,0,0
1033,1077,100,1,4,31,0,1,163,5,0,0,0,0,0,0
1034,1077,100,1,5,34,0,1,166,5,0,0,0,0,0,0
1035,1077,100,1,6,44,0,1,168,3,0,0,0,0,0,0
1036,1077,100,1,7,56,0,1,4,3,0,0,0,0,0,0
1037,1077,100,1,8,60,0,1,74,3,0,0,0,0,0,0
1038,1077,100,1,9,68,0,1,76,3,0,0,0,0,0,0
1039,1077,100,1,10,70,0,1,79,3,0,0,0,0,0,0
1040,1077,100,1,11,72,0,1,81,1,0,0,0,0,0,0
1041,1077,701,3,12,74,1,1,10001,1,0,0,0,0,0,0
1042,1077,701,3,13,76,2,1,10002,1,0,0,0,0,0,0
1043,1077,701,3,14,78,3,1,10003,1,0,0,0,0,0,0
1044,1093,100,1,1,12,0,1,1145,0,0,0,0,0,0,0
1045,1093,100,1,2,32,0,3,0,5000,0,0,0,0,0,0
1046,1093,100,1,3,34,0,1,210,5,0,0,0,0,0,0
1047,1093,100,1,4,36,0,1,96,1,0,0,0,0,0,0
1048,1093,100,1,5,40,0,1,108,1,0,0,0,0,0,0
1049,1093,100,1,6,41,0,1,83,1,0,0,0,0,0,0
1050,1093,100,1,7,42,0,1,75,1,0,5,109301,99,0,99
1051,1093,100,1,8,42,0,12,0,0,0,6,109302,99,0,99
1052,1093,100,1,9,44,0,1,89,1,0,0,0,0,0,0
1053,1093,100,1,10,46,0,1,78,3,0,0,0,0,0,0
1054,1093,100,1,11,54,0,1,2,1,0,0,0,0,0,0
1055,1093,100,1,12,59,0,1,73,1,0,0,0,0,0,0
1056,1093,100,1,13,66,0,1,75,1,0,0,0,0,0,0
1057,1093,701,3,14,74,1,1,10001,1,0,0,0,0,0,0
1058,1093,701,3,15,76,2,1,10002,1,0,0,0,0,0,0
1059,1093,701,3,16,78,3,1,10003,1,0,0,0,0,0,0
1060,1086,100,1,1,12,0,1,1094,0,0,0,0,0,0,0
1061,1086,100,1,2,23,0,1,623,5,0,0,0,0,0,0
1062,1086,100,1,3,31,0,1,162,5,0,0,0,0,0,0
1063,1086,100,1,4,34,0,1,165,5,0,0,0,0,0,0
1064,1086,100,1,5,44,0,1,167,1,0,0,0,0,0,0
1065,1086,100,1,6,57,0,1,5,1,0,0,0,0,0,0
1066,1086,100,1,7,60,0,1,74,1,0,0,0,0,0,0
1067,1086,100,1,8,69,0,1,77,1,0,0,0,0,0,0
1068,1086,100,1,9,70,0,1,79,1,0,0,0,0,0,0
1069,1086,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
1070,1086,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
1071,1086,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
1072,1107,100,1,1,12,0,1,1069,0,0,0,0,0,0,0
1073,1107,100,1,2,30,0,3,0,5000,0,0,0,0,0,0
1074,1107,100,1,3,47,0,1,117,1,0,0,0,0,0,0
1075,1107,100,1,4,53,0,1,11,1,0,0,0,0,0,0
1076,1107,100,1,5,60,0,1,74,1,0,0,0,0,0,0
1077,1107,100,1,6,70,0,1,79,1,0,0,0,0,0,0
1078,1107,100,1,7,72,0,1,81,1,0,0,0,0,0,0
1079,1107,701,3,8,74,1,1,10001,1,0,0,0,0,0,0
1080,1107,701,3,9,76,2,1,10002,1,0,0,0,0,0,0
1081,1107,701,3,10,78,3,1,10003,1,0,0,0,0,0,0
1082,1088,100,1,1,12,0,1,1096,0,0,0,0,0,0,0
1083,1088,100,1,2,22,0,1,635,5,0,0,0,0,0,0
1084,1088,100,1,3,29,0,1,169,5,0,0,0,0,0,0
1085,1088,100,1,4,31,0,1,163,5,0,0,0,0,0,0
1086,1088,100,1,5,34,0,1,166,5,0,0,0,0,0,0
1087,1088,100,1,6,51,0,1,9,1,0,0,0,0,0,0
1088,1088,100,1,7,54,0,1,3,3,0,0,0,0,0,0
1089,1088,100,1,8,60,0,1,74,1,0,0,0,0,0,0
1090,1088,100,1,9,68,0,1,76,1,0,0,0,0,0,0
1091,1088,100,1,10,70,0,1,79,1,0,0,0,0,0,0
1092,1088,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
1093,1088,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
1094,1088,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
1095,1089,100,1,1,12,0,1,1069,0,0,0,0,0,0,0
1096,1089,100,1,2,24,0,3,0,3000,0,0,0,0,0,0
1097,1089,100,1,3,47,0,2,300,3,3,0,0,0,0,0
1098,1089,100,1,4,54,0,1,12,1,0,0,0,0,0,0
1099,1089,100,1,5,56,0,1,4,3,0,0,0,0,0,0
1100,1089,100,1,6,60,0,1,74,3,0,0,0,0,0,0
1101,1089,100,1,7,67,0,1,87,3,0,0,0,0,0,0
1102,1089,100,1,8,70,0,1,79,1,0,0,0,0,0,0
1103,1089,701,3,9,74,1,1,10001,1,0,0,0,0,0,0
1104,1089,701,3,10,76,2,1,10002,1,0,0,0,0,0,0
1105,1089,701,3,11,78,3,1,10003,1,0,0,0,0,0,0
1106,1091,100,1,1,12,0,1,1066,0,0,0,0,0,0,0
1107,1091,100,1,2,30,0,3,0,5000,0,0,0,0,0,0
1108,1091,100,1,3,31,0,1,162,5,0,0,0,0,0,0
1109,1091,100,1,4,34,0,1,165,5,0,0,0,0,0,0
1110,1091,100,1,5,41,0,1,192,3,0,0,0,0,0,0
1111,1091,100,1,6,44,0,1,167,3,0,0,0,0,0,0
1112,1091,100,1,7,52,0,1,10,3,0,0,0,0,0,0
1113,1091,100,1,8,57,0,1,5,3,0,0,0,0,0,0
1114,1091,100,1,9,60,0,1,74,1,0,0,0,0,0,0
1115,1091,100,1,10,70,0,1,79,1,0,0,0,0,0,0
1116,1091,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
1117,1091,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
1118,1091,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
1119,1054,100,1,1,12,0,1,1105,0,0,0,0,0,0,0
1120,1054,100,1,2,25,0,3,0,5000,0,0,0,0,0,0
1121,1054,100,1,3,31,0,1,172,5,0,0,0,0,0,0
1122,1054,100,1,4,42,0,1,75,3,0,0,0,0,0,0
1123,1054,100,1,5,46,0,1,78,3,0,0,0,0,0,0
1124,1054,100,1,6,52,0,1,1,0,0,0,0,0,0,0
1125,1054,100,1,7,54,0,1,2,1,0,0,0,0,0,0
1126,1054,100,1,8,59,0,1,73,3,0,0,0,0,0,0
1127,1054,100,1,9,65,0,1,83,1,0,0,0,0,0,0
1128,1054,100,1,10,66,0,1,75,1,0,0,0,0,0,0
1129,1054,100,1,11,70,0,1,78,1,0,0,0,0,0,0
1130,1054,701,3,12,74,1,1,10001,1,0,0,0,0,0,0
1131,1054,701,3,13,76,2,1,10002,1,0,0,0,0,0,0
1132,1054,701,3,14,78,3,1,10003,1,0,0,0,0,0,0
1133,1108,100,1,1,12,0,1,1096,0,0,0,0,0,0,0
1134,1108,100,1,2,27,0,1,183,5,0,0,0,0,0,0
1135,1108,100,1,3,31,0,1,163,5,0,0,0,0,0,0
1136,1108,100,1,4,34,0,1,166,5,0,0,0,0,0,0
1137,1108,100,1,5,44,0,1,168,0,0,0,0,0,0,0
1138,1108,100,1,6,52,0,1,10,1,0,0,0,0,0,0
1139,1108,100,1,7,54,0,1,3,1,0,0,0,0,0,0
1140,1108,100,1,8,60,0,1,74,1,0,0,0,0,0,0
1141,1108,100,1,9,68,0,1,76,1,0,0,0,0,0,0
1142,1108,100,1,10,70,0,1,79,1,0,0,0,0,0,0
1143,1108,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
1144,1108,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
1145,1108,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
1146,1063,100,1,1,12,0,1,1146,0,0,0,0,0,0,0
1147,1063,100,1,2,23,0,1,623,5,0,0,0,0,0,0
1148,1063,100,1,3,31,0,1,162,5,0,0,0,0,0,0
1149,1063,100,1,4,32,0,1,173,5,0,0,0,0,0,0
1150,1063,100,1,5,34,0,1,165,5,0,0,0,0,0,0
1151,1063,100,1,6,44,0,1,167,3,0,0,0,0,0,0
1152,1063,100,1,7,54,0,1,3,3,0,0,0,0,0,0
1153,1063,100,1,8,56,0,1,4,0,0,0,0,0,0,0
1154,1063,100,1,9,59,0,1,73,3,0,0,0,0,0,0
1155,1063,100,1,10,60,0,1,74,3,0,0,0,0,0,0
1156,1063,100,1,11,66,0,1,85,3,0,0,0,0,0,0
1157,1063,100,1,12,69,0,1,77,1,0,0,0,0,0,0
1158,1063,100,1,13,70,0,1,78,1,0,0,0,0,0,0
1159,1063,100,1,14,72,0,1,81,0,0,0,0,0,0,0
1160,1063,701,3,15,74,1,1,10001,1,0,0,0,0,0,0
1161,1063,701,3,16,76,2,1,10002,1,0,0,0,0,0,0
1162,1063,701,3,17,78,3,1,10003,1,0,0,0,0,0,0
1163,1080,100,1,1,12,0,1,1135,0,0,0,0,0,0,0
1164,1080,100,1,2,32,0,3,0,5000,0,0,0,0,0,0
1165,1080,100,1,3,39,0,1,191,5,0,0,0,0,0,0
1166,1080,100,1,4,45,0,1,113,3,0,0,0,0,0,0
1167,1080,100,1,5,47,0,1,80,1,0,0,0,0,0,0
1168,1080,100,1,6,52,0,1,1,3,0,0,0,0,0,0
1169,1080,100,1,7,60,0,1,1022,3,0,0,0,0,0,0
1170,1080,100,1,8,67,0,1,1148,3,0,0,0,0,0,0
1171,1080,100,1,9,69,0,1,1132,2,0,0,0,0,0,0
1172,1080,100,1,10,71,0,1,80,1,0,0,0,0,0,0
1173,1080,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
1174,1080,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
1175,1080,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
1176,1109,100,1,1,12,0,1,1138,0,0,0,0,0,0,0
1177,1109,100,1,2,23,0,1,623,5,0,0,0,0,0,0
1178,1109,100,1,3,29,0,1,170,5,0,0,0,0,0,0
1179,1109,100,1,4,31,0,1,162,5,0,0,0,0,0,0
1180,1109,100,1,5,33,0,1,164,5,0,2,110901,0,0,0
1181,1109,100,1,5,34,0,1,165,5,0,1,0,99,0,99
1182,1109,100,1,6,44,0,1,167,3,0,0,0,0,0,0
1183,1109,100,1,7,54,0,1,2,3,0,0,0,0,0,0
1184,1109,100,1,8,57,0,1,5,3,0,0,0,0,0,0
1185,1109,100,1,9,66,0,1,75,1,0,0,0,0,0,0
1186,1109,100,1,10,69,0,1,77,1,0,0,0,0,0,0
1187,1109,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
1188,1109,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
1189,1109,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
1190,1102,100,1,1,12,0,1,1067,0,0,0,0,0,0,0
1191,1102,100,1,2,28,0,3,0,4000,0,0,0,0,0,0
1192,1102,100,1,3,33,0,1,175,5,0,0,0,0,0,0
1193,1102,100,1,4,34,0,1,166,5,0,0,0,0,0,0
1194,1102,100,1,5,44,0,1,168,3,0,0,0,0,0,0
1195,1102,100,1,6,54,0,1,13,2,0,0,0,0,0,0
1196,1102,100,1,7,56,0,1,4,2,0,0,0,0,0,0
1197,1102,100,1,8,64,0,1,82,4,0,0,0,0,0,0
1198,1102,100,1,9,70,0,1,79,2,0,0,0,0,0,0
1199,1102,100,1,10,72,0,1,81,1,0,0,0,0,0,0
1200,1102,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
1201,1102,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
1202,1102,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
1203,1082,100,1,1,12,0,1,1091,0,0,0,0,0,0,0
1204,1082,100,1,2,33,0,3,0,7000,0,0,0,0,0,0
1205,1082,100,1,3,43,0,1,88,3,0,0,0,0,0,0
1206,1082,100,1,4,44,0,1,167,3,0,0,0,0,0,0
1207,1082,100,1,5,54,0,1,2,3,0,0,0,0,0,0
1208,1082,100,1,6,56,0,1,15,1,0,0,0,0,0,0
1209,1082,100,1,7,59,0,1,73,1,0,0,0,0,0,0
1210,1082,100,1,8,68,0,1,89,2,0,0,0,0,0,0
1211,1082,100,1,9,70,0,1,78,1,0,0,0,0,0,0
1212,1082,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
1213,1082,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
1214,1082,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
1215,1094,100,1,1,12,0,1,1068,0,0,0,0,0,0,0
1216,1094,100,1,2,24,0,1,625,5,0,0,0,0,0,0
1217,1094,100,1,3,31,0,1,163,5,0,0,0,0,0,0
1218,1094,100,1,4,34,0,1,166,5,0,0,0,0,0,0
1219,1094,100,1,5,44,0,1,168,3,0,0,0,0,0,0
1220,1094,100,1,6,46,0,1,1149,1,0,0,0,0,0,0
1221,1094,100,1,7,54,0,1,12,3,0,0,0,0,0,0
1222,1094,100,1,8,56,0,1,4,3,0,0,0,0,0,0
1223,1094,100,1,9,70,0,1,1150,1,0,0,0,0,0,0
1224,1094,100,1,10,72,0,1,81,1,0,0,0,0,0,0
1225,1094,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
1226,1094,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
1227,1094,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
1228,1119,100,1,1,12,0,1,1091,0,0,0,0,0,0,0
1229,1119,100,1,2,23,0,1,624,5,0,0,0,0,0,0
1230,1119,100,1,3,31,0,1,163,5,0,0,0,0,0,0
1231,1119,100,1,4,34,0,1,166,5,0,0,0,0,0,0
1232,1119,100,1,5,44,0,1,168,3,0,0,0,0,0,0
1233,1119,100,1,6,54,0,1,3,3,0,0,0,0,0,0
1234,1119,100,1,7,56,0,1,4,3,0,0,0,0,0,0
1235,1119,100,1,8,60,0,1,74,1,0,0,0,0,0,0
